Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,1jehuang/jcode,https://github.com/1jehuang/jcode,The most intelligent agent harness for code,Rust,9711,1086,568 stars today,1jehuang; claude; FabianAmherd; hongnoul; AlazBatu
2,tokio-rs/topcoat,https://github.com/tokio-rs/topcoat,A batteries-included framework for building web apps,Rust,1600,41,371 stars today,pikaju; akoll; carllerche; github-actions; claymcleod
3,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Hundreds of models & providers. One command to find what runs on your hardware.,Rust,29894,1825,247 stars today,AlexsJones; claude; three-foxes-in-a-trenchcoat; dependabot; github-actions
4,andrewrabert/jellium-desktop,https://github.com/andrewrabert/jellium-desktop,An unofficial desktop client for Jellyfin,Rust,1434,115,155 stars today,andrewrabert; renovate; rodis120; claude; gnattu
5,DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,"Fullstack app framework for web, desktop, and mobile.",Rust,37359,1754,389 stars today,jkelleyrtp; ealmloff; mrxiaozhuox; DogeDark; rMazeiks
6,swc-project/swc,https://github.com/swc-project/swc,Rust-based platform for the Web,Rust,34123,1504,8 stars today,kdy1; swc-bot; alexander-akait; magic-akari; kwonoj
7,nautechsystems/nautilus_trader,https://github.com/nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,Rust,24856,3199,37 stars today,cjdsellers; limx0; filipmacek; faysou; davidsblom
8,cjpais/Handy,https://github.com/cjpais/Handy,"A free, open source, and extensible speech-to-text application that works completely offline.",Rust,27041,2334,101 stars today,cjpais; claude; vladstudio; VirenMohindra; xilec
9,biomejs/biome,https://github.com/biomejs/biome,"A toolchain for web projects, aimed to provide functionalities to maintain them. Biome offers formatter and linter, usable via CLI and LSP.",Rust,25320,1129,8 stars today,ematipico; Conaclos; sebmck; renovate; dyc3
10,TabbyML/tabby,https://github.com/TabbyML/tabby,Self-hosted AI coding assistant,Rust,33774,1778,11 stars today,wsxiaoys; autofix-ci; icycodes; liangfung; zwpaper
11,Pumpkin-MC/Pumpkin,https://github.com/Pumpkin-MC/Pumpkin,Empowering everyone to host fast and efficient Minecraft servers.,Rust,8001,564,13 stars today,Snowiiii; kralverde; Bryntet; lukas0008; Purdze
12,nearai/ironclaw,https://github.com/nearai/ironclaw,"IronClaw is an Agent OS focused on privacy, security and extensibility",Rust,12538,1479,10 stars today,serrrfirat; claude; henrypark133; ilblackdragon; zmanian
13,oMaN-Rod/palworld-save-pal,https://github.com/oMaN-Rod/palworld-save-pal,"Take control of your Palworld adventure with Palworld Save Pal (PSP). Manage saves, move Pals and Players, create custom builds, migrate & manage servers, and convert between Steam and Xbox Game Pass. From server admins to solo tamers, PSP gives you the tools to shape your world your way.",Rust,240,45,10 stars today,oMaN-Rod; TristanWiley; Zihark21; dependabot; ChanghyeonYoon
14,atuinsh/atuin,https://github.com/atuinsh/atuin,✨ Making your shell magical,Rust,30684,898,30 stars today,ellie; dependabot; BinaryMuse; conradludgate; akinomyoga
15,ModernRelay/omnigraph,https://github.com/ModernRelay/omnigraph,Lakehouse native graph engine with git-style workflows,Rust,928,134,13 stars today,aaltshuler; claude; ragnorc; devin-ai-integration; AaronWGoh
16,martin-olivier/airgorah,https://github.com/martin-olivier/airgorah,A WiFi security auditing software mainly based on aircrack-ng tools suite,Rust,1049,153,21 stars today,dependabot; martin-olivier; m-bdf
17,tree-sitter/tree-sitter,https://github.com/tree-sitter/tree-sitter,An incremental parsing system for programming tools,Rust,26343,2770,22 stars today,maxbrunsfeld; amaanq; ahlinc; WillLillis; dependabot
18,wezterm/wezterm,https://github.com/wezterm/wezterm,A GPU-accelerated cross-platform terminal emulator and multiplexer written by @wez and implemented in Rust,Rust,27793,1601,56 stars today,wez; bew; tzx; chipsenkbeil; jsgf
19,cocoindex-io/cocoindex,https://github.com/cocoindex-io/cocoindex,Incremental engine for long horizon agents 🌟 Star if you like it!,Rust,10965,840,42 stars today,georgeh0; badmonster0; claude; lemorage; Haleshot
20,gitbutlerapp/gitbutler,https://github.com/gitbutlerapp/gitbutler,"The GitButler version control client, backed by Git, powered by Tauri/Rust/Svelte",Rust,21341,991,9 stars today,estib-vega; OliverJAsh; Byron; mtsgrd; Caleb-T-Owens
21,aaif-goose/goose,https://github.com/aaif-goose/goose,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",Rust,51361,5646,48 stars today,blackgirlbytes; angiejones; dianed-square; michaelneale; alexhancock
