Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,jdx/mise,https://github.com/jdx/mise,"dev tools, env vars, task runner",Rust,32078,1333,135 stars today,jdx; claude; mise-en-dev; renovate; autofix-ci
2,denoland/celld,https://github.com/denoland/celld,"self-hosted, distributed Durable Objects",Rust,2219,62,516 stars today,ry; magurotuna; wperron
3,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,119861,18336,87 stars today,rustdesk; fufesou; 21pages; Kingtous; Heap-Hop
4,t8y2/dbx,https://github.com/t8y2/dbx,"20 MB lightweight cross-platform database client for 70+ databases, including MySQL, PostgreSQL, SQLite, Redis, MongoDB, DuckDB, SQL Server, and Dameng. Built-in AI, MCP Server, CLI, desktop and Docker. | 轻量级跨平台数据库管理工具，支持 MySQL、PostgreSQL、SQLite、Redis、MongoDB、达梦等 70+ 数据库，提供桌面端、Docker、CLI、内置 AI 助手和 MCP Server。",Rust,13646,1396,128 stars today,t8y2; zipg; github-actions; eryajf; Abeautifulsnow
5,edwardkim/rhwp,https://github.com/edwardkim/rhwp,아래한글 hwp viewer and editor by rust and wasm,Rust,3649,663,2 stars today,edwardkim; claude; jangster77; planet6897; postmelee
6,raphamorim/rio,https://github.com/raphamorim/rio,A hardware-accelerated GPU terminal emulator focusing to run in desktops and browsers.,Rust,7256,319,19 stars today,raphamorim; github-actions; orhun; TornaxO7; hougesen
7,yvgude/lean-ctx,https://github.com/yvgude/lean-ctx,"Control what your AI can see. LeanCTX (Lean Context) is the context intelligence layer for AI agents — one local Rust binary that decides what they read, remembers what they learn, guards what they touch, and proves what they save. 60–90% fewer tokens as the receipt. 76 MCP tools, 30+ agents, local-first.",Rust,3543,323,10 stars today,cursoragent; yvgude; cedric013; andig; claude
8,glzr-io/glazewm,https://github.com/glzr-io/glazewm,GlazeWM is a tiling window manager for macOS and Windows inspired by i3wm.,Rust,12557,409,25 stars today,lars-berger; HolbyFPV; DreamMaoMao; lyze237; AreamanM
9,farion1231/cc-switch,https://github.com/farion1231/cc-switch,"A cross-platform desktop All-in-One assistant for Claude Code, Codex, OpenCode, OpenClaw, Grok Build & Hermes Agent. Only official website: ccswitch.io",Rust,125467,8536,352 stars today,farion1231; yovinchen; claude; makoMakoGo; TinsFox
10,cloudflare/pingora,https://github.com/cloudflare/pingora,"A library for building fast, reliable and evolvable network services.",Rust,27152,1707,14 stars today,drcaramelsyrup; eaufavor; andrewhavck; johnhurt; gumpt
11,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,104657,15831,251 stars today,jif-oai; bolinfest; aibrahim-oai; pakrym-oai; etraut-openai
12,cube-js/cube,https://github.com/cube-js/cube,"📊 Cube Core is open-source semantic layer for AI, BI and embedded analytics",Rust,20572,2104,9 stars today,paveltiunov; ovr; hassankhan; vasilev-alex; igorlukanin
13,pimalaya/himalaya,https://github.com/pimalaya/himalaya,CLI to manage emails,Rust,6960,225,29 stars today,soywod; prmadev; KoviRobi; TornaxO7; AckslD
14,cloud-hypervisor/cloud-hypervisor,https://github.com/cloud-hypervisor/cloud-hypervisor,"A Virtual Machine Monitor for modern Cloud workloads. Features include CPU, memory and device hotplug, support for running Windows and Linux guests, device offload with vhost-user and a minimal compact footprint. Written in Rust with a strong focus on security.",Rust,6062,732,11 stars today,rbradford; dependabot; dependabot-preview; weltling; liuw
15,EFForg/rayhunter,https://github.com/EFForg/rayhunter,Rust tool to detect cell site simulators on an orbic mobile hotspot,Rust,5458,452,10 stars today,wgreenberg; untitaker; cooperq; oopsbagel; bmw
16,GCWing/BitFun,https://github.com/GCWing/BitFun,"BitFun combines a high-performance agent runtime written in Rust with a polished desktop application. It pairs the depth of a Code Agent with open, general-purpose capabilities for work beyond software development.",Rust,1575,177,70 stars today,limityan; wsp1911; bobleer; GCWing; wgqqqqq
17,vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,Browser automation CLI for AI agents,Rust,40171,2638,84 stars today,ctate; github-actions; claude; hyunjinee; jin-2-kakaoent
18,uutils/coreutils,https://github.com/uutils/coreutils,Cross-platform Rust rewrite of the GNU coreutils,Rust,23893,1981,15 stars today,sylvestre; cakebaker; tertsdiepraam; renovate; rivy
