Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,aaif-goose/goose,https://github.com/aaif-goose/goose,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",Rust,47603,5018,322 stars today,blackgirlbytes; angiejones; dianed-square; michaelneale; alexhancock
2,microsoft/pg_durable,https://github.com/microsoft/pg_durable,PostgreSQL in-database durable execution,Rust,1506,33,316 stars today,pinodeca; AbeOmor; affandar; tjgreen42; Copilot
3,tw93/Pake,https://github.com/tw93/Pake,🤱🏻 Turn any webpage into a desktop app with one command.,Rust,50119,10215,68 stars today,tw93; Tlntin; github-actions; jeasonnow; actions-user
4,microsoft/mxc,https://github.com/microsoft/mxc,"Policy-driven, layered isolation and containment",Rust,714,27,211 stars today,Copilot; MGudgin; SohamDas2021; bbonaby; ppenna
5,nearai/ironclaw,https://github.com/nearai/ironclaw,"IronClaw is an Agent OS focused on privacy, security and extensibility",Rust,12419,1448,13 stars today,serrrfirat; claude; henrypark133; ilblackdragon; zmanian
6,domcyrus/rustnet,https://github.com/domcyrus/rustnet,"Per-process network monitoring for your terminal with deep packet inspection. Cross-platform, sandboxed.",Rust,4304,195,41 stars today,domcyrus; dependabot; obchain; 0xghost42; deepakpjose
7,spaceandtimefdn/sxt-proof-of-sql,https://github.com/spaceandtimefdn/sxt-proof-of-sql,Space and Time | Proof of SQL,Rust,5436,582,1 star today,JayWhite2357; iajoiner; stuarttimwhite; rnburn; jacobtrombetta
8,oxc-project/oxc,https://github.com/oxc-project/oxc,⚓ A collection of high-performance JavaScript tools.,Rust,21494,1068,24 stars today,Boshen; overlookmotel; camc314; Dunqing; renovate
9,vercel/turborepo,https://github.com/vercel/turborepo,"Build system optimized for JavaScript and TypeScript, written in Rust",Rust,30511,2354,7 stars today,anthonyshew; sokra; chris-olszewski; tknickman; jaredpalmer
10,bevyengine/bevy,https://github.com/bevyengine/bevy,A refreshingly simple data-driven game engine built in Rust,Rust,46524,4615,26 stars today,cart; mockersf; alice-i-cecile; ickshonpe; atlv24
11,GraphiteEditor/Graphite,https://github.com/GraphiteEditor/Graphite,"Community-built comprehensive 2D content creation appplication for graphic design, digital art, and interactive real-time motion graphics powered by a node-based procedural graphics engine",Rust,26207,1197,15 stars today,Keavon; TrueDoctor; 0HyperCube; timon-schelling; mfish33
12,voidzero-dev/vite-plus,https://github.com/voidzero-dev/vite-plus,"Vite+ is the unified toolchain and entry point for web development. It manages your runtime, package manager, and frontend toolchain in one place.",Rust,4893,201,13 stars today,fengmk2; Brooooooklyn; wan9chi; cpojer; Boshen
