Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,79695,10722,666 stars today,ruvnet; claude; dependabot; github-actions; fr4iser90
2,wealthfolio/wealthfolio,https://github.com/wealthfolio/wealthfolio,"A beautiful, private, local-first personal finance tracker. Investments, net worth, spending, and simulations.",Rust,8097,566,226 stars today,afadil; Jonjon-prog; claude; geordie; triantos
3,oven-sh/bun,https://github.com/oven-sh/bun,"Incredibly fast JavaScript runtime, bundler, test runner, and package manager – all in one",Rust,93760,4805,82 stars today,Jarred-Sumner; robobun; dylan-conway; autofix-ci; nektro
4,TencentCloud/CubeSandbox,https://github.com/TencentCloud/CubeSandbox,"Instant, Concurrent, Secure & Lightweight Sandbox for AI Agents.",Rust,9371,802,476 stars today,fslongjin; chenhengqi; ls-ggg; lisongqian; zyl1121
5,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,96720,14349,299 stars today,jif-oai; bolinfest; aibrahim-oai; pakrym-oai; etraut-openai
6,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,Rust,65969,2632,38 stars today,BurntSushi; okdana; jgarte; balajisivaraman; igor-raits
7,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,117969,17919,77 stars today,rustdesk; fufesou; 21pages; Kingtous; Heap-Hop
8,longbridge/gpui-component,https://github.com/longbridge/gpui-component,Rust GUI components for building fantastic cross-platform desktop application by using GPUI.,Rust,12031,707,14 stars today,huacnlee; claude; ylinwind; ihavecoke; xda2023
9,t8y2/dbx,https://github.com/t8y2/dbx,"20MB, lightweight, cross-platform database client. Supports MySQL, PostgreSQL, SQLite, Redis, MongoDB, DuckDB, ClickHouse, SQL Server and more.20MB，轻量级跨平台数据库客户端、数据库管理工具。支持 MySQL、PostgreSQL、SQLite、Redis、MongoDB、DuckDB、ClickHouse、SQL Server 等。",Rust,9486,841,169 stars today,t8y2; zipg; github-actions; eryajf; Abeautifulsnow
10,astral-sh/uv,https://github.com/astral-sh/uv,"An extremely fast Python package and project manager, written in Rust.",Rust,87300,3310,61 stars today,charliermarsh; zanieb; konstin; renovate; BurntSushi
11,oxc-project/oxc,https://github.com/oxc-project/oxc,⚓ A collection of high-performance JavaScript tools.,Rust,21897,1116,24 stars today,Boshen; overlookmotel; camc314; Dunqing; renovate
12,HigherOrderCO/Bend,https://github.com/HigherOrderCO/Bend,"A massively parallel, high-level programming language",Rust,19687,490,18 stars today,imaqtkatt; nicolas-abril; LunaAmora; VictorTaelin; tjjfvi
13,sharkdp/bat,https://github.com/sharkdp/bat,A cat(1) clone with wings.,Rust,59621,1584,10 stars today,sharkdp; keith-hall; dependabot; Enselic; eth-p
14,tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,"Your Personal AI super intelligence. A brain that builds a local-first memory of your life, a fantastic orchestrator of agent fleets and workflows, and a deep researcher.",Rust,34574,3371,90 stars today,senamakel; claude; graycyrus; M3gA-Mind; github-actions
15,chojs23/concord,https://github.com/chojs23/concord,A feature-rich TUI client for Discord,Rust,887,47,10 stars today,chojs23; nexxai; lisk77; LmanTW; ibarrick
16,rust-lang/rust-clippy,https://github.com/rust-lang/rust-clippy,A bunch of lints to catch common mistakes and improve your Rust code. Book: https://doc.rust-lang.org/clippy/,Rust,13357,2066,6 stars today,bors; flip1995; oli-obk; Jarcho; Manishearth
17,qdrant/qdrant,https://github.com/qdrant/qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",Rust,33108,2477,62 stars today,dependabot; generall; timvisee; agourlay; coszio
18,alacritty/alacritty,https://github.com/alacritty/alacritty,"A cross-platform, OpenGL terminal emulator.",Rust,64834,3531,24 stars today,chrisduerr; jwilm; kchibisov; nixpulvis; matthiaskrgr
19,kata-containers/kata-containers,https://github.com/kata-containers/kata-containers,"Kata Containers is an open source project and community working to build a standard implementation of lightweight Virtual Machines (VMs) that feel and perform like containers, but provide the workload isolation and security advantages of VMs. https://katacontainers.io/",Rust,8281,1388,8 stars today,fidencio; stevenhorsman; GabyCT; bergwolf; Apokleos
20,vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,Browser automation CLI for AI agents,Rust,38196,2462,90 stars today,ctate; github-actions; claude; hyunjinee; jin-2-kakaoent
