Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,Solution for long term memory for agent coding CLIs and to facilitate handoff between different agent vendors,Rust,7777,525,167 stars today,akitaonrails; claude; djalmajr; samirhvbr; wblech
2,cloudflare/quiche,https://github.com/cloudflare/quiche,🥧 Savoury implementation of the QUIC transport protocol and HTTP/3,Rust,12391,1136,32 stars today,ghedo; github-actions; traviscibot; LPardue; antoniovicente
3,yynxxxxx/Codex-X,https://github.com/yynxxxxx/Codex-X,OpenAI Codex 桌面端/CLI 的可视化管理工具，具有Provider/API 切换、会话同步、提示词注入、Skills/MCP 管理、TOML 配置可视化的跨平台工具。,Rust,3737,467,50 stars today,yynxxxxx; muzimu
4,tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,"OpenHuman is an open source agent harness with local-first memory, agent orchestration, and workflows",Rust,40021,3952,84 stars today,senamakel; medullabot; M3gA-Mind; YellowSnnowmann; claude
5,Automattic/harper,https://github.com/Automattic/harper,"Offline, privacy-first grammar checker. Fast, open-source, Rust-powered",Rust,15809,669,65 stars today,elijah-potter; hippietrail; dependabot; grantlemons; mcecode
6,pola-rs/polars,https://github.com/pola-rs/polars,"Extremely fast Query Engine for DataFrames, written in Rust",Rust,39834,3121,14 stars today,ritchie46; alexander-beedie; orlp; coastalwhite; nameexhaustion
7,tw93/Pake,https://github.com/tw93/Pake,🤱🏻 Turn any webpage into a desktop app with one command.,Rust,61590,12695,27 stars today,tw93; Tlntin; github-actions; jeasonnow; actions-user
8,nklmilojevic/sofka,https://github.com/nklmilojevic/sofka,"A Kubernetes TUI, reimagined in Rust - built on kube-rs and ratatui, async-first from the ground up.",Rust,1385,62,80 stars today,nklmilojevic; vyrti; renovate; claude; caseycs
9,apache/datafusion,https://github.com/apache/datafusion,Apache DataFusion SQL Query Engine,Rust,9346,2426,8 stars today,alamb; dependabot; andygrove; kou; comphead
10,xai-org/x-algorithm,https://github.com/xai-org/x-algorithm,Algorithm powering the For You feed on X,Rust,33349,5411,45 stars today,claude; joshs1017dev; x-open-source
11,eval-exec/neomacs,https://github.com/eval-exec/neomacs,"NEO Emacs (WIP): GPU powered Emacs written in Rust with a modern display engine. Aiming for modern design & multi-threaded Elisp, 10x performance, zero-pause concurrent GC and 100% Emacs compatibility.",Rust,1461,50,42 stars today,eval-exec; dependabot; tag-und-nacht; Copilot; kiennq
12,feigeCode/navop,https://github.com/feigeCode/navop,"A native, all-in-one workspace for databases, SSH, SFTP, terminals, remote desktop, monitoring, and AI.",Rust,1458,152,38 stars today,feigeCode; paofu-cium; hyqf98; claude; aries-shen
13,longbridge/gpui-kit,https://github.com/longbridge/gpui-kit,Rust GUI components for building fantastic cross-platform desktop application by using GPUI.,Rust,14614,908,24 stars today,huacnlee; madcodelife; claude; codex; ylinwind
14,nautechsystems/nautilus_trader,https://github.com/nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,Rust,29247,3863,47 stars today,cjdsellers; limx0; filipmacek; faysou; davidsblom
15,yyjeqhc/webcodex,https://github.com/yyjeqhc/webcodex,Give cloud AI agents a real development environment on your own machines.,Rust,1664,211,114 stars today,yyjeqhc; claude; ITSGJY; franksong2702; syhyz1990
16,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",Rust,146226,10503,466 stars today,Tunglies; zzzgydi; wonfen; MystiPanda; renovate
17,Dicklesworthstone/destructive_command_guard,https://github.com/Dicklesworthstone/destructive_command_guard,The Destructive Command Guard (dcg) is for blocking dangerous git and shell commands from being executed by agents.,Rust,6033,246,9 stars today,Dicklesworthstone; claude; dependabot; github-actions; codex
18,mesamirh/MovieBox-Tui,https://github.com/mesamirh/MovieBox-Tui,"Terminal interface to find, download, and stream movies, TV shows, and live TV using local media players.",Rust,2178,240,32 stars today,mesamirh; dependabot; fredIV; M-Nabeegh
19,mainmatter/100-exercises-to-learn-rust,https://github.com/mainmatter/100-exercises-to-learn-rust,"A self-paced course to learn Rust, one exercise at a time.",Rust,9593,2181,13 stars today,LukeMathWalker; marcoow; c-git; hdoordt; ehershey
20,pnpm/pnpm,https://github.com/pnpm/pnpm,"Fast, disk space efficient package manager",Rust,36601,1743,16 stars today,zkochan; KSXGitHub; rstacruz; renovate-bot; claude
