Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,lsdefine/GenericAgent,https://github.com/lsdefine/GenericAgent,"Self-evolving agent: grows skill tree from 3.3K-line seed, achieving full system control with 6x less token consumption",Python,3690,389,845 stars today,lsdefine; JinyiHan99; ViviqwerAsd; shenhao-stu; wjl2023
2,Tracer-Cloud/opensre,https://github.com/Tracer-Cloud/opensre,Build your own AI SRE agents. The open source toolkit for the AI era ✨,Python,1484,172,184 stars today,davincios; VaibhavUpreti; aliya-tracer; cursoragent; arnetracer
3,z-lab/dflash,https://github.com/z-lab/dflash,DFlash: Block Diffusion for Flash Speculative Decoding,Python,1811,118,287 stars today,jianc99; shaun0927; zhijian-liu; xiziqiao
4,openai/openai-agents-python,https://github.com/openai/openai-agents-python,"A lightweight, powerful framework for multi-agent workflows",Python,21851,3490,625 stars today,seratch; rm-openai; github-actions; MartinEBravo; dmitry-openai
5,google/magika,https://github.com/google/magika,Fast and accurate AI powered file content types detection,Python,15499,858,956 stars today,reyammer; invernizzi; dependabot; ia0; gaby
6,nv-tlabs/lyra,https://github.com/nv-tlabs/lyra,Project Lyra: Open Generative 3D World Models,Python,1438,113,146 stars today,sherwinbahmani; xrenaa; frankshen07
7,NVlabs/GR00T-WholeBodyControl,https://github.com/NVlabs/GR00T-WholeBodyControl,"Welcome to GR00T Whole-Body Control (WBC)! This is a unified platform for developing and deploying advanced humanoid controllers. This includes: Decoupled WBC models used in NVIDIA Isaac-Gr00t, Gr00t N1.5 and N1.6 and GEAR-SONIC",Python,1503,187,21 stars today,xdaNvidia; ZhengyiLuo; Dingry; chenran-nvidia; fcastanedaga
8,topoteretes/cognee,https://github.com/topoteretes/cognee,Knowledge Engine for AI Agent Memory in 6 lines of code,Python,16245,1662,476 stars today,Vasilije1990; dexters1; hajdul88; borisarzentar; claude
9,anthropics/skills,https://github.com/anthropics/skills,Public repository for Agent Skills,Python,119620,13839,701 stars today,klazuka; claude; ericharmeling; maheshmurag; github-actions
10,datalab-to/chandra,https://github.com/datalab-to/chandra,"OCR model that handles complex tables, forms, handwriting with full layout.",Python,9065,943,199 stars today,VikParuchuri; sandy0kwon; zanussbaum
11,microsoft/apm,https://github.com/microsoft/apm,Agent Package Manager,Python,1824,113,206 stars today,danielmeppiel; Copilot; Copilot; sergio-sisternes-epam; Copilot
12,github/awesome-copilot,https://github.com/github/awesome-copilot,"Community-contributed instructions, agents, skills, and configurations to help you make the most of GitHub Copilot.",Python,30258,3589,194 stars today,aaronpowell; github-actions; Copilot; Copilot; Copilot
13,Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,"100+ AI Agent & RAG apps you can actually run — clone, customize, ship.",Python,106153,15541,258 stars today,Shubhamsaboo; Madhuvod; onestardao; libw0430; awesomekoder
14,public-apis/public-apis,https://github.com/public-apis/public-apis,A collective list of free APIs,Python,424536,46242,402 stars today,matheusfelipeog; davemachado; pawelborkar; jbrooksuk; marekdano
