Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,koala73/worldmonitor,https://github.com/koala73/worldmonitor,"Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified situational awareness interface",TypeScript,73353,11002,"2,184 stars today",koala73; claude; SebastienMelki; NewCoder3294; lspassos1
2,likec4/likec4,https://github.com/likec4/likec4,"Visualize, collaborate, and evolve the software architecture with always actual and live diagrams from your code",TypeScript,5042,335,337 stars today,davydkov; renovate; sraphaz; cursoragent; pavelpykhtin
3,CoreBunch/Instatic,https://github.com/CoreBunch/Instatic,"The open-source alternative to Webflow, Framer and WordPress. Agentic self-hosted visual CMS outputting clean static pages. Users, roles, plugins, content, database, it's all there.",TypeScript,4313,411,201 stars today,DavidBabinec; claude; RemiAsselin42; hrq-chiuchi; mvanhorn
4,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free MIT AI gateway: one endpoint, 290+ providers (90+ free), 500+ models — Kimi, Claude, GPT, OpenAI, Gemini, GLM, DeepSeek, MiniMax. Works with Claude Code, Codex, Cursor, OpenCode, Cline & Copilot. Quota-aware auto-fallback, RTK+Caveman compression saves 15-95% tokens, MCP/A2A, Desktop/PWA. Built by 500+ contributors",TypeScript,28926,3791,"1,841 stars today",diegosouzapw; oyi77; claude; dependabot; rdself
5,C4illin/ConvertX,https://github.com/C4illin/ConvertX,💾 Self-hosted online file converter. Supports 1000+ formats ⚙️,TypeScript,17950,995,121 stars today,C4illin; renovate; dependabot; Laertes87; flrjrf
6,apify/crawlee,https://github.com/apify/crawlee,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation.",TypeScript,24971,1582,48 stars today,mnmkng; renovate; jancurn; B4nan; mtrunkat
7,langgenius/dify,https://github.com/langgenius/dify,"Build Agentic workflows, RAG pipelines, with rich AI model and tool support on one collaborative workspace. Deploy on cloud, VPC, or self-hosted, so teams move from prototype to production without rebuilding the stack.",TypeScript,150150,23662,155 stars today,autofix-ci; crazywoola; laipz8200; lyzno1; iamjoel
8,theopenco/llmgateway,https://github.com/theopenco/llmgateway,"Route, manage, and analyze your LLM requests across multiple providers with a unified API interface.",TypeScript,1460,163,6 stars today,steebchen; claude; smakosh; dependabot
9,Crosstalk-Solutions/project-nomad,https://github.com/Crosstalk-Solutions/project-nomad,"Project N.O.M.A.D, is a self-contained, offline survival computer packed with critical tools, knowledge, and AI to keep you informed and empowered—anytime, anywhere.",TypeScript,34690,3471,87 stars today,jakeaturner; chriscrosstalk; claude; cosmistack-bot; dependabot
10,agegr/pi-web,https://github.com/agegr/pi-web,Web UI for the pi coding agent,TypeScript,2630,350,308 stars today,agegr; lifu963; fallleave; zhudatou630; Kabochar
11,makenotion/notion-mcp-server,https://github.com/makenotion/notion-mcp-server,Official Notion MCP Server,TypeScript,4552,606,3 stars today,mquan; ksinder; claude; joshcanhelp; dgageot
12,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,"The API to search, scrape, and interact with the web at scale. 🔥",TypeScript,155615,8857,522 stars today,nickscamara; mogery; rafaelsideguide; abimaelmartell; firecrawl-spring
13,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI",TypeScript,77100,9476,781 stars today,badlogic; mitsuhiko; github-actions; cristinaponcela; hjanuschka
14,pingdotgg/t3code,https://github.com/pingdotgg/t3code,Pas de description,TypeScript,14698,3225,184 stars today,juliusmarminge; codex; t3dotgg; claude; cursoragent
15,ai-driven-dev/framework,https://github.com/ai-driven-dev/framework,"Marketplace Framework AI-Driven Dev : Context Engineering, Plugins, Agents, Skills, Hooks, Templates, SDLC",TypeScript,330,24,59 stars today,blafourcade; alexsoyes; claude; aidd-bot; dependabot
