Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,microsoft/PowerToys,https://github.com/microsoft/PowerToys,Microsoft PowerToys is a collection of utilities that supercharge productivity and customization on Windows,C,135519,8147,54 stars today,crutkas; bao-qian; qianlifeng; jaimecbernardo; niels9001
2,openssl/openssl,https://github.com/openssl/openssl,General purpose TLS and crypto library,C,30366,11338,11 stars today,levitte; mattcaswell; dot-asm; paulidale; snhenson
3,Mbed-TLS/mbedtls,https://github.com/Mbed-TLS/mbedtls,"An open source, portable, easy to use, readable and flexible TLS library, and reference implementation of the PSA Cryptography API. Releases are on a varying cadence, typically around 3 - 6 months between releases.",C,6730,2908,4 stars today,gilles-peskine-arm; mpg; ronald-cron-arm; daverodgman; valeriosetti
4,curl/curl,https://github.com/curl/curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, MQTTS, POP3, POP3S, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",C,42243,7246,13 stars today,bagder; vszakats; yangtse; captain-caveman2k; dfandrich
5,FRRouting/frr,https://github.com/FRRouting/frr,The FRRouting Protocol Suite,C,4189,1548,1 star today,donaldsharp; ton31337; eqvinox; qlyoung; riw777
6,ventoy/Ventoy,https://github.com/ventoy/Ventoy,A new bootable USB solution.,C,77438,4836,44 stars today,ventoy; wiz64; VenusGirl; crasadure; AnomSanjaya
7,zephyrproject-rtos/zephyr,https://github.com/zephyrproject-rtos/zephyr,"Primary Git Repository for the Zephyr Project. Zephyr is a new generation, scalable, optimized, secure RTOS for multiple hardware architectures.",C,15719,9413,11 stars today,nashif; jukkar; galak; gmarull; cvinayak
8,pbatard/rufus,https://github.com/pbatard/rufus,The Reliable USB Formatting Utility,C,36617,3097,32 stars today,pbatard; bovirus; ThiloL; MehmetaliKuran; Sopor
9,DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,"High-performance code intelligence MCP server. Indexes codebases into a persistent knowledge graph — average repo in milliseconds. 158 languages, sub-ms queries, 99% fewer tokens. Single static binary, zero dependencies.",C,14867,1094,703 stars today,DeusData; claude; shanemccarron-maker; dependabot; dLo999
10,FreeRTOS/FreeRTOS,https://github.com/FreeRTOS/FreeRTOS,'Classic' FreeRTOS distribution. Started as Git clone of FreeRTOS SourceForge SVN repo. Submodules the kernel.,C,7503,2047,4 stars today,RichardBarry; aggarg; AniruddhaKanhere; chinglee-iot; paulbartell
11,pgvector/pgvector,https://github.com/pgvector/pgvector,Open-source vector similarity search for Postgres,C,21940,1225,25 stars today,ankane; hlinnaka; jkatz; lychen0618; binarycleric
12,FreeRTOS/FreeRTOS-Kernel,https://github.com/FreeRTOS/FreeRTOS-Kernel,"FreeRTOS kernel files only, submoduled into https://github.com/FreeRTOS/FreeRTOS and various other repos.",C,4295,1561,6 stars today,RichardBarry; aggarg; kar-rahul-aws; chinglee-iot; Skptak
13,OP-TEE/optee_os,https://github.com/OP-TEE/optee_os,Trusted side of the TEE,C,1906,1230,0 stars today,jenswikl; etienne-lms; jforissier; GseoC; ldts
14,fluent/fluent-bit,https://github.com/fluent/fluent-bit,"Fast and Lightweight Logs, Metrics and Traces processor for Linux, BSD, OSX and Windows",C,7948,1933,2 stars today,edsiper; cosmo0920; nokute78; pwhelan; leonardo-albertovich
15,php/php-src,https://github.com/php/php-src,The PHP Interpreter,C,40205,8080,10 stars today,dstogov; nikic; weltling; cmb69; laruence
16,tmux/tmux,https://github.com/tmux/tmux,tmux source code,C,47002,2713,145 stars today,nicm; ThomasAdam; tcunha; topcat001; mathstuf
17,winfsp/winfsp,https://github.com/winfsp/winfsp,Windows File System Proxy - FUSE for Windows,C,8700,610,5 stars today,billziss-gh; JohnOberschelp; FrKaram; zeho11; dworkin
18,git/git,https://github.com/git/git,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.,C,61673,28050,61 stars today,gitster; peff; dscho; pks-t; avar
19,signalwire/freeswitch,https://github.com/signalwire/freeswitch,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a versatile software implementation that runs on any commodity hardware. From a Raspberry PI to a multi-core server, FreeSWITCH can unlock the telecommunications potential of any device.",C,4961,1794,2 stars today,anthmFS; mjerris; briankwest; andywolk; seven1240
20,apache/nuttx,https://github.com/apache/nuttx,"Apache NuttX is a mature, real-time embedded operating system (RTOS)",C,3916,1609,2 stars today,gregory-nutt; xiaoxiang781216; raiden00pl; yamt; anchao
21,nrfconnect/sdk-nrf,https://github.com/nrfconnect/sdk-nrf,nRF Connect SDK main repository,C,1356,1540,0 stars today,MarekPieta; NordicBuilder; krish2718; nordic-piks; nordicjm
22,qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,Open-source keyboard firmware for Atmel AVR and Arm USB families,C,20489,44024,2 stars today,qmk-bot; fauxpark; drashna; noroadsleft; zvecr
23,timescale/timescaledb,https://github.com/timescale/timescaledb,A time-series database for high-performance real-time analytics packaged as a Postgres extension,C,22975,1110,10 stars today,svenklemm; erimatnor; akuzm; cevian; mkindahl
