Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Hmbown/DeepSeek-TUI,https://github.com/Hmbown/DeepSeek-TUI,Coding agent for DeepSeek models that runs in your terminal,Rust,22009,1723,"3,731 stars today",Hmbown; claude; axobase001; angziii; reidliu41
2,RightNow-AI/openfang,https://github.com/RightNow-AI/openfang,Open-source Agent Operating System,Rust,17287,2214,34 stars today,jaberjaber23; claude; dependabot; lc-soft; Fail-Safe
3,aaif-goose/goose,https://github.com/aaif-goose/goose,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",Rust,44760,4571,396 stars today,EbonyLouis; blackgirlbytes; angiejones; dianed-square; michaelneale
4,astral-sh/uv,https://github.com/astral-sh/uv,"An extremely fast Python package and project manager, written in Rust.",Rust,84599,3057,78 stars today,charliermarsh; zanieb; konstin; renovate; BurntSushi
5,juspay/hyperswitch,https://github.com/juspay/hyperswitch,"An open source payments switch written in Rust to make payments fast, reliable and affordable",Rust,42598,4617,7 stars today,hyperswitch-bot; github-actions; SanchithHegde; Narayanbhat166; pixincreate
6,zellij-org/zellij,https://github.com/zellij-org/zellij,A terminal workspace with batteries included,Rust,32323,1168,38 stars today,imsnif; a-kenji; TheLostLambda; kunalmohan; jaeheonji
7,farion1231/cc-switch,https://github.com/farion1231/cc-switch,"A cross-platform desktop All-in-One assistant tool for Claude Code, Codex, OpenCode, openclaw & Gemini CLI.",Rust,63813,4122,"1,329 stars today",farion1231; yovinchen; claude; TinsFox; dependabot
8,rtk-ai/rtk,https://github.com/rtk-ai/rtk,"CLI proxy that reduces LLM token consumption by 60-90% on common dev commands. Single Rust binary, zero dependencies",Rust,44838,2715,993 stars today,aeppling; claude; pszymkowiak; FlorianBruniaux; github-actions
9,rolldown/rolldown,https://github.com/rolldown/rolldown,Fast Rust bundler for JavaScript/TypeScript with Rollup-compatible API.,Rust,13432,769,16 stars today,hyf0; IWANABETHATGUY; shulaoda; renovate; sapphi-red
10,jdx/mise,https://github.com/jdx/mise,"dev tools, env vars, task runner",Rust,27950,1113,66 stars today,jdx; mise-en-dev; claude; renovate; autofix-ci
11,xingkongliang/skills-manager,https://github.com/xingkongliang/skills-manager,"A lightweight desktop app to manage, sync, and organize AI agent skills across 15+ coding tools — Cursor, Claude Code, Codex, Copilot, and more.",Rust,1243,113,57 stars today,xingkongliang; claude; enshulv; whereissam; beyond-infra
12,jj-vcs/jj,https://github.com/jj-vcs/jj,A Git-compatible VCS that is both simple and powerful,Rust,28667,1039,38 stars today,yuja; martinvonz; dependabot; ilyagr; thoughtpolice
13,teamclouday/AndroidMic,https://github.com/teamclouday/AndroidMic,Use your Android phone as a microphone for your PC,Rust,1195,73,8 stars today,wiiznokes; teamclouday; MrXiaoM; KabirHere; GT-610
14,git-ai-project/git-ai,https://github.com/git-ai-project/git-ai,A Git extension for tracking the AI-generated code in your repos,Rust,1807,165,11 stars today,svarlamov; acunniffe; claude; jwiegley; devin-ai-integration
15,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,Rust,63513,2545,62 stars today,BurntSushi; okdana; balajisivaraman; igor-raits; jgarte
16,qxcnm/Codex-Manager,https://github.com/qxcnm/Codex-Manager,一个Codex cli 账号管理与切换工具。为 Codex cli提供本地网关转发。,Rust,1927,262,25 stars today,qxcnm; xiaoyiluck666; MDX-Tom; DemosHume
17,BoundaryML/baml,https://github.com/BoundaryML/baml,The AI framework that adds the engineering to prompt engineering (Python/TS/Ruby/Java/C#/Rust/Go compatible),Rust,8182,420,12 stars today,hellovai; aaronvg; sxlijin; antoniosarosi; imalsogreg
18,prefix-dev/pixi,https://github.com/prefix-dev/pixi,"Powerful system-level package manager for Linux, macOS and Windows written in Rust – building on top of the Conda ecosystem.",Rust,7006,506,13 stars today,github-actions; ruben-arts; Hofer-Julian; baszalmstra; tdejager
