Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,nginx/nginx,https://github.com/nginx/nginx,The official NGINX Open Source repository.,C,30706,7957,20 stars today,mdounin; arut; vl-homutov; VBart; pluknet
2,ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,"FFmpeg for browser, powered by WebAssembly",C,17550,1085,6 stars today,jeromewu; lucasgelfond; dependabot; PaulKinlan; rinarjn
3,openwrt/openwrt,https://github.com/openwrt/openwrt,This repository is a mirror of https://git.openwrt.org/openwrt/openwrt.git It is for reference only and is not active for check-ins. We will continue to accept Pull Requests here. They will be merged via staging trees then into openwrt.git.,C,27127,12473,11 stars today,juhosg; ffainelli; nbd168; hauke; jow-
4,sonic-net/sonic-buildimage,https://github.com/sonic-net/sonic-buildimage,Scripts which perform an installable binary image build for SONiC,C,979,1852,0 stars today,mssonicbld; lguohan; jleveque; qiluo-msft; saiarcot895
5,TelegramMessenger/MTProxy,https://github.com/TelegramMessenger/MTProxy,Pas de description,C,6825,1110,6 stars today,levlam; stek29; vysheng; savely-krasovsky; dfedin
6,openssl/openssl,https://github.com/openssl/openssl,General purpose TLS and crypto library,C,30267,11304,4 stars today,levitte; mattcaswell; dot-asm; paulidale; snhenson
7,tianocore/edk2,https://github.com/tianocore/edk2,EDK II,C,6031,3172,3 stars today,niruiyu; lzeng14; lgao4; jljusten; mdkinney
8,eclipse-mosquitto/mosquitto,https://github.com/eclipse-mosquitto/mosquitto,Eclipse Mosquitto - An open source MQTT broker,C,10951,2612,4 stars today,ralight; keptt; karlp; NorbertHeusser; PierreF
9,qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,Open-source keyboard firmware for Atmel AVR and Arm USB families,C,20435,43940,6 stars today,qmk-bot; fauxpark; drashna; noroadsleft; zvecr
10,FRRouting/frr,https://github.com/FRRouting/frr,The FRRouting Protocol Suite,C,4161,1528,2 stars today,donaldsharp; ton31337; eqvinox; qlyoung; riw777
11,mit-pdos/xv6-riscv,https://github.com/mit-pdos/xv6-riscv,Xv6 for RISC-V,C,9901,4028,101 stars today,kaashoek; zeldovich; segfauIt; 4ge32; anishathalye
12,opa334/Dopamine,https://github.com/opa334/Dopamine,Dopamine is a semi-untethered jailbreak for iOS 15 and 16,C,5192,6087,4 stars today,opa334; tomt000; kok3shidoll; dhinakg; ancalina
13,Cyan4973/xxHash,https://github.com/Cyan4973/xxHash,Extremely fast non-cryptographic hash algorithm,C,11062,900,3 stars today,Cyan4973; easyaspi314; t-mat; dependabot; WayneD
14,coolsnowwolf/lede,https://github.com/coolsnowwolf/lede,Lean's LEDE source,C,31463,19319,0 stars today,coolsnowwolf; aiamadeus; dangowrt; Beginner-Go; nbd168
15,facebook/zstd,https://github.com/facebook/zstd,Zstandard - Fast real-time compression algorithm,C,27215,2505,9 stars today,Cyan4973; terrelln; inikep; felixhandte; stellamplau
16,betaflight/betaflight,https://github.com/betaflight/betaflight,Open Source Flight Controller Firmware,C,11048,3810,3 stars today,mikeller; hydra; martinbudden; blckmn; borisbstyle
17,FreeRTOS/FreeRTOS-Kernel,https://github.com/FreeRTOS/FreeRTOS-Kernel,"FreeRTOS kernel files only, submoduled into https://github.com/FreeRTOS/FreeRTOS and various other repos.",C,4227,1551,4 stars today,RichardBarry; aggarg; kar-rahul-aws; chinglee-iot; Skptak
18,lz4/lz4,https://github.com/lz4/lz4,Extremely Fast Compression algorithm,C,11850,1556,2 stars today,Cyan4973; inikep; t-mat; felixhandte; dependabot
