Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,rabbitmq/rabbitmq-server,https://github.com/rabbitmq/rabbitmq-server,Open source RabbitMQ: core server and tier 1 (built-in) plugins,JavaScript,13731,4012,5 stars today,michaelklishin; dumbbell; rade; hairyhum; kjnilsson
2,eslint/eslint,https://github.com/eslint/eslint,Find and fix problems in your JavaScript code.,JavaScript,27399,5036,4 stars today,nzakas; mdjermanovic; ilyavolodin; not-an-aardvark; mysticatea
3,PipedreamHQ/pipedream,https://github.com/PipedreamHQ/pipedream,"Connect APIs, remarkably fast. Free for developers.",JavaScript,11504,5711,3 stars today,dylburger; michelle0927; danhsiung; luancazarine; jcortes
4,nodejs/node,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,JavaScript,117984,35775,116 stars today,Trott; ry; bnoordhuis; addaleax; isaacs
5,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,221798,33954,610 stars today,affaan-m; claude; pangerlkr; greptile-apps; dependabot
6,vercel/next.js,https://github.com/vercel/next.js,The React Framework,JavaScript,140218,31258,122 stars today,ijjk; timneutkens; sokra; vercel-release-bot; huozhi
7,trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,JavaScript,196145,31053,16 stars today,trekhleb; alexstulov; m-maksyutin; appleJax; albertstill
8,pbakaus/impeccable,https://github.com/pbakaus/impeccable,The design language that makes your AI harness better at design.,JavaScript,41452,2287,315 stars today,pbakaus; claude; abdulwahabone; github-actions; dependabot
9,mrdoob/three.js,https://github.com/mrdoob/three.js,JavaScript 3D Library.,JavaScript,113317,36394,26 stars today,mrdoob; Mugen87; alteredq; sunag; WestLangley
10,react/react,https://github.com/react/react,The library for web and native user interfaces.,JavaScript,246104,51078,148 stars today,sebmarkbage; zpao; gaearon; acdlite; sophiebits
11,zarazhangrui/frontend-slides,https://github.com/zarazhangrui/frontend-slides,Create beautiful slides on the web using a coding agent's frontend skills,JavaScript,23080,1892,195 stars today,zarazhangrui; claude; lilyzhng; Vaibhavee89; kbanc85
12,jnMetaCode/superpowers-zh,https://github.com/jnMetaCode/superpowers-zh,🦸 AI 编程超能力 · 中文增强版 — superpowers（116k+ ⭐）完整汉化 + 6 个中国原创 skills，让 Claude Code / Copilot CLI / Hermes Agent / Cursor / Windsurf / Kiro / Gemini CLI 等 16 款 AI 编程工具真正会干活,JavaScript,5950,574,65 stars today,obra; jnMetaCode; claude; arittr; clkao
13,playcanvas/engine,https://github.com/playcanvas/engine,"Powerful web graphics runtime built on WebGL, WebGPU, WebXR and glTF",JavaScript,16118,1925,14 stars today,willeastcott; daredevildave; mvaligursky; guycalledfrank; vkalpias
14,pot-app/pot-desktop,https://github.com/pot-app/pot-desktop,🌈一个跨平台的划词翻译和OCR软件 | A cross-platform software for text translation and recognition.,JavaScript,18892,930,25 stars today,Pylogmon; Havokdan; xtyuns; Integral-Tech; weblate
15,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",JavaScript,84316,7272,190 stars today,thedotmack; claude; Copilot; ousamabenyounes; rodboev
