Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,influxdata/telegraf,https://github.com/influxdata/telegraf,"Agent for collecting, processing, aggregating, and writing metrics, logs, and other arbitrary data.",Go,17430,5803,212 stars today,danielnelson; dependabot; srebhan; sparrc; powersj
2,netbirdio/netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",Go,25250,1342,40 stars today,mlsmaycon; pascal-fischer; braginini; lixmal; pappz
3,pranshuparmar/witr,https://github.com/pranshuparmar/witr,Why is this running?,Go,16400,495,484 stars today,pranshuparmar; sunydepalpur; chojs23; amerine; gaod
4,projectdiscovery/nuclei,https://github.com/projectdiscovery/nuclei,"Nuclei is a fast, customizable vulnerability scanner powered by the global security community and built on a simple YAML-based DSL, enabling collaboration to tackle trending vulnerabilities on the internet. It helps you find vulnerabilities in your applications, APIs, networks, DNS, and cloud configurations.",Go,28653,3416,177 stars today,ehsandeep; Mzack9999; dependabot; Ice3man543; tarunKoyalwar
5,Agent-Field/agentfield,https://github.com/Agent-Field/agentfield,"Build, run and scale AI agents like API and microservices - observable,auditable and identity-aware from day one.",Go,1807,297,49 stars today,santoshkumarradha; AbirAbbas; github-actions; claude; dependabot
6,helm/helm,https://github.com/helm/helm,The Kubernetes Package Manager,Go,29820,7602,8 stars today,technosophos; adamreese; mattfarina; dependabot; gjenkins8
7,trufflesecurity/trufflehog,https://github.com/trufflesecurity/trufflehog,"Find, verify, and analyze leaked credentials",Go,26311,2403,31 stars today,renovate; lonmarsDev; roxanne-tampus; ahrav; dustin-decker
8,apernet/hysteria,https://github.com/apernet/hysteria,"Hysteria is a powerful, lightning fast and censorship resistant proxy.",Go,20863,2151,84 stars today,tobyxdd; haruue; dependabot; mritd; HynoR
9,nats-io/nats-server,https://github.com/nats-io/nats-server,"High-Performance server for NATS.io, the cloud and edge native messaging system.",Go,19813,1798,19 stars today,derekcollison; kozlovic; neilalexander; MauriceVanVeen; matthiashanel
10,richkuo/go-trader,https://github.com/richkuo/go-trader,"Crypto trading bot — backtesting, paper trading, live trading with risk management",Go,279,78,30 stars today,richkuo; github-actions; claude; cursoragent; claude
11,BenedictKing/ccx,https://github.com/BenedictKing/ccx,Claude / Codex / Gemini API Proxy - CCX,Go,827,81,85 stars today,BenedictKing; aider-chat-bot; BugMasterLab; sucr233; glidea
12,jackc/pgx,https://github.com/jackc/pgx,PostgreSQL driver and toolkit for Go,Go,13805,1042,4 stars today,jackc; manniwood; furdarius; claude; drakkan
13,cilium/cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,24370,3767,6 stars today,aanm; tgraf; joestringer; tklauser; jrajahalme
14,komari-monitor/komari,https://github.com/komari-monitor/komari,A simple server monitor tool.,Go,4638,434,22 stars today,Akizon77; github-actions; mogumc; imlonghao; resx
15,fleetdm/fleet,https://github.com/fleetdm/fleet,Open device management,Go,6363,882,3 stars today,eashaw; noahtalerman; RachelElysia; mikermcneil; zwass
16,dapr/dapr,https://github.com/dapr/dapr,"Dapr is a portable runtime for building distributed applications across cloud and edge, combining event-driven architecture with workflow orchestration.",Go,25752,2074,4 stars today,yaron2; JoshVanL; artursouza; dapr-bot; ItalyPaleAle
17,gravitational/teleport,https://github.com/gravitational/teleport,"The easiest, and most secure way to access and protect all of your infrastructure.",Go,20334,2061,16 stars today,klizhentas; kontsevoy; zmb3; rosstimothy; ptgott
18,sqlc-dev/sqlc,https://github.com/sqlc-dev/sqlc,Generate type-safe code from SQL,Go,17638,1043,99 stars today,kyleconroy; dependabot; andrewmbenton; victoraugustolls; mightyguava
19,llm-d/llm-d-router,https://github.com/llm-d/llm-d-router,llm-d Router: The intelligent entry point for inference requests,Go,189,201,2 stars today,nirrozenbaum; elevran; shmuelk; LukeAVanDrie; ahg-g
20,Tencent/WeKnora,https://github.com/Tencent/WeKnora,"Open-source LLM knowledge platform: turn raw documents into a queryable RAG, an autonomous reasoning agent, and a self-maintaining Wiki.",Go,15026,1882,83 stars today,lyingbug; begoniezhao; voidkey; claude; dependabot
21,argoproj/argo-workflows,https://github.com/argoproj/argo-workflows,Workflow Engine for Kubernetes,Go,16686,3538,5 stars today,alexec; terrytangyuan; dependabot; simster7; sarabala1979
22,aquasecurity/trivy,https://github.com/aquasecurity/trivy,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more",Go,35011,372,20 stars today,knqyf263; DmitriyLewen; dependabot; nikpivkin; simar7
