Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Mbed-TLS/mbedtls,https://github.com/Mbed-TLS/mbedtls,"An open source, portable, easy to use, readable and flexible TLS library, and reference implementation of the PSA Cryptography API. Releases are on a varying cadence, typically around 3 - 6 months between releases.",C,6811,2929,5 stars today,gilles-peskine-arm; mpg; ronald-cron-arm; valeriosetti; daverodgman
2,facebook/zstd,https://github.com/facebook/zstd,Zstandard - Fast real-time compression algorithm,C,27403,2536,9 stars today,Cyan4973; terrelln; inikep; felixhandte; stellamplau
3,FreeRTOS/FreeRTOS-Kernel,https://github.com/FreeRTOS/FreeRTOS-Kernel,"FreeRTOS kernel files only, submoduled into https://github.com/FreeRTOS/FreeRTOS and various other repos.",C,4356,1573,5 stars today,RichardBarry; aggarg; kar-rahul-aws; chinglee-iot; Skptak
4,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,C,145783,13437,68 stars today,rom1v; yume-chan; npes87184; brunoais; rootkea
5,betaflight/betaflight,https://github.com/betaflight/betaflight,Open Source Flight Controller Firmware,C,11220,3894,4 stars today,mikeller; hydra; blckmn; martinbudden; borisbstyle
6,OpenVPN/openvpn,https://github.com/OpenVPN/openvpn,OpenVPN is an open source VPN daemon,C,14236,3363,3 stars today,schwabe; flichtenheld; cron2; syzzer; ordex
7,qualcomm-linux/kernel,https://github.com/qualcomm-linux/kernel,Linux Kernel for QLI mainline,C,24,174,2 stars today,tdz; torvalds; lumag; kuba-moo; jrjohansen
8,X11Libre/xserver,https://github.com/X11Libre/xserver,XLibre Xserver,C,4718,242,4 stars today,metux; whot; nwnk; keith-packard; alanc
9,sandboxie-plus/Sandboxie,https://github.com/sandboxie-plus/Sandboxie,Sandboxie Plus & Classic,C,18909,2027,8 stars today,DavidXanatos; isaak654; github-actions; offhub; love-code-yeyixiao
10,FreeRTOS/FreeRTOS,https://github.com/FreeRTOS/FreeRTOS,'Classic' FreeRTOS distribution. Started as Git clone of FreeRTOS SourceForge SVN repo. Submodules the kernel.,C,7578,2059,7 stars today,RichardBarry; aggarg; AniruddhaKanhere; chinglee-iot; paulbartell
11,tmux/tmux,https://github.com/tmux/tmux,tmux source code,C,47757,2782,59 stars today,nicm; ThomasAdam; tcunha; actions-user; topcat001
12,esnet/iperf,https://github.com/esnet/iperf,"iperf3: A TCP, UDP, and SCTP network bandwidth measurement tool",C,8617,1429,6 stars today,bmah888; jdugan1024; bltierney; davidBar-On; swlars
13,eclipse-mosquitto/mosquitto,https://github.com/eclipse-mosquitto/mosquitto,Eclipse Mosquitto - An open source MQTT broker,C,11055,2622,4 stars today,ralight; keptt; karlp; NorbertHeusser; PierreF
14,timescale/timescaledb,https://github.com/timescale/timescaledb,A time-series database for high-performance real-time analytics packaged as a Postgres extension,C,23109,1121,10 stars today,svenklemm; erimatnor; akuzm; cevian; mkindahl
15,asmvik/yabai,https://github.com/asmvik/yabai,A tiling window manager for macOS based on binary space partitioning,C,29276,731,12 stars today,asmvik; dominiklohmann; tbiehn; tsujp; meseck
16,google/XNNPACK,https://github.com/google/XNNPACK,"High-efficiency floating-point neural network inference operators for mobile, server, and Web",C,2396,526,6 stars today,fbarchard; Maratyszcza; dsharletg; ngzhian; alankelly
17,mpv-player/mpv,https://github.com/mpv-player/mpv,🎥 Command line media player,C,36005,3422,17 stars today,kasper93; Dudemanguy; guidocella; haasn; pigoz
18,FreeRDP/FreeRDP,https://github.com/FreeRDP/FreeRDP,FreeRDP is a free remote desktop protocol library and clients,C,13436,15366,4 stars today,akallabeth; awakecoding; hardening; bmiklautz; mfleisz
19,SchedMD/slurm,https://github.com/SchedMD/slurm,Slurm: A Highly Scalable Workload Manager,C,4148,865,9 stars today,dannyauble; jette; wickberg; naterini; gaijin03
20,unicorn-engine/unicorn,https://github.com/unicorn-engine/unicorn,"Unicorn CPU emulator framework (ARM, AArch64, M68K, Mips, Sparc, PowerPC, RiscV, S390x, TriCore, X86)",C,9160,1518,3 stars today,aquynh; wtdcode; cseagle; ZakDanger; lunixbochs
21,antirez/ds4,https://github.com/antirez/ds4,"DeepSeek 4 Flash and PRO local inference engine for Metal, CUDA and ROCm",C,18628,1609,86 stars today,antirez; mitsuhiko; claude; jackygurui; cv
