Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,f4exb/sdrangel,https://github.com/f4exb/sdrangel,"SDR Rx/Tx software for Airspy, Airspy HF+, BladeRF, HackRF, LimeSDR, PlutoSDR, RTL-SDR, SDRplay and FunCube",C++,4052,598,12 stars today,f4exb; srcejon; rgetz; dforsi; ra1nb0w
2,MrNeRF/LichtFeld-Studio,https://github.com/MrNeRF/LichtFeld-Studio,"Train, inspect, edit, automate, and export 3D Gaussian Splatting scenes from a single native application.",C++,3737,462,7 stars today,MrNeRF; github-actions; kmeirlaen; miriameng; francescofugazzi
3,microsoft/BitNet,https://github.com/microsoft/BitNet,Official inference framework for 1-bit LLMs,C++,40333,3745,49 stars today,potassiummmm; tsong-ms; younesbelkada; isHuangXin; XsquirrelC
4,OrcaSlicer/OrcaSlicer,https://github.com/OrcaSlicer/OrcaSlicer,"G-code generator for 3D printers (Bambu, Prusa, Voron, VzBot, RatRig, Creality, etc.)",C++,15744,3116,6 stars today,SoftFever; Noisyfox; tommasobbianchi; XinZhangBambu; walterwongbbl
5,tdlib/td,https://github.com/tdlib/td,Cross-platform library for building Telegram clients,C++,9113,2180,6 stars today,levlam; arseny30; AYMENJD; FrayxRulez; roundedrectangle
6,luau-lang/luau,https://github.com/luau-lang/luau,"A small, fast, and embeddable programming language based on Lua with a gradual type system.",C++,5887,645,2 stars today,zeux; vegorov-rbx; andyfriesen; Vighnesh-V; aatxe
7,awalol/DS5Dongle,https://github.com/awalol/DS5Dongle,Turn your Pico 2 W into a DualSense 5 dongle.,C++,2803,185,5 stars today,awalol; up2urheadlights; claude; TerryFrench; dereckhall
8,TranslucentTB/TranslucentTB,https://github.com/TranslucentTB/TranslucentTB,A lightweight utility that makes the Windows taskbar translucent/transparent.,C++,20397,1263,13 stars today,sylveon; emmatyping; amrbashir; olliecheng; uDEV2019
9,Vita3K/Vita3K,https://github.com/Vita3K/Vita3K,Experimental PlayStation Vita emulator,C++,5741,594,3 stars today,Zangetsu38; pent0; Macdu; sunho; VelocityRa
10,vllm-project/vllm-ascend,https://github.com/vllm-project/vllm-ascend,Community maintained hardware plugin for vLLM on Huawei Ascend,C++,2867,2338,7 stars today,wangxiyuan; Potabk; zhangxinyuehfad; MengqingCao; Yikun
11,ValveSoftware/Proton,https://github.com/ValveSoftware/Proton,Compatibility tool for Steam Play based on Wine and additional components,C++,32856,1623,8 stars today,aeikum; rbernon; ivyl; alasky17; madewokherd
12,monero-project/monero,https://github.com/monero-project/monero,"Monero: the secure, private, untraceable cryptocurrency",C++,10865,3524,3 stars today,fluffypony; moneromooo-monero; luigi1111; tobtoht; selsta
13,mg-chao/snow-apps,https://github.com/mg-chao/snow-apps,"Snow Apps repository, providing source code for Snow Shot and Snow Image Viewer.",C++,5032,313,3 stars today,mg-chao; ayangweb; vladelaina; doumao; gaylong9
14,LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,Self-hosted game stream host for Moonlight.,C++,41422,2137,22 stars today,ReenigneArcher; dependabot; cgutman; LizardByte-bot; renovate
15,praydog/REFramework,https://github.com/praydog/REFramework,"Mod loader, scripting platform, and VR support for all RE Engine games",C++,5514,637,9 stars today,praydog; cursey; hcdd0304; angelfor3v3r; Strackeror
16,azerothcore/azerothcore-wotlk,https://github.com/azerothcore/azerothcore-wotlk,Complete Open Source and Modular solution for MMO,C++,8955,3807,7 stars today,github-actions; Nyeriah; Kitzunu; Gultask; sogladev
17,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,129117,23557,145 stars today,ggerganov; ngxson; CISC; JohannesGaessler; slaren
18,Codensity30/Strivers-A2Z-DSA-Sheet,https://github.com/Codensity30/Strivers-A2Z-DSA-Sheet,"Contains everything related to Stiver's A2Z sheet along with question, approach and code.",C++,871,299,28 stars today,Codensity30; AyushRaj1111; T1rth1
