Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,利用 AI 大模型和自动化工作流，根据主题或关键词一键生成高清短视频。Generate HD short videos from a topic or keyword with an automated AI workflow.,Python,113924,17287,"1,201 stars today",harry0703; yyhhyyyyyy; vuisme; claude; pcbntt
2,PostHog/posthog,https://github.com/PostHog/posthog,"🦔 PostHog is the leading platform for building self-driving products. Our developer tools – AI observability, analytics, session replay, flags, experiments, error tracking, logs, and more – capture all the context agents need to diagnose problems, uncover opportunities, and ship fixes. Steer it all from Slack, web, desktop, or the MCP.",Python,38294,3232,335 stars today,github-actions; pauldambra; Twixes; claude; Gilbert09
3,elder-plinius/OBLITERATUS,https://github.com/elder-plinius/OBLITERATUS,OBLITERATE THE CHAINS THAT BIND YOU,Python,7792,1432,63 stars today,jmagly; elder-plinius; StellaAthena; ajmeese7; brianbell-x
4,Tencent/AI-Infra-Guard,https://github.com/Tencent/AI-Infra-Guard,"A full-stack AI Red Teaming platform securing AI ecosystems via Agent Scan, Skills Scan, MCP scan, AI Infra scan and LLM jailbreak evaluation.",Python,5339,511,434 stars today,boy-hack; aigsec; rocie799; zonalalala; y3oZ
5,anthropics/claude-code,https://github.com/anthropics/claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",Python,142298,22817,170 stars today,actions-user; bcherny; claude; ant-kurt; ashwin-ant
6,mukul975/Anthropic-Cybersecurity-Skills,https://github.com/mukul975/Anthropic-Cybersecurity-Skills,"817 structured cybersecurity skills for AI agents · Mapped to 6 frameworks: MITRE ATT&CK, NIST CSF 2.0, MITRE ATLAS, D3FEND, NIST AI RMF & MITRE F3 (Fight Fraud) · agentskills.io standard · Works with Claude Code, GitHub Copilot, Codex CLI, Cursor, Gemini CLI & 20+ platforms · 29 security domains · Apache 2.0",Python,30521,3628,243 stars today,mukul975; valorisa; juliosuas; claude; kevglynn
7,MadsLorentzen/ai-job-search,https://github.com/MadsLorentzen/ai-job-search,"The job search that runs on your machine. AI job application framework built on Claude Code: evaluate postings, tailor CVs, write cover letters, prep interviews. Fork it and own it.",Python,32786,11529,223 stars today,claude; MadsLorentzen; ayobamiseun; oscarbol09; LeoWinston-9596
8,google/adk-samples,https://github.com/google/adk-samples,A collection of sample agents built with Agent Development Kit (ADK),Python,10202,2822,12 stars today,dependabot; happyhuman; eliasecchig; mstyer-google; tommywagz
9,Osmantic/ODS,https://github.com/Osmantic/ODS,"Turn your PC, Mac, or Linux box into an AI server. LLM inference, chat UI, voice, agents, workflows, RAG, and image generation.",Python,4623,694,42 stars today,Lightheartdevs; claude; yasinBursali; gabsprogrammer; SSignall
10,forcedotcom/sf-skills,https://github.com/forcedotcom/sf-skills,"Salesforce's curated collection of agent skills for building applications. Optimized for Agentforce Vibes, compatible with all AI tools.",Python,892,305,44 stars today,svc-idee-bot; hsinghbisht-sfdc; actions-user; jeffdonthemic; k-j-kim
11,vllm-project/vllm,https://github.com/vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,Python,89660,21024,104 stars today,DarkLight1337; WoosukKwon; mgoin; hmellor; njhill
12,jax-ml/jax,https://github.com/jax-ml/jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",Python,36195,3741,6 stars today,Google-ML-Automation; hawkinsp; mattjj; jakevdp
13,Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,"Use Claude Code, Codex, Pi, and OpenCode for free (1.3B+ free tokens) from your terminal, app, IDE, or phone like OpenClaw (voice supported + ToS friendly)",Python,46470,7683,166 stars today,Alishahryar1; cursoragent; dependabot; claude; rishiskhare
14,hao-ai-lab/FastVideo,https://github.com/hao-ai-lab/FastVideo,A unified inference and post-training framework for accelerated video generation.,Python,4022,410,31 stars today,jzhang38; SolitaryThinker; BrianChen1129; alexzms; rlsu9
15,D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,🕷️ An adaptive Web Scraping framework that handles everything from a single request to a full-scale crawl!,Python,75712,7565,163 stars today,D4Vinci; yetval; AbdullahY36; claude; mhillebrand
16,volcengine/OpenViking,https://github.com/volcengine/OpenViking,"Self-evolving Context Database for AI Agents. Unify Agent Memory, Knowledge RAG and Skills.",Python,31665,2424,654 stars today,qin-ctx; claude; zhoujh01; ZaynJarvis; r266-tech
