Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Mentra-Community/MentraOS,https://github.com/Mentra-Community/MentraOS,"MentraOS is the leading smart glasses platform + SDK. Stream your view, transcribe audio, talk to AI and capture photos hands-free on compatible glasses.",C,1925,259,9 stars today,aisraelov; fossephate; nic-olo; isaiahb; CaydenPierce
2,zephyrproject-rtos/zephyr,https://github.com/zephyrproject-rtos/zephyr,"Primary Git Repository for the Zephyr Project. Zephyr is a new generation, scalable, optimized, secure RTOS for multiple hardware architectures.",C,15130,9068,7 stars today,nashif; jukkar; galak; gmarull; cvinayak
3,madler/zlib,https://github.com/madler/zlib,A massively spiffy yet delicately unobtrusive compression library.,C,6839,2752,1 star today,madler; nmoinvaz; Chi-Iroh; DimitriPapadopoulos; jrn
4,wolfSSL/wolfssl,https://github.com/wolfSSL/wolfssl,"The wolfSSL library is a small, fast, portable implementation of TLS/SSL for embedded devices to the cloud. wolfSSL supports up to TLS 1.3 and DTLS 1.3! Update to wolfSSL 5.9.1 for the latest CVE fixes.",C,2813,971,0 stars today,dgarske; toddouska; JacobBarthelmeh; douzzer; SparkiDev
5,DaveGamble/cJSON,https://github.com/DaveGamble/cJSON,Ultralightweight JSON parser in ANSI C,C,12662,3475,6 stars today,FSMaxB; Alanscut; DaveGamble; kbranigan; gatzka
6,OpenVPN/openvpn,https://github.com/OpenVPN/openvpn,OpenVPN is an open source VPN daemon,C,13714,3303,8 stars today,schwabe; flichtenheld; cron2; syzzer; ordex
7,Cisco-Talos/clamav,https://github.com/Cisco-Talos/clamav,ClamAV - Documentation is here: https://docs.clamav.net,C,6575,858,9 stars today,val-ms; Emzi-Noxum; TheRaynMan; recvfrom; steve-morgan
8,cilium/tetragon,https://github.com/cilium/tetragon,eBPF-based Security Observability and Runtime Enforcement,C,4619,534,4 stars today,olsajiri; kkourt; cilium-renovate; mtardy; tixxdz
9,yugabyte/yugabyte-db,https://github.com/yugabyte/yugabyte-db,YugabyteDB - the cloud native distributed SQL database for mission-critical applications.,C,10253,1250,2 stars today,ddhodge; spolitov; aishwarya24; mbautin; jaki
10,xiaojieonly/Ehviewer_CN_SXJ,https://github.com/xiaojieonly/Ehviewer_CN_SXJ,ehviewer，用爱发电，快乐前行,C,23738,616,30 stars today,xiaojieonly; UjuiUjuMandan; wyapx; zhao-ng327; eithwa
11,EpicGamesExt/raddebugger,https://github.com/EpicGamesExt/raddebugger,"A native, user-mode, multi-process, graphical debugger.",C,6870,306,3 stars today,ryanfleury; NikitaSmith057; mmozeiko; NikitaAtEpic; alektron
12,bol-van/zapret,https://github.com/bol-van/zapret,DPI bypass multi platform,C,15150,1043,14 stars today,bol-van; maximilionus; spvkgn; anphsw; chymaboy
13,open62541/open62541,https://github.com/open62541/open62541,Open source implementation of OPC UA (OPC Unified Architecture) aka IEC 62541 licensed under Mozilla Public License v2.0,C,3087,1412,1 star today,jpfr; Stasik0; Pro; ichrispa; andreasebner
14,openssl/openssl,https://github.com/openssl/openssl,General purpose TLS and crypto library,C,30091,11244,5 stars today,levitte; mattcaswell; dot-asm; paulidale; snhenson
15,microsoft/mimalloc,https://github.com/microsoft/mimalloc,mimalloc is a compact general purpose allocator with excellent performance.,C,12761,1089,2 stars today,daanx; devnexen; jserv; res2k; asl
16,nothings/stb,https://github.com/nothings/stb,stb single-file public domain libraries for C/C++,C,33520,8045,9 stars today,nothings; rygorous; BSVino; ocornut; rwhitworth
17,timescale/timescaledb,https://github.com/timescale/timescaledb,A time-series database for high-performance real-time analytics packaged as a Postgres extension,C,22537,1084,7 stars today,svenklemm; erimatnor; cevian; akuzm; mkindahl
18,microsoft/WSL2-Linux-Kernel,https://github.com/microsoft/WSL2-Linux-Kernel,The source for the Linux kernel used in Windows Subsystem for Linux 2 (WSL2),C,10349,1393,1 star today,torvalds; davem330; arndb; broonie; tiwai
19,lvgl/lvgl,https://github.com/lvgl/lvgl,"Embedded graphics library to create beautiful UIs for any MCU, MPU and display type.",C,23414,4144,7 stars today,kisvegabor; embeddedt; FASTSHIFT; github-actions; AndreCostaaa
