Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,niedev/RTranslator,https://github.com/niedev/RTranslator,Open source real-time translation app for Android that runs locally,C++,9965,915,70 stars today,niedev; LucaMartino97; JingziC; Replica0110; starlightjy
2,moonlight-stream/moonlight-qt,https://github.com/moonlight-stream/moonlight-qt,"GameStream client for PCs (Windows, Mac, Linux, and Steam Link)",C++,17144,1074,12 stars today,cgutman; raidancampbell; jorys-paulin; Kaitul; lyubomirv
3,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,110673,18333,179 stars today,ggerganov; ngxson; slaren; JohannesGaessler; CISC
4,rizinorg/cutter,https://github.com/rizinorg/cutter,Free and Open Source Reverse Engineering Platform powered by rizin,C++,18862,1364,25 stars today,thestr4ng3r; xarkes; karliss; ITAYC0HEN; XVilka
5,Vita3K/Vita3K,https://github.com/Vita3K/Vita3K,Experimental PlayStation Vita emulator,C++,5269,518,4 stars today,Zangetsu38; pent0; Macdu; sunho; VelocityRa
6,OrcaSlicer/OrcaSlicer,https://github.com/OrcaSlicer/OrcaSlicer,"G-code generator for 3D printers (Bambu, Prusa, Voron, VzBot, RatRig, Creality, etc.)",C++,14077,2406,32 stars today,SoftFever; Noisyfox; XinZhangBambu; walterwongbbl; zhimin-zeng-bambulab
7,LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,Self-hosted game stream host for Moonlight.,C++,37045,1933,48 stars today,ReenigneArcher; dependabot; cgutman; LizardByte-bot; loki-47-6F-64
8,bambulab/BambuStudio,https://github.com/bambulab/BambuStudio,PC Software for BambuLab and other 3D printers,C++,4483,794,7 stars today,Haidiye00; XunZhangBambu; walterwongbbl; bambu123; zhimin-zeng-bambulab
9,qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,qBittorrent BitTorrent client,C++,37524,4684,33 stars today,Chocobo1; sledgehammer999; glassez; Piccirello; zeule
10,LibreSprite/LibreSprite,https://github.com/LibreSprite/LibreSprite,Animated sprite editor & pixel art tool -- Fork of the last GPLv2 commit of Aseprite,C++,7685,488,11 stars today,dacap; felipemanga; maujin111; Zughy; rautesamtr
11,amnezia-vpn/amnezia-client,https://github.com/amnezia-vpn/amnezia-client,Amnezia VPN Client (Desktop+Mobile),C++,11907,856,15 stars today,pokamest; Nethius; albexk; outspace; vkamn
12,MaaAssistantArknights/MaaAssistantArknights,https://github.com/MaaAssistantArknights/MaaAssistantArknights,"《明日方舟》小助手，全日常一键长草！| A one-click tool for the daily tasks of Arknights, supporting all clients.",C++,21000,2615,42 stars today,MistEO; ABA2396; status102; Constrat; github-actions
13,godotengine/godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,110838,25353,47 stars today,akien-mga; Repiteo; reduz; Calinou; bruvzg
