Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,Kronos: A Foundation Model for the Language of Financial Markets,Python,33117,5652,401 stars today,shiyu-coder; Luciferbobo; CharlesJ-ABu; AnMakc; randyy179
2,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,"A curated list of awesome Claude Skills, resources, and tools for customizing Claude AI workflows",Python,69494,7858,636 stars today,Prat011; sohamganatra; claude; sanjay3290; mellson
3,microsoft/SkillOpt,https://github.com/microsoft/SkillOpt,"SkillOpt is a text-space optimizer that trains reusable natural-language skills for frozen LLM agents through trajectory-driven edits, validation-gated updates, and deployable best_skill.md artifacts.",Python,14779,1359,337 stars today,Yif-Yang; claude; carpedkm; Lliar-liar; Cuzyoung
4,slavakurilyak/awesome-ai-agents,https://github.com/slavakurilyak/awesome-ai-agents,Awesome list of 300+ agentic AI resources,Python,2045,495,53 stars today,slavakurilyak; claude; Nurgo
5,oraios/serena,https://github.com/oraios/serena,"A powerful MCP toolkit for coding, providing semantic retrieval and editing capabilities - the IDE for your agent",Python,26811,1776,75 stars today,opcode81; MischaPanch; claude; mdbenito; dsyme
6,skypilot-org/skypilot,https://github.com/skypilot-org/skypilot,"The AI Compute Platform for frontier teams. SkyPilot turns fragmented AI compute into one AI supercomputer, so frontier AI teams build custom intelligence faster.",Python,10371,1150,13 stars today,Michaelvll; concretevitamin; romilbhardwaj; claude; cblmemo
7,raullenchai/Rapid-MLX,https://github.com/raullenchai/Rapid-MLX,"The fastest local AI engine for Apple Silicon. 4.2x faster than Ollama, 0.08s cached TTFT, 100% tool calling. 17 tool parsers, prompt cache, reasoning separation, cloud routing. Drop-in OpenAI replacement. Works with Claude Code, Cursor, Aider.",Python,3368,395,18 stars today,raullenchai; claude; waybarrios; janhilgard; masonjames
8,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,42874,7160,802 stars today,rohitg00; github-actions; abhinav-m22; thereisnotime; pzy0006
9,vnpy/vnpy,https://github.com/vnpy/vnpy,基于Python的开源量化交易平台开发框架,Python,43811,12234,129 stars today,vnpy; 1122455801; noranhe; nanoric; chenxy123
10,bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",Python,83350,19903,31 stars today,surister; austinsonger; bregman-arie; knoxknot; djeada
11,AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,"AI Agent Assistant & development framework that integrates lots of IM platforms, LLMs, plugins and AI feature, and can be your openclaw alternative. ✨",Python,37938,2679,192 stars today,Soulter; Raven95676; RC-CHN; zouyonghe; LIghtJUNction
