Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,cloudflare/security-audit-skill,https://github.com/cloudflare/security-audit-skill,"A coding-agent skill for multi-phase security audits with independently verified, machine-readable findings",JavaScript,13965,750,"3,006 stars today",literally-dan; CooperSheroy; kennysarnoski-jarvis
2,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,262146,39225,958 stars today,affaan-m; haelyra; claude; dependabot; pangerlkr
3,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,96460,10199,675 stars today,addyosmani; nucliweb; federicobartoli; claude; HMAKT99
4,tradesdontlie/tradingview-mcp,https://github.com/tradesdontlie/tradingview-mcp,AI-assisted TradingView chart analysis — connect Claude Code to your TradingView Desktop for personal workflow automation,JavaScript,6492,2717,79 stars today,tradesdontlie; claude; xxhanselxx-sudo; jawadtazi-dot; wowkin2
5,WorldFlowAI/everything-claude-code,https://github.com/WorldFlowAI/everything-claude-code,"Claude Code toolkit - agents, commands, skills, rules, and hooks for productive AI-assisted development",JavaScript,3218,502,89 stars today,affaan-m; gzb1128; claude; zbennett10; zerx-lab
6,JoeanAmier/TikTokDownloader,https://github.com/JoeanAmier/TikTokDownloader,抖音 / TikTok 平台作品下载/数据采集工具,JavaScript,16105,2747,58 stars today,JoeanAmier; dependabot; claude; yjagh; Johnserf-Seed
7,louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,A fancy self-hosted monitoring tool,JavaScript,91544,8440,61 stars today,louislam; CommanderStorm; chakflying; Saibamen; Computroniks
8,microsoft/power-platform-skills,https://github.com/microsoft/power-platform-skills,"A plugin marketplace for Claude Code/GitHub Copilot that provides Power Platform development plugins, including reusable skills, agents, and commands for building and deploying solutions.",JavaScript,895,182,11 stars today,priyanshu92; claude; Copilot; Copilot; akshaymaloo
9,advplyr/audiobookshelf,https://github.com/advplyr/audiobookshelf,Self-hosted audiobook and podcast server,JavaScript,14378,1171,13 stars today,advplyr; mikiher; nichwall; Vito0912; springsunx
10,laoma2053/awesome-zhuiju-free,https://github.com/laoma2053/awesome-zhuiju-free,免费无广告的追剧资源指南，人工精选资源、每天检测资源有效性。收录在线影视、影视APP、网盘搜索、磁力BT、字幕、TVBox / 影视仓空壳软件/配置地址、IPTV直播源、会员拼团、影视相关开源项目。开源，社区共同维护。,JavaScript,8896,564,158 stars today,github-actions; laoma2053
11,jarrodwatts/claude-hud,https://github.com/jarrodwatts/claude-hud,"A Claude Code plugin that shows what's happening - context usage, active tools, running agents, and todo progress",JavaScript,28049,1302,43 stars today,jarrodwatts; github-actions; claude; dependabot; UnpxreTW
12,fleetbase/fleetbase,https://github.com/fleetbase/fleetbase,Modular logistics and supply chain operating system (LSOS),JavaScript,3721,1008,92 stars today,roncodes; shivthakker; claude; ekini; TemuulenBM
13,prettier/prettier,https://github.com/prettier/prettier,Prettier is an opinionated code formatter.,JavaScript,52279,5004,37 stars today,fisker; dependabot; renovate; vjeux; sosukesuzuki
14,juliangarnier/anime,https://github.com/juliangarnier/anime,JavaScript animation engine,JavaScript,72904,4928,29 stars today,juliangarnier; kn0wn; Maximilianos; lukeed; fljot
15,WebKit/WebKit,https://github.com/WebKit/WebKit,"Home of the WebKit project, the browser engine used by Safari, Mail, App Store and many other applications on macOS, iOS and Linux.",JavaScript,10162,2185,27 stars today,cdumez; eseidel; alanbaradlay; rniwa; webkit-commit-queue
16,h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,"A professional front-end template for building fast, robust, and adaptable web apps or sites.",JavaScript,57631,12254,3 stars today,dependabot; paulirish; roblarsen; coliff; necolas
17,huggingface/transformers.js,https://github.com/huggingface/transformers.js,"State-of-the-art Machine Learning for the web. Run 🤗 Transformers directly in your browser, with no need for a server!",JavaScript,16302,1192,3 stars today,xenova; nico-martin; kungfooman; chelouche9; dependabot
18,decolua/9router,https://github.com/decolua/9router,"Unlimited FREE AI coding. Connect Claude Code, Codex, Cursor, Cline, Copilot, Antigravity to FREE Claude/GPT/Gemini via 40+ providers. Auto-fallback, RTK -40% tokens, never hit limits.",JavaScript,29292,5432,154 stars today,cursoragent; decolua; claude; anuragg-saxenaa; Jordannst
19,hmjz100/LinkSwift,https://github.com/hmjz100/LinkSwift,一个基于 JavaScript 的网盘文件下载地址获取工具。基于【网盘直链下载助手】修改 ，支持 百度网盘 / 阿里云盘 / 中国移动云盘 / 天翼云盘 / 迅雷云盘 / 夸克网盘 / UC网盘 / 123云盘 八大网盘,JavaScript,20574,1242,27 stars today,hmjz100; MisaLiu; Night-stars-1; DeepslateQAQ; bilili-syy
