Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,21198,3379,311 stars today,coreyhaines31; claude; Jiliac; bensabic; CoopahG
2,ComposioHQ/awesome-claude-plugins,https://github.com/ComposioHQ/awesome-claude-plugins,"A curated list of Plugins that let you extend Claude Code with custom commands, agents, hooks, and MCP servers through the plugin system.",JavaScript,1345,291,40 stars today,Prat011; sujayjayjay; claude; yaniv-golan; mksglu
3,Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,The all-in-one AI productivity accelerator. On device and privacy first with no annoying setup or configuration.,JavaScript,58332,6313,80 stars today,timothycarambat; shatfield4; angelplusultra; KPCOFGS; 17ColinMiPerry
4,gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,"A light-weight and powerful meta-prompting, context engineering and spec-driven development system for Claude Code by TÂCHES.",JavaScript,53042,4437,965 stars today,glittercowboy; claude; trek-e; Tibsfox; davesienkowski
5,datawhalechina/easy-vibe,https://github.com/datawhalechina/easy-vibe,💻 vibe coding 2026 | Your first modern programming course for beginners to master step by step.,JavaScript,5717,555,115 stars today,sanbuphy; claude; GeoDaoyu; 1985312383; SherryTECNU
6,NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。,JavaScript,43792,5336,8 stars today,NaiboWang; dependabot; touero; yan-xiaoo; zhyim0712
7,Unitech/pm2,https://github.com/Unitech/pm2,Node.js Production Process Manager with a built-in Load Balancer.,JavaScript,43065,2709,10 stars today,Unitech; jshkurti; vmarchaud; wallet77; soyuka
8,songquanpeng/one-api,https://github.com/songquanpeng/one-api,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI.",JavaScript,31972,6092,57 stars today,songquanpeng; mrhaoji; Laisky; igophper; quzard
9,jo-inc/camofox-browser,https://github.com/jo-inc/camofox-browser,Headless browser automation server for AI agents to visit sites that are usually blocked,JavaScript,2373,228,136 stars today,skyfallsin; Microck; mihado; imtylervo; BuffMcBigHuge
10,cv-cat/Spider_XHS,https://github.com/cv-cat/Spider_XHS,小红书爬虫数据采集，小红书全域运营解决方案,JavaScript,5194,938,45 stars today,cv-cat; liang-AIGC; wwzxp; ylw1997; juore
11,antvis/chart-visualization-skills,https://github.com/antvis/chart-visualization-skills,⛏️ Turning data into a visual language for better thinking with Skills.,JavaScript,150,9,33 stars today,Copilot; hustcc; lxfu1; Alexzjt; google-labs-jules
12,Stremio/stremio-web,https://github.com/Stremio/stremio-web,Stremio - Freedom to Stream,JavaScript,10586,1149,4 stars today,nklhtv; tymmesyde; kKaskak; swetlasg; Botsy
