Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,"A light-weight and powerful meta-prompting, context engineering and spec-driven development system for Claude Code by TÂCHES.",JavaScript,53595,4495,618 stars today,glittercowboy; claude; trek-e; Tibsfox; davesienkowski
2,ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,"ToolJet is the open-source foundation of ToolJet AI - the enterprise app generation platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",JavaScript,37742,5008,10 stars today,Navaneeth-pk; adishM98; arpitnath; akshaysasidrn; johnsoncherian
3,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,21428,3417,255 stars today,coreyhaines31; claude; Jiliac; bensabic; CoopahG
4,hotheadhacker/no-as-a-service,https://github.com/hotheadhacker/no-as-a-service,"No-as-a-Service (NaaS) is a simple API that returns a random rejection reason. Use it when you need a realistic excuse, a fun “no,” or want to simulate being turned down in style.",JavaScript,6910,423,228 stars today,hotheadhacker; matholamew; Fordi; pro100svitlo; clafoutis42
5,jo-inc/camofox-browser,https://github.com/jo-inc/camofox-browser,Headless browser automation server for AI agents to visit sites that are usually blocked,JavaScript,2585,248,354 stars today,skyfallsin; Microck; mihado; imtylervo; BuffMcBigHuge
6,datawhalechina/easy-vibe,https://github.com/datawhalechina/easy-vibe,💻 vibe coding 2026 | Your first modern programming course for beginners to master step by step.,JavaScript,5794,563,88 stars today,sanbuphy; claude; GeoDaoyu; 1985312383; SherryTECNU
7,cv-cat/Spider_XHS,https://github.com/cv-cat/Spider_XHS,小红书爬虫数据采集，小红书全域运营解决方案,JavaScript,5232,944,37 stars today,cv-cat; liang-AIGC; wwzxp; ylw1997; juore
8,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,157573,24470,"1,415 stars today",affaan-m; claude; pangerlkr; greptile-apps; Copilot
9,koodo-reader/koodo-reader,https://github.com/koodo-reader/koodo-reader,"A modern ebook manager and reader with sync and backup capacities for Windows, macOS, Linux, Android, iOS and Web",JavaScript,26586,1969,25 stars today,troyeguo; nofalbriansah; hacketiwack; thefoqs; Kazevic
10,projectdiscovery/nuclei-templates,https://github.com/projectdiscovery/nuclei-templates,Community curated list of templates for the nuclei engine to find security vulnerabilities.,JavaScript,12173,3433,5 stars today,actions-user; DhiyaneshGeek; princechaddha; ritikchaddha; ehsandeep
11,marktext/marktext,https://github.com/marktext/marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",JavaScript,55254,4112,34 stars today,Jocs; fxha; notAlaanor; mdogadailo; MrHeer
