Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,74021,11828,44 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
2,google/flatbuffers,https://github.com/google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library,C++,26092,3590,5 stars today,dbaileychess; aardappel; vglavnyy; rw; mustiikhalil
3,esphome/esphome,https://github.com/esphome/esphome,"ESPHome is a system to control your ESP32, ESP8266, BK72xx, RP2040 by simple yet powerful configuration files and control them remotely through Home Automation systems.",C++,11290,5382,16 stars today,jesserockz; bdraco; OttoWinter; swoboda1337; dependabot
4,mhogomchungu/media-downloader,https://github.com/mhogomchungu/media-downloader,"Media Downloader is a Qt/C++ front end to yt-dlp, youtube-dl, gallery-dl, lux, you-get, svtplay-dl, aria2c, wget and safari books..",C++,4700,318,60 stars today,mhogomchungu; bovirus; darkshram; wvxwxvw; Kicer86
5,geo-tp/ESP32-Bit-Pirate,https://github.com/geo-tp/ESP32-Bit-Pirate,A Hardware Hacking Tool with Web-Based CLI That Speaks Every Protocol,C++,4009,321,51 stars today,geo-tp; AndreiVladescu; fdufnews; yashikada; AmorFati-coder
6,fmrico/book_ros2,https://github.com/fmrico/book_ros2,Pas de description,C++,781,152,4 stars today,fmrico; Juancams; nrasulnrasul
7,official-stockfish/Stockfish,https://github.com/official-stockfish/Stockfish,A free and strong UCI chess engine,C++,15898,2922,8 stars today,mcostalba; vondele; FauziAkram; snicolet; Vizvezdenec
8,OrcaSlicer/OrcaSlicer,https://github.com/OrcaSlicer/OrcaSlicer,"G-code generator for 3D printers (Bambu, Prusa, Voron, VzBot, RatRig, Creality, etc.)",C++,14749,2661,23 stars today,SoftFever; Noisyfox; XinZhangBambu; walterwongbbl; zhimin-zeng-bambulab
9,meshtastic/firmware,https://github.com/meshtastic/firmware,"The official firmware for Meshtastic, an open-source, off-grid mesh communication system.",C++,7789,2463,3 stars today,thebentern; geeksville; caveman99; mc-hamster; jp-bennett
10,ClassicOldSong/Apollo,https://github.com/ClassicOldSong/Apollo,Sunshine fork - The easiest way to stream with the native resolution of your client device,C++,9924,338,14 stars today,ReenigneArcher; cgutman; ClassicOldSong; dependabot; loki-47-6F-64
11,microsoft/WSL,https://github.com/microsoft/WSL,Windows Subsystem for Linux,C++,32787,1759,17 stars today,OneBlue; benhillis; Copilot; 49081; craigloewen-msft
12,shadps4-emu/shadPS4,https://github.com/shadps4-emu/shadPS4,"PlayStation 4 emulator for Windows, Linux, macOS and FreeBSD written in C++",C++,31432,2226,12 stars today,georgemoralis; squidbus; raphaelthegreat; psucien; StevenMiller123
13,godotengine/godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,112890,25725,54 stars today,akien-mga; Repiteo; reduz; Calinou; bruvzg
14,Neargye/magic_enum,https://github.com/Neargye/magic_enum,"Static reflection for enums (to string, from string, iteration) for modern C++, work with any enum type without any macro or boilerplate code",C++,6112,559,2 stars today,Neargye; dependabot; schaumb; zaucy; alexkaratarakis
15,cloudflare/workerd,https://github.com/cloudflare/workerd,The JavaScript / Wasm runtime that powers Cloudflare Workers,C++,8341,657,6 stars today,jasnell; kentonv; anonrig; fhanau; dom96
16,JRickey/BattleShip,https://github.com/JRickey/BattleShip,"A smashin' port for PC, Mac, and Linux!",C++,324,27,6 stars today,JRickey; claude; the-outcaster; TechnicallyComputers; Mickemoose
17,wolfpld/tracy,https://github.com/wolfpld/tracy,Frame profiler,C++,16184,1097,5 stars today,wolfpld; slomp; Lectem; mcourteaux; claude
18,facebookresearch/faiss,https://github.com/facebookresearch/faiss,A library for efficient similarity search and clustering of dense vectors.,C++,40368,4431,11 stars today,facebook-github-bot; mdouze; meta-codesync; algoriddle; beauby
