Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,123835,21679,154 stars today,ggerganov; ngxson; CISC; slaren; JohannesGaessler
2,microsoft/BitNet,https://github.com/microsoft/BitNet,Official inference framework for 1-bit LLMs,C++,40077,3695,16 stars today,potassiummmm; tsong-ms; younesbelkada; isHuangXin; XsquirrelC
3,FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,"Official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler.",C++,32832,5883,26 stars today,wwmayer; yorikvanhavre; chennes; berndhahnebach; WandererFan
4,openxla/xla,https://github.com/openxla/xla,"A machine learning compiler for GPUs, CPUs, and ML accelerators",C++,4466,893,4 stars today,tensorflower-gardener; Google-ML-Automation; ezhulenev; akuegel; hawkinsp
5,tnodir/fort,https://github.com/tnodir/fort,Fort Firewall for Windows,C++,3494,239,16 stars today,tnodir; coolvitto; taozhiyu; dashke; BeckyDTP
6,zeux/meshoptimizer,https://github.com/zeux/meshoptimizer,Mesh optimization library that makes meshes smaller and faster to render,C++,8213,739,5 stars today,zeux; mosra; corporateshark; dtrebilco; l0calh05t
7,ROCm/FastFlowLM,https://github.com/ROCm/FastFlowLM,Run LLMs on AMD Ryzen™ AI NPUs in minutes. Just like Ollama - but purpose-built and deeply optimized for the AMD NPUs.,C++,1733,138,8 stars today,ZaneNi; twflm; zaneni6; superm1; joeldushouyu
8,kvcache-ai/Mooncake,https://github.com/kvcache-ai/Mooncake,"Mooncake is the serving platform for Kimi, a leading LLM service provided by Moonshot AI.",C++,6273,1080,18 stars today,stmatengss; alogfans; claude; xiaguan; UNIDY2002
9,microsoft/intelligent-terminal,https://github.com/microsoft/intelligent-terminal,"A fork of Windows Terminal with native agent integration, right in your command line.",C++,1739,135,14 stars today,vanzue; DDKinger; yeelam-gordon; Copilot; PankajBhojwani
10,react/react-native,https://github.com/react/react-native,A framework for building native applications using React,C++,126341,25218,10 stars today,reactjs-bot; mdvacca; shergin; cortinico; javache
11,ggml-org/ggml,https://github.com/ggml-org/ggml,Tensor library for machine learning,C++,15163,1776,6 stars today,ggerganov; jeffbolznv; JohannesGaessler; slaren; 0cc4m
12,NVIDIA-AI-Blueprints/video-search-and-summarization,https://github.com/NVIDIA-AI-Blueprints/video-search-and-summarization,"NVIDIA AI Blueprint for video search and summarization (VSS) is a GPU-accelerated reference architecture for building video analytics agents with real-time verified alerts, visual Q&A, and automated reporting. The VSS Blueprint uses vision language models (VLMs) such as NVIDIA Cosmos, LLMs such as NVIDIA Nemotron, RAG, and NVIDIA NIMs.",C++,1799,371,3 stars today,zac-wang-nv; claude; svc-nvskills-signing; hugoverjus; kaushikc-nvidia
13,NVIDIA/cccl,https://github.com/NVIDIA/cccl,CUDA Core Compute Libraries,C++,2468,461,4 stars today,miscco; bernhardmgruber; alliepiper; davebayer; jrhemstad
14,cactus-compute/cactus,https://github.com/cactus-compute/cactus,"Quantization, kernels, runtime and inference engine for mobiles, wearables, smart home and robots.",C++,5738,470,22 stars today,HenryNdubuaku; rshemet; ParkiratS; github-actions; jakmro
15,google-ai-edge/LiteRT,https://github.com/google-ai-edge/LiteRT,"LiteRT, successor to TensorFlow Lite. is Google's On-device framework for high-performance ML & GenAI deployment on edge platforms, via efficient conversion, runtime, and optimization",C++,3301,419,7 stars today,ai-edge-bot; terryheo; LukeBoyer; YunanAZ; copybara-github
16,ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,ClickHouse® is a real-time analytics database management system,C++,49232,8787,35 stars today,alexey-milovidov; claude; alesapin; KochetovNicolai; azat
17,ApolloAuto/apollo,https://github.com/ApolloAuto/apollo,An open autonomous driving platform,C++,26795,9957,4 stars today,xiaoxq; lianglia-apollo; storypku; jmtao; kechxu
18,mnh-jansson/open-battery-information,https://github.com/mnh-jansson/open-battery-information,Pas de description,C++,1646,260,10 stars today,mnh-jansson; claude; JackMcKew; spidero; andy778
19,NVIDIA/cutlass,https://github.com/NVIDIA/cutlass,CUDA Templates and Python DSLs for High-Performance Linear Algebra,C++,10246,2008,4 stars today,hwu36; kerrmudgeon; Junkai-Wu; fengxie; ANIKET-SHIVAM
