Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,HakanSeven12/OpenCADStudio,https://github.com/HakanSeven12/OpenCADStudio,"A CAD application built with Rust — 2D/3D drawing, DWG/DXF support, and GPU-accelerated rendering",Rust,1241,137,55 stars today,HakanSeven12; claude; ramox81; KarimJerbi; gianlucafiore
2,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,122598,18838,319 stars today,jif-oai; bolinfest; etraut-openai; aibrahim-oai; pakrym-oai
3,mixelpixx/Konnect,https://github.com/mixelpixx/Konnect,"AI-assisted PCB design for KiCAD 10. Native KiCAD plugin — a single Rust binary exposing 217 schematic, layout, routing, placement, design-review, and manufacturing tools to Claude, or the LLM of your choosing",Rust,560,83,39 stars today,mixelpixx; claude; neusse; gcolonese; dubesinhower
4,huggingface/funes,https://github.com/huggingface/funes,"Durable, searchable memory of your past agent sessions.",Rust,328,23,67 stars today,dacorvo; claude; github-actions; dependabot; austintraver
5,nautechsystems/nautilus_trader,https://github.com/nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,Rust,28678,3744,62 stars today,cjdsellers; limx0; filipmacek; faysou; davidsblom
6,Pumpkin-MC/Pumpkin,https://github.com/Pumpkin-MC/Pumpkin,Empowering everyone to host fast and efficient Minecraft servers.,Rust,11161,793,23 stars today,Snowiiii; kralverde; Bryntet; lukas0008; RoosterBooster007
7,vllm-project/agentic-api,https://github.com/vllm-project/agentic-api,Stateful API logic for agentic applications using vLLM,Rust,235,62,19 stars today,franciscojavierarceo; claude; maralbahari; ashwing; leseb
8,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,92842,12319,109 stars today,ruvnet; claude; proffesor-for-testing; dependabot; github-actions
9,rust-lang/rustlings,https://github.com/rust-lang/rustlings,🦀 Small exercises to get you used to reading and writing Rust code!,Rust,64106,11258,29 stars today,mo8it; manyinsects; allcontributors; carols10cents; bors
10,rustfs/rustfs,https://github.com/rustfs/rustfs,"🚀2.3x faster than MinIO for 4KB object payloads. RustFS is an open-source, S3-compatible high-performance object storage system supporting migration and coexistence with other S3-compatible platforms such as MinIO and Ceph.",Rust,31870,1428,36 stars today,overtrue; houseme; heihutu; weisd; cxymds
11,ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,A smarter cd command. Supports all major shells.,Rust,39285,893,59 stars today,ajeetdsouza; dependabot; cole-h; alin23; sitiom
12,lencx/ChatGPT,https://github.com/lencx/ChatGPT,"❄️ ChatGPT Desktop Application (Mac, Windows and Linux)",Rust,54496,6139,10 stars today,lencx; tk103331; yixinBC; asheroto; djdarcy
13,lostb1t/remux,https://github.com/lostb1t/remux,self-hosted media server with a Jellyfin-compatible API,Rust,479,54,12 stars today,lostb1t; semantic-release-bot; veenix; sean-wils; github-actions
14,quickwit-oss/quickwit,https://github.com/quickwit-oss/quickwit,Cloud-native OSS search engine for observability,Rust,11591,592,9 stars today,guilload; fulmicoton; fmassot; dependabot; PSeitz
15,microsoft/mxc,https://github.com/microsoft/mxc,"Policy-driven, layered isolation and containment",Rust,1307,73,5 stars today,Copilot; MGudgin; SohamDas2021; bbonaby; richiemsft
