Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,tt-a1i/archify,https://github.com/tt-a1i/archify,"Agent skill for beautiful, verifiable architecture, workflow, sequence, data-flow, and lifecycle diagrams—self-contained HTML with motion and crisp export.",JavaScript,31491,1955,"3,902 stars today",tt-a1i; sunsunsun-java; YunyueLi; cursoragent; claude
2,bilawalsidhu/gods-eye-view,https://github.com/bilawalsidhu/gods-eye-view,"A spy satellite simulator in your browser, except the data is real. Live open source spatial intelligence on a photorealistic 3D globe.",JavaScript,12774,2526,"1,855 stars today",bilawalsidhu; claude
3,bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,</> htmx - high power tools for HTML,JavaScript,49146,1640,32 stars today,1cg; bencroker; benpate; alexpetros; Telroshan
4,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,90766,9711,196 stars today,addyosmani; nucliweb; federicobartoli; claude; Liyuk
5,conorbronsdon/avoid-ai-writing,https://github.com/conorbronsdon/avoid-ai-writing,"Skill that audits and rewrites content to remove AI writing patterns. Use it with your favorite agents including Claude Code, OpenClaw, Codex, and Hermes.",JavaScript,3791,329,179 stars today,conorbronsdon; claude; augustasas; mbhall88; wilu222
6,chuspeeism/dashi-ppt-skill,https://github.com/chuspeeism/dashi-ppt-skill,"An AI-agent skill that generates browser-editable presentations from multiple visual themes, exportable to HTML, PDF, and PPTX.",JavaScript,6844,646,98 stars today,jadon7; claude; chuspeeism
7,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Makes your AI agent think like the laziest senior dev in the room. The best code is the code you never wrote.,JavaScript,116475,6361,"1,167 stars today",DietrichGebert; claude; Lakshya77089; ousamabenyounes; dhedhialy
8,Stremio/stremio-web,https://github.com/Stremio/stremio-web,Stremio - Freedom to Stream,JavaScript,12913,1485,50 stars today,kKaskak; tymmesyde; nklhtv; swetlasg; Botsy
9,rabbitmq/rabbitmq-server,https://github.com/rabbitmq/rabbitmq-server,Open source RabbitMQ: core server and tier 1 (built-in) plugins,JavaScript,13822,4019,2 stars today,michaelklishin; dumbbell; rade; hairyhum; kjnilsson
10,asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,"Extracted system prompts from Anthropic - Claude Fable 5, Opus 5, Claude Design, Claude Code. OpenAI - ChatGPT GPT-5.6-Sol, Codex. Google - Gemini 3.5 Flash, 3.1 Pro, Antigravity. xAI - Grok, Cursor, Copilot, VS Code, Perplexity, and more. Updated regularly.",JavaScript,63807,10465,46 stars today,asgeirtj; claude; awrreny; anonymous619259; lcebot
11,OpenWhispr/openwhispr,https://github.com/OpenWhispr/openwhispr,Voice-to-text dictation app with local (Nvidia Parakeet/Whisper) and cloud models (BYOK). Privacy-first and available cross-platform.,JavaScript,5844,819,21 stars today,gabrielste1n; Chadpiha; xAlcahest; claude; hsusul
12,qeeqbox/social-analyzer,https://github.com/qeeqbox/social-analyzer,"API, CLI, and Web App for analyzing and finding a person's profile in 1000 social media \ websites",JavaScript,23888,2299,16 stars today,giga-a; qb-auto; SethFalco; dependabot; supersourlemons
13,atlassian/atlassian-mcp-server,https://github.com/atlassian/atlassian-mcp-server,"Official remote MCP server for Atlassian. Securely connect Jira, Confluence, Jira Service Management, Bitbucket, and Compass to Claude, ChatGPT, Cursor, VS Code, and other AI tools using OAuth 2.1 or API tokens.",JavaScript,1002,127,2 stars today,lsosa1; jatinkrmalik; pnguyen-atlassian; iosamaatlassian; ekahinga
14,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,244314,36938,235 stars today,affaan-m; haelyra; claude; pangerlkr; dependabot
15,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",JavaScript,92596,8146,93 stars today,thedotmack; claude; Copilot; rodboev; ousamabenyounes
