Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,cloudflare/quiche,https://github.com/cloudflare/quiche,🥧 Savoury implementation of the QUIC transport protocol and HTTP/3,Rust,12140,1123,242 stars today,ghedo; github-actions; traviscibot; LPardue; antoniovicente
2,xai-org/x-algorithm,https://github.com/xai-org/x-algorithm,Algorithm powering the For You feed on X,Rust,33306,5407,29 stars today,claude; joshs1017dev; x-open-source
3,apache/datafusion,https://github.com/apache/datafusion,Apache DataFusion SQL Query Engine,Rust,9336,2422,5 stars today,alamb; dependabot; andygrove; kou; comphead
4,CapSoftware/Cap,https://github.com/CapSoftware/Cap,"Open source Loom alternative. Beautiful, shareable screen recordings.",Rust,22580,1941,112 stars today,richiemcilroy; Brendonovich; ameer2468; ItsEeleeya; cursoragent
5,rui314/mold,https://github.com/rui314/mold,mold 🦠: A Modern Linker in Rust 🦀,Rust,17203,560,43 stars today,rui314; claude; ishitatsuyuki; sicherha; marxin
6,pandorafuture/wx-cli,https://github.com/pandorafuture/wx-cli,WeChat macOS database decryption and query tool,Rust,807,410,23 stars today,pandorafuture; dependabot
7,yynxxxxx/Codex-X,https://github.com/yynxxxxx/Codex-X,OpenAI Codex 桌面端/CLI 的可视化管理工具，具有Provider/API 切换、会话同步、提示词注入、Skills/MCP 管理、TOML 配置可视化的跨平台工具。,Rust,3563,456,210 stars today,yynxxxxx; muzimu
8,HelixDB/helix-db,https://github.com/HelixDB/helix-db,HelixDB is an OLTP graph database with native vector and full-text search built in Rust on Object Storage.,Rust,5968,360,14 stars today,xav-db; lukasnxyz; matthewsanetra; RaphaelDarley; ambikeesshh
9,atuinsh/atuin,https://github.com/atuinsh/atuin,✨ Making your shell magical,Rust,31767,971,44 stars today,ellie; dependabot; markovejnovic; BinaryMuse; github-actions
10,jely2002/youtube-dl-gui,https://github.com/jely2002/youtube-dl-gui,Open Video Downloader - A cross-platform GUI for youtube-dl made in Rust with Tauri and Vue + Typescript.,Rust,9261,660,10 stars today,jely2002; dependabot; bovirus; independent-arg; atsushi2965
11,yyjeqhc/webcodex,https://github.com/yyjeqhc/webcodex,Give cloud AI agents a real development environment on your own machines.,Rust,1531,194,99 stars today,yyjeqhc; claude; franksong2702; ITSGJY; syhyz1990
12,cloudflare/pingora,https://github.com/cloudflare/pingora,"A library for building fast, reliable and evolvable network services.",Rust,27494,1753,20 stars today,drcaramelsyrup; eaufavor; andrewhavck; johnhurt; gumpt
13,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,Solution for long term memory for agent coding CLIs and to facilitate handoff between different agent vendors,Rust,7357,507,114 stars today,akitaonrails; claude; djalmajr; samirhvbr; wblech
14,smol-machines/smolvm,https://github.com/smol-machines/smolvm,"An embeddable, portable, branchable virtual machine to safely run Agents locally.",Rust,6198,297,45 stars today,BinSquare; phooq; NickyHeC; Bnjoroge1; flaneur2020
15,rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,A curated list of Rust code and resources.,Rust,59466,3628,22 stars today,palfrey; luciusmagn; kud1ing; suradet-ps; operagxoksana
16,dmtrKovalenko/fff,https://github.com/dmtrKovalenko/fff,"The fastest and the most accurate file search SDK for AI agents, Neovim, Rust, C, Python, Bun and NodeJS",Rust,10787,448,20 stars today,dmtrKovalenko; gustav-fff; github-actions; kevin9327; sQVe
17,lahfir/agent-desktop,https://github.com/lahfir/agent-desktop,"Agent Desktop gives any agent reliable computer use on the desktop. Built with Rust, it sees any app's real UI structure through OS accessibility trees and operates it — refs stay stable and actions stay safe to retry, instead of guessing from pixels.",Rust,1347,88,43 stars today,lahfir; github-actions; detail-app; dependabot; cursoragent
18,EpicGames/lore,https://github.com/EpicGames/lore,"Lore is a next-generation, open source version control system",Rust,8708,434,26 stars today,mjansson; peter-lockhart-pub; ayyyee; hmuurine; ajcarberry
19,typst/typst,https://github.com/typst/typst,A markup-based typesetting system that is powerful and easy to learn.,Rust,56148,1719,25 stars today,laurmaedje; reknih; saecki; MDLC01; mkorje
20,eval-exec/neomacs,https://github.com/eval-exec/neomacs,"NEO Emacs (WIP): GPU powered Emacs written in Rust with a modern display engine. Aiming for modern design & multi-threaded Elisp, 10x performance, zero-pause concurrent GC and 100% Emacs compatibility.",Rust,1423,51,67 stars today,eval-exec; dependabot; tag-und-nacht; Copilot; kiennq
21,zeroclaw-labs/zeroclaw,https://github.com/zeroclaw-labs/zeroclaw,"Fast, small, and fully autonomous AI personal assistant infrastructure, any OS, any platform — deploy anywhere, swap anything 🦀",Rust,32846,4954,11 stars today,github-actions; theonlyhennygod; Audacity88; claude; chumyin
22,Pumpkin-MC/Pumpkin,https://github.com/Pumpkin-MC/Pumpkin,Empowering everyone to host fast and efficient Minecraft servers,Rust,11302,815,6 stars today,Snowiiii; kralverde; Bryntet; lukas0008; RoosterBooster007
