Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,jo-inc/camofox-browser,https://github.com/jo-inc/camofox-browser,"Stealth headless browser for AI agents — bypass Cloudflare, bot detection, and anti-scraping. Drop-in Puppeteer/Playwright replacement.",JavaScript,9838,1026,135 stars today,skyfallsin; mvanhorn; epicsagas; leoneparise; claude
2,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,252979,37942,"1,897 stars today",affaan-m; haelyra; claude; dependabot; pangerlkr
3,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,48224,7446,580 stars today,coreyhaines31; claude; njcameron; Jiliac; basseko
4,Stremio/stremio-web,https://github.com/Stremio/stremio-web,Stremio - Freedom to Stream,JavaScript,13679,1551,289 stars today,kKaskak; tymmesyde; nklhtv; swetlasg; Botsy
5,mekos2772/ios-location-spoofer,https://github.com/mekos2772/ios-location-spoofer,Standalone iOS app to spoof GPS location without jailbreak. Includes Shadowrocket/Surge/Loon/QX/Stash module.,JavaScript,3865,726,22 stars today,mekos2772; claude; ppanphper; cursoragent; mahdi-salmanzade
6,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Makes your AI agent think like the laziest senior dev in the room. The best code is the code you never wrote.,JavaScript,131134,7025,"1,737 stars today",DietrichGebert; claude; Lakshya77089; ousamabenyounes; dhedhialy
7,openai/codex-plugin-cc,https://github.com/openai/codex-plugin-cc,Use Codex from Claude Code to review code or delegate tasks.,JavaScript,32893,2294,37 stars today,dkundel-openai; VOIDXAI; claude; xiaolai; zeta987
8,spicetify/cli,https://github.com/spicetify/cli,"Command-line tool to customize Spotify client. Supports Windows, macOS, and Linux.",JavaScript,24432,927,22 stars today,khanhas; rxri; kyrie25; SunsetTechuila; dependabot
9,WorldFlowAI/everything-claude-code,https://github.com/WorldFlowAI/everything-claude-code,"Claude Code toolkit - agents, commands, skills, rules, and hooks for productive AI-assisted development",JavaScript,2626,387,69 stars today,affaan-m; gzb1128; claude; zbennett10; zerx-lab
10,nasa-gibs/worldview,https://github.com/nasa-gibs/worldview,"Interactive interface for browsing global, full-resolution satellite imagery",JavaScript,1844,350,38 stars today,mike-mcgann; Benjaki2; ZachTRice; jasontk19; edplato
11,FB208/OpenBidKit_Yibiao,https://github.com/FB208/OpenBidKit_Yibiao,开箱即用的AI标书编写工具，标书AI生成工具，投标工具箱、知识库、标书查重、废标项检查，完全开源免费，欢迎使用,JavaScript,2840,734,68 stars today,FB208; wll447; claude; cursoragent; yibiaoai
12,Yu9191/wloc,https://github.com/Yu9191/wloc,修改 Apple 网络定位（gs-loc）返回坐标 · 支持 Surge / Quantumult X / Loon / Stash · 快捷指令一键设置/恢复定位,JavaScript,10243,2185,148 stars today,Yu9191; devin-ai-integration; SajoLuo; SkywardLab
13,Acode-Foundation/Acode,https://github.com/Acode-Foundation/Acode,Acode - powerful text/code editor for android,JavaScript,6861,1526,18 stars today,bajrangCoder; deadlyjack; RohitKushvaha01; UnschooledGamer; dependabot
14,Anil-matcha/Open-Generative-AI,https://github.com/Anil-matcha/Open-Generative-AI,"Unrestricted Open-source alternative to AI video platforms — Free AI image & video generation studio with 600+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,28069,4980,149 stars today,Anil-matcha; jaiprasad04; claude; WhiteRaven11; NgoQuocViet2001
15,fishjar/kiss-translator,https://github.com/fishjar/kiss-translator,"A simple, open source bilingual translation extension & Greasemonkey script (一个简约、开源的 双语对照翻译扩展 & 油猴脚本)",JavaScript,12395,591,17 stars today,fishjar; Baneik; htyxyt; darkwalker1212; leee-z
16,koodo-reader/koodo-reader,https://github.com/koodo-reader/koodo-reader,"A modern ebook manager and reader with sync and backup capacities for Windows, macOS, Linux, Android, iOS and Web",JavaScript,28102,2102,14 stars today,troyeguo; cursoragent; nofalbriansah; claude; hacketiwack
17,amElnagdy/delegate-skills,https://github.com/amElnagdy/delegate-skills,"Delegate a coding task to a separate coding agent CLI, review the diff, land the commit yourself — one per implementer.",JavaScript,1796,148,51 stars today,amElnagdy; claude; h-zahran; cursoragent; ElDEEB21
18,openai/plugins,https://github.com/openai/plugins,OpenAI Plugins,JavaScript,5485,788,45 stars today,cching-openai; ashwinm-oai; Aismit; vb-openai; gverma-openai
