Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ValveSoftware/Proton,https://github.com/ValveSoftware/Proton,Compatibility tool for Steam Play based on Wine and additional components,C++,31014,1398,73 stars today,aeikum; rbernon; ivyl; alasky17; madewokherd
2,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,105063,17074,335 stars today,ggerganov; ngxson; slaren; JohannesGaessler; CISC
3,cloudflare/workerd,https://github.com/cloudflare/workerd,The JavaScript / Wasm runtime that powers Cloudflare Workers,C++,8162,621,9 stars today,jasnell; kentonv; anonrig; fhanau; dom96
4,LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,Self-hosted game stream host for Moonlight.,C++,36179,1851,24 stars today,ReenigneArcher; dependabot; cgutman; LizardByte-bot; loki-47-6F-64
5,FEX-Emu/FEX,https://github.com/FEX-Emu/FEX,A fast usermode x86 and x86-64 emulator for Arm64 Linux,C++,7263,264,26 stars today,Sonicadvance1; lioncash; alyssarosenzweig; skmp; neobrain
6,godotengine/godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,109684,25049,54 stars today,akien-mga; Repiteo; reduz; Calinou; bruvzg
7,OrcaSlicer/OrcaSlicer,https://github.com/OrcaSlicer/OrcaSlicer,"G-code generator for 3D printers (Bambu, Prusa, Voron, VzBot, RatRig, Creality, etc.)",C++,13364,2052,21 stars today,SoftFever; Noisyfox; XinZhangBambu; walterwongbbl; zhimin-zeng-bambulab
8,geode-sdk/geode,https://github.com/geode-sdk/geode,The ultimate Geometry Dash modding framework,C++,2260,428,6 stars today,altalk23; HJfod; matcool; dankmeme01; cgytrus
9,reisxd/TizenTubeCobalt,https://github.com/reisxd/TizenTubeCobalt,Experience TizenTube on other devices that are not Tizen.,C++,2121,100,15 stars today,dahlstrom-g; niranjanyardi; jellefoks; kaidokert; andrunko
10,qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,qBittorrent BitTorrent client,C++,36592,4625,18 stars today,Chocobo1; sledgehammer999; glassez; Piccirello; zeule
11,shadps4-emu/shadPS4,https://github.com/shadps4-emu/shadPS4,"PlayStation 4 emulator for Windows, Linux, macOS and FreeBSD written in C++",C++,30806,2098,18 stars today,georgemoralis; squidbus; raphaelthegreat; psucien; StevenMiller123
12,ml-explore/mlx,https://github.com/ml-explore/mlx,MLX: An array framework for Apple silicon,C++,25570,1713,30 stars today,angeloskath; zcbenz; jagrit06; barronalex; awni
13,ValveSoftware/GameNetworkingSockets,https://github.com/ValveSoftware/GameNetworkingSockets,Reliable & unreliable messages over UDP. Robust message fragmentation & reassembly. P2P networking / NAT traversal. Encryption.,C++,9379,699,13 stars today,zpostfacto; aiusepsi; jeffhill; SamVanheer; bobsayshilol
14,RPCS3/rpcs3,https://github.com/RPCS3/rpcs3,PlayStation 3 emulator and debugger,C++,18610,2265,10 stars today,Megamouse; kd-11; elad335; vlj; RipleyTom
15,mamedev/mame,https://github.com/mamedev/mame,MAME,C++,10088,2358,7 stars today,happppp; ajrhacker; angelosa; cuavas; rb6502
16,juce-framework/JUCE,https://github.com/juce-framework/JUCE,"JUCE is an open-source cross-platform C++ application framework for desktop and mobile applications, including VST, VST3, AU, AUv3, LV2 and AAX audio plug-ins.",C++,8325,2043,3 stars today,reuk; ed95; julianstorer; hogliux; tpoole
17,praydog/REFramework,https://github.com/praydog/REFramework,"Mod loader, scripting platform, and VR support for all RE Engine games",C++,5000,537,9 stars today,praydog; cursey; hcdd0304; angelfor3v3r; Strackeror
18,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,72708,11716,20 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
19,hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies,C++,15375,783,4 stars today,hoffstadt; Pcothren; v-ein; SamuMazzi; Jah-On
20,apple/foundationdb,https://github.com/apple/foundationdb,"FoundationDB - the open source, distributed, transactional key-value store",C++,16268,1486,7 stars today,etschannen; jzhou77; ajbeamon; sfc-gh-tclinkenbeard; xumengpanda
