Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,handy-computer/transcribe.cpp,https://github.com/handy-computer/transcribe.cpp,ggml speech-to-text inference for 16+ model families,C++,1298,31,395 stars today,cjpais; claude
2,moonshine-ai/moonshine,https://github.com/moonshine-ai/moonshine,"Very low latency speech to text, intent recognition, and text to speech, for building voice agents and interfaces",C++,9915,519,282 stars today,evmaki; kylehowells; petewarden; giovanninibarbosa; andimarafioti
3,lightgbm-org/LightGBM,https://github.com/lightgbm-org/LightGBM,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision tree algorithms, used for ranking, classification and many other machine learning tasks.",C++,18607,4040,17 stars today,StrikerRUS; jameslamb; guolinke; wxchan; shiyu1994
4,ArthurSonzogni/FTXUI,https://github.com/ArthurSonzogni/FTXUI,💻 C++ Functional Terminal User Interface. ❤️,C++,10442,605,4 stars today,ArthurSonzogni; mauve; tusharpm; LostInCompilation; clement-roblot
5,microsoft/terminal,https://github.com/microsoft/terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",C++,104311,9448,232 stars today,DHowett; zadjii-msft; lhecker; carlos-zamora; miniksa
6,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,74874,11923,48 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
7,LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,Self-hosted game stream host for Moonlight.,C++,39432,2127,49 stars today,ReenigneArcher; dependabot; cgutman; LizardByte-bot; loki-47-6F-64
8,ggml-org/ggml,https://github.com/ggml-org/ggml,Tensor library for machine learning,C++,15030,1729,7 stars today,ggerganov; jeffbolznv; JohannesGaessler; slaren; 0cc4m
9,wazuh/wazuh,https://github.com/wazuh/wazuh,Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.,C++,16231,2384,21 stars today,vikman90; Dwordcito; TomasTurina; chemamartinez; juliancnn
10,hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,"Hyprland is an independent, highly customizable, dynamic tiling Wayland compositor that doesn't sacrifice on its looks.",C++,36817,1856,24 stars today,vaxerski; fufexan; gulafaran; MightyPlaza; UjinT34
11,MaaAssistantArknights/MaaAssistantArknights,https://github.com/MaaAssistantArknights/MaaAssistantArknights,"《明日方舟》小助手，全日常一键长草！| A one-click tool for the daily tasks of Arknights, supporting all clients.",C++,22001,2722,26 stars today,MistEO; ABA2396; status102; Constrat; github-actions
12,CleverRaven/Cataclysm-DDA,https://github.com/CleverRaven/Cataclysm-DDA,Cataclysm - Dark Days Ahead. A turn-based survival game set in a post-apocalyptic world.,C++,12730,4565,14 stars today,ZhilkinSerg; kevingranade; Rivet-the-Zombie; Maleclypse; BevapDin
13,dmlc/xgboost,https://github.com/dmlc/xgboost,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow",C++,28583,8880,8 stars today,trivialfis; tqchen; hcho3; pommedeterresautee; hetong007
14,telegramdesktop/tdesktop,https://github.com/telegramdesktop/tdesktop,Telegram Desktop messaging app,C++,32370,6941,9 stars today,john-preston; 23rd; ilya-fedin; actions-user; claude
15,microsoft/intelligent-terminal,https://github.com/microsoft/intelligent-terminal,"A fork of Windows Terminal with native agent integration, right in your command line.",C++,1588,110,8 stars today,vanzue; yeelam-gordon; DDKinger; Copilot; PankajBhojwani
16,SerenityOS/serenity,https://github.com/SerenityOS/serenity,The Serenity Operating System 🐞,C++,33643,3426,9 stars today,awesomekling; linusg; trflynn89; nico; AtkinsSJ
17,nextcloud/desktop,https://github.com/nextcloud/desktop,💻 Desktop sync client for Nextcloud,C++,3787,972,2 stars today,claucambra; dragotin; nextcloud-bot; mgallien; ogoffart
18,PrismLauncher/PrismLauncher,https://github.com/PrismLauncher/PrismLauncher,A custom launcher for Minecraft that allows you to easily manage multiple installations of Minecraft at once (Fork of MultiMC),C++,9915,1453,9 stars today,Trial97; peterix; Scrumplex; TheKodeToad; flowln
19,jbeder/yaml-cpp,https://github.com/jbeder/yaml-cpp,A YAML parser and emitter in C++,C++,6087,2180,1 star today,jbeder; SGSSGene; dota17; asmaloney; neheb
20,mumble-voip/mumble,https://github.com/mumble-voip/mumble,"Mumble is an open-source, low-latency, high quality voice chat software.",C++,8140,1355,3 stars today,thorvald; Krzmbrzl; mkrautz; davidebeatrici; hacst
21,meshtastic/firmware,https://github.com/meshtastic/firmware,"The official firmware for Meshtastic, an open-source, off-grid mesh communication system.",C++,7946,2554,3 stars today,thebentern; geeksville; caveman99; mc-hamster; jp-bennett
