Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,TencentCloud/TencentDB-Agent-Memory,https://github.com/TencentCloud/TencentDB-Agent-Memory,"TencentDB Agent Memory is a team-level memory hub for AI Agents — turning conversations, docs, and code into four reusable memory assets (Chat Memory, Skill, LLM-Wiki, Code-Graph) that are governed, shared, and equipped across agents and frameworks.",TypeScript,16512,1489,"1,057 stars today",Maxwell-Code07; Yuntong8888
2,cloudflare/computer,https://github.com/cloudflare/computer,Give your agent a computer 👾,TypeScript,4874,244,"2,802 stars today",aron-cf; ndisidore; ghostwriternr; dependabot; mattzcarey
3,AdventDevInc/kudu,https://github.com/AdventDevInc/kudu,"Free Windows, Mac and Linux cleaner, scanner, and more.",TypeScript,2038,165,24 stars today,dbfx; claude; dependabot; github-actions; github-advanced-security
4,iOfficeAI/AionUi,https://github.com/iOfficeAI/AionUi,"Open-source 24/7 Cowork app for OpenClaw, Hermes, Claude Code, Codex, OpenCode and 20+ more CLI Agent | Customize your assistants | Team them up ｜Star if you like it!",TypeScript,31607,3214,105 stars today,IceyLiu; kuishou68; piorpua; kaizhou-lab; zhuqingyv
5,expo/expo,https://github.com/expo/expo,"An open-source framework for making universal native apps with React. Expo runs on Android, iOS, and the web.",TypeScript,51400,13349,35 stars today,brentvatne; amandeepmittal; tsapeta; lukmccall; EvanBacon
6,makeplane/plane,https://github.com/makeplane/plane,"🔥🔥🔥 Open-source Jira, Linear, Monday, and ClickUp alternative. Plane is a modern project management platform to manage tasks, sprints, docs, and triage.",TypeScript,55654,5251,95 stars today,anmolsinghbhatia; aaryan610; pablohashescobar; sriramveeraghanta; NarayanBavisetti
7,anomalyco/opencode,https://github.com/anomalyco/opencode,The open source coding agent.,TypeScript,194356,24862,514 stars today,thdxr; adamdotdevin; rekram1-node; opencode-agent; actions-user
8,MadsLorentzen/ai-job-search,https://github.com/MadsLorentzen/ai-job-search,"The job search that runs on your machine. AI job application framework built on Claude Code: evaluate postings, tailor CVs, write cover letters, prep interviews. Fork it and own it.",TypeScript,30538,10390,318 stars today,claude; MadsLorentzen; ayobamiseun; oscarbol09; LeoWinston-9596
9,ever-co/ever-gauzy,https://github.com/ever-co/ever-gauzy,Ever® Gauzy™ - Open Business Management Platform (ERP/CRM/HRM/ATS/PM) - https://gauzy.co,TypeScript,4293,854,52 stars today,rahul-rocket; evereq; adkif; AlexTasev; ckhandla94
10,microsoft/vscode,https://github.com/microsoft/vscode,Visual Studio Code,TypeScript,188454,41458,86 stars today,bpasero; jrieken; Tyriar; sandy081; joaomoreno
11,CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,"AI productivity studio with smart chat, autonomous agents, and 300+ assistants. Unified access to frontier LLMs",TypeScript,49923,4728,328 stars today,kangfenmao; 0xfullex; DeJeune; EurFelux; claude
12,QwenLM/qwen-code,https://github.com/QwenLM/qwen-code,An open-source AI coding agent that lives in your terminal.,TypeScript,26800,2799,58 stars today,tanzhenxin; wenshao; qwencoder; yiliang114; Mingholy
13,playcanvas/supersplat,https://github.com/playcanvas/supersplat,3D Gaussian Splat Editor,TypeScript,9801,1100,12 stars today,slimbuck; willeastcott; renovate; claude; simonbethke
14,FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,"Build AI Agents, Visually",TypeScript,55221,24859,26 stars today,HenryHengZJ; chungyau97; 0xi4o; vinodkiran; Yongtae723
15,KnockOutEZ/wigolo,https://github.com/KnockOutEZ/wigolo,"The go-to web for your AI coding agent — local-first search, fetch, crawl & research over MCP. No API keys, no cloud, $0/query. Public beta.",TypeScript,4372,308,88 stars today,KnockOutEZ; HsiangNianian; josephkehan-prog; spartan8806; YoshiTabletopGamer
16,promptfoo/promptfoo,https://github.com/promptfoo/promptfoo,"Test your prompts, agents, and RAGs. Red teaming/pentesting/vulnerability scanning for AI. Compare performance of GPT, Claude, Gemini, DeepSeek, and more. Simple declarative configs with command line and CI/CD integration. Used by OpenAI and Anthropic.",TypeScript,24020,2165,48 stars today,mldangelo; typpo; renovate; mldangelo-oai; dependabot
17,abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,"GitNexus: The Zero-Server Code Intelligence Engine - GitNexus is a client-side knowledge graph creator that runs entirely in your browser. Drop in a git repository (Github, Gitlab, Azure, Local) or ZIP file, and get an interactive knowledge graph with a built in Graph RAG Agent. Perfect for code exploration",TypeScript,45147,5000,43 stars today,magyargergo; abhigyanpatwari; claude; dependabot; Copilot
