Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,cloudflare/quiche,https://github.com/cloudflare/quiche,🥧 Savoury implementation of the QUIC transport protocol and HTTP/3,Rust,12540,1146,50 stars today,ghedo; github-actions; traviscibot; LPardue; antoniovicente
2,yynxxxxx/Codex-X,https://github.com/yynxxxxx/Codex-X,OpenAI Codex 桌面端/CLI 的可视化管理工具，具有Provider/API 切换、会话同步、提示词注入、Skills/MCP 管理、TOML 配置可视化的跨平台工具。,Rust,3908,476,59 stars today,yynxxxxx; muzimu
3,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,Solution for long term memory for agent coding CLIs and to facilitate handoff between different agent vendors,Rust,8237,560,158 stars today,akitaonrails; claude; djalmajr; samirhvbr; wblech
4,hydra-db/hydradb,https://github.com/hydra-db/hydradb,HydraDB - fast graph database on object storage,Rust,5314,1781,305 stars today,vixhal-baraiya; abhishekt-hydra; SohamRatnaparkhi; vyomgoyal; saivenu-hydradb
5,acsandmann/rift,https://github.com/acsandmann/rift,a tiling window manager for macos,Rust,2460,97,55 stars today,acsandmann; sytherax; alle-ox; hajiboy95; strayer
6,Nasiko-Labs/nasiko,https://github.com/Nasiko-Labs/nasiko,Developer Control Plane for your AI Agents,Rust,8700,1907,288 stars today,nasiko-neeraj; claude; nasiko-chamansinghal; Copilot; nasiko-vaibhav
7,lahfir/agent-desktop,https://github.com/lahfir/agent-desktop,"Agent Desktop gives any agent reliable computer use on the desktop. Built with Rust, it sees any app's real UI structure through OS accessibility trees and operates it — refs stay stable and actions stay safe to retry, instead of guessing from pixels.",Rust,1603,108,107 stars today,lahfir; github-actions; detail-app; dependabot; cursoragent
8,reacherhq/check-if-email-exists,https://github.com/reacherhq/check-if-email-exists,"Check if an email address exists without sending any email, written in Rust. Comes with a ⚙️ HTTP backend.",Rust,9972,721,15 stars today,dependabot-preview; amaury1093; dependabot; hadisfr; PsypherPunk
9,longbridge/gpui-kit,https://github.com/longbridge/gpui-kit,Rust GUI components for building fantastic cross-platform desktop application by using GPUI.,Rust,14701,916,43 stars today,huacnlee; madcodelife; claude; codex; ylinwind
10,vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,Browser automation CLI for AI agents,Rust,43129,2895,62 stars today,ctate; github-actions; claude; hyunjinee; Railly
11,superradcompany/microsandbox,https://github.com/superradcompany/microsandbox,🧱 fast branchable microVM for any workload,Rust,8404,449,13 stars today,appcypher; toksdotdev; mintlify; dependabot; github-actions
12,edwardkim/rhwp,https://github.com/edwardkim/rhwp,아래한글 hwp viewer and editor by rust and wasm,Rust,3848,727,14 stars today,edwardkim; claude; jangster77; planet6897; postmelee
13,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",Rust,146902,10552,396 stars today,Tunglies; zzzgydi; wonfen; MystiPanda; renovate
14,agentgateway/agentgateway,https://github.com/agentgateway/agentgateway,Next Generation Agentic Proxy for AI Agents and MCP servers,Rust,5015,876,23 stars today,howardjohn; EItanya; npolshakova; markuskobler; timflannagan
15,mesamirh/MovieBox-Tui,https://github.com/mesamirh/MovieBox-Tui,"Terminal interface to find, download, and stream movies, TV shows, and live TV using local media players.",Rust,2228,257,14 stars today,mesamirh; dependabot; fredIV; M-Nabeegh
16,moghtech/komodo,https://github.com/moghtech/komodo,🦎 a tool to build and deploy software on many servers 🦎,Rust,12471,422,43 stars today,mbecker20; beckerinj; karamvirsingh98; jackra1n; MP-Tool
17,t8y2/dbx,https://github.com/t8y2/dbx,"25 MB lightweight cross-platform database client for 90+ databases, including MySQL, PostgreSQL, SQLite, Redis, MongoDB, DuckDB, SQL Server, and Dameng. Built-in AI, MCP Server, CLI, desktop and Docker. | 轻量级跨平台数据库管理工具，支持 MySQL、PostgreSQL、SQLite、Redis、MongoDB、达梦等 90+ 数据库，提供桌面端、Docker、CLI、内置 AI 助手和 MCP Server。",Rust,20568,1998,84 stars today,t8y2; zipg; github-actions; eryajf; q396921921
18,CluvexStudio/Aether,https://github.com/CluvexStudio/Aether,"A Rust userspace WARP core for censored networks, built around MASQUE over HTTP/3 and HTTP/2.",Rust,1979,152,16 stars today,CluvexStudio; abolfazlakbarzadeh; AzureLeMoon; Vonarian; claude
19,huggingface/tokenizers,https://github.com/huggingface/tokenizers,💥 Fast State-of-the-Art Tokenizers optimized for Research and Production,Rust,11107,1207,25 stars today,n1t0; Narsil; ArthurZucker; Pierrci; SBrandeis
20,tursodatabase/turso,https://github.com/tursodatabase/turso,"A SQL database in Rust: SQLite-compatible, now also speaking Postgres (experimental). The LLVM of databases.",Rust,24366,1359,14 stars today,penberg; jussisaurio; PThorpe92; pedrocarlo; sivukhin
21,tw93/Pake,https://github.com/tw93/Pake,🤱🏻 Turn any webpage into a desktop app with one command.,Rust,61690,12706,68 stars today,tw93; Tlntin; github-actions; jeasonnow; actions-user
22,astral-sh/ruff,https://github.com/astral-sh/ruff,"An extremely fast Python linter and code formatter, written in Rust.",Rust,49757,2433,12 stars today,charliermarsh; MichaReiser; AlexWaygood; renovate; sharkdp
23,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Hundreds of models & providers. One command to find what runs on your hardware.,Rust,37096,2366,83 stars today,AlexsJones; claude; dependabot; three-foxes-in-a-trenchcoat; github-actions
