Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,《深入理解 AI Agent：设计原理与工程实践》（李博杰 著）开源主仓库：全书正文、编译版 PDF 与按章配套代码,Python,6209,584,"1,734 stars today",bojieli; claude; devpowerpro; TommyHuang2025; GeeSuth
2,tirth8205/code-review-graph,https://github.com/tirth8205/code-review-graph,"Local-first code intelligence graph for MCP and CLI. Builds a persistent map of your codebase so AI coding tools read only what matters, with benchmarked context reductions on reviews and large-repo workflows.",Python,21436,2195,663 stars today,tirth8205; claude; gzenz; jaissebastian; michael-denyer
3,kvcache-ai/ktransformers,https://github.com/kvcache-ai/ktransformers,A Flexible Framework for Experiencing Heterogeneous LLM Inference/Fine-tune Optimizations,Python,18423,1455,360 stars today,Atream; KMSorSMS; Azure-Tang; ovowei; qiyuxinlin
4,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,39778,6636,501 stars today,rohitg00; github-actions; abhinav-m22; thereisnotime; pzy0006
5,PostHog/posthog,https://github.com/PostHog/posthog,"🦔 PostHog is the leading platform for building self-driving products. Our developer tools – AI observability, analytics, session replay, flags, experiments, error tracking, logs, and more – capture all the context agents need to diagnose problems, uncover opportunities, and ship fixes. Steer it all from Slack, web, desktop, or the MCP.",Python,36966,3055,411 stars today,github-actions; pauldambra; Twixes; mariusandra; claude
6,AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,"AI Agent Assistant & development framework that integrates lots of IM platforms, LLMs, plugins and AI feature, and can be your openclaw alternative. ✨",Python,36729,2547,83 stars today,Soulter; Raven95676; RC-CHN; zouyonghe; LIghtJUNction
7,MoonshotAI/kimi-cli,https://github.com/MoonshotAI/kimi-cli,Kimi Code CLI is your next CLI agent.,Python,9925,1195,410 stars today,stdrc; RealKai42; xxchan; dependabot; n-WN
8,Canner/WrenAI,https://github.com/Canner/WrenAI,"GenBI (Generative BI) for AI agents, an open-source, governed text-to-SQL through an open context layer that turns natural-language questions into trusted dashboards, charts, and SQL across 20+ data sources, such as BigQuery, Snowflake, PostgreSQL, ClickHouse, Amazon Redshift, Databricks and more.",Python,16242,1842,121 stars today,goldmedal; cyyeh; onlyjackfrost; wwwy3y3; andreashimin
9,Q00/ouroboros,https://github.com/Q00/ouroboros,Agent OS: Stop prompting. Start specifying.,Python,4990,502,17 stars today,Q00; claude; shaun0927; Sathvik-1007; hackertaco
10,HKUDS/DeepTutor,https://github.com/HKUDS/DeepTutor,DeepTutor: Lifelong Personalized Tutoring. https://deeptutor.info/.,Python,27988,3708,269 stars today,pancacake; Pinkllow; github-actions; claude; tusharkhatriofficial
11,Robbyant/lingbot-map,https://github.com/Robbyant/lingbot-map,A feed-forward 3D foundation model for reconstructing scenes from streaming data,Python,13665,1435,865 stars today,LinZhuoChen; justimyhxu
12,Comfy-Org/ComfyUI,https://github.com/Comfy-Org/ComfyUI,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.",Python,121458,14304,138 stars today,comfyanonymous; bigcat88; pythongosssss; comfyui-wiki; rattus128
13,FujiwaraChoki/MoneyPrinterV2,https://github.com/FujiwaraChoki/MoneyPrinterV2,Automate the process of making money online.,Python,31289,3365,20 stars today,FujiwaraChoki; claude; supperfreddo; SaroAntonelloLovito; TomyDiNero
14,topoteretes/cognee,https://github.com/topoteretes/cognee,Cognee is the open-source AI memory platform for agents. Give your AI agents persistent long-term memory across sessions with a self-hosted knowledge graph engine.,Python,28516,2726,303 stars today,Vasilije1990; dexters1; hajdul88; borisarzentar; claude
15,XiaoYouChR/Ghost-Downloader-3,https://github.com/XiaoYouChR/Ghost-Downloader-3,An AI-boost cross-platform multi-protocol fluent-design concurrent downloader built with Python & Qt.,Python,6839,395,124 stars today,XiaoYouChR; LittleNightSong; Alpha-Qian; crowdin-bot; bilixuesheng
16,scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,scikit-learn: machine learning in Python,Python,66726,27199,9 stars today,ogrisel; amueller; GaelVaroquaux; glemaitre; thomasjpfan
17,OWASP/Nettacker,https://github.com/OWASP/Nettacker,Automated Penetration Testing Framework - Open-Source Vulnerability Scanner - Vulnerability Management,Python,5425,1134,14 stars today,securestep9; aman566; dependabot; pradeepjairamani; arkid15r
