Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,thunderbird/thunderbolt,https://github.com/thunderbird/thunderbolt,AI You Control: Choose your models. Own your data. Eliminate vendor lock-in.,TypeScript,2281,132,695 stars today,cjroth; raivieiraadriano92; ital0; darkbanjo; arienemaiara
2,pingdotgg/t3code,https://github.com/pingdotgg/t3code,Pas de description,TypeScript,9931,1848,109 stars today,juliusmarminge; t3dotgg; codex; cursoragent; binbandit
3,Dokploy/dokploy,https://github.com/Dokploy/dokploy,"Open Source Alternative to Vercel, Netlify and Heroku.",TypeScript,33247,2370,42 stars today,Siumauricio; autofix-ci; DJKnaeckebrot; lorenzomigliorero; nktnet1
4,koala73/worldmonitor,https://github.com/koala73/worldmonitor,"Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified situational awareness interface",TypeScript,49348,8083,343 stars today,koala73; claude; SebastienMelki; NewCoder3294; lspassos1
5,formbricks/formbricks,https://github.com/formbricks/formbricks,Open Source Qualtrics Alternative,TypeScript,12096,2210,7 stars today,mattinannt; jobenjada; Dhruwang; pandeymangg; gupta-piyush19
6,jamiepine/voicebox,https://github.com/jamiepine/voicebox,The open-source voice synthesis studio,TypeScript,21256,2436,607 stars today,jamiepine; claude; tomasmach; mvanhorn; selop
7,onlook-dev/onlook,https://github.com/onlook-dev/onlook,"The Cursor for Designers • An Open-Source AI-First Design tool • Visually build, style, and edit your React App with AI",TypeScript,25482,1954,49 stars today,Kitenite; drfarrell; spartan-vutrannguyen; devin-ai-integration; iNerdStack
8,nexmoe/VidBee,https://github.com/nexmoe/VidBee,Download videos from almost any website worldwide,TypeScript,8545,620,265 stars today,nexmoe; claude; chengcheng84; github-actions
9,yangshun/tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,Curated coding interview preparation materials for busy software engineers,TypeScript,138906,16510,77 stars today,yangshun; keanecjy; BryannYeap; jeffsieu; s7u4rt99
10,DaKheera47/job-ops,https://github.com/DaKheera47/job-ops,"job-ops: DevOps principles applied to job hunting. A self-hosted pipeline to track, analyze, and assist your application process",TypeScript,2813,319,32 stars today,DaKheera47; Copilot; github-actions; Mr-Nobody1; anasyd
11,resend/react-email,https://github.com/resend/react-email,💌 Build and send emails using React,TypeScript,18732,1004,110 stars today,gabrielmfern; renovate; github-actions; bukinoshita; zenorocha
12,badlogic/pi-mono,https://github.com/badlogic/pi-mono,"AI agent toolkit: coding agent CLI, unified LLM API, TUI & web UI libraries, Slack bot, vLLM pods",TypeScript,37510,4370,319 stars today,badlogic; github-actions; hjanuschka; aliou; markusylisiurunen
