Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,n0-computer/iroh,https://github.com/n0-computer/iroh,"IP addresses break, dial keys instead. Modular networking stack in Rust.",Rust,10265,466,302 stars today,dignifiedquire; flub; rklaehn; Frando; ramfox
2,MystenLabs/sui,https://github.com/MystenLabs/sui,"Sui, a next-generation smart contract platform with high throughput, low latency, and an asset-oriented programming model powered by the Move programming language",Rust,7716,11686,2 stars today,lxfind; bmwill; amnn; mystenmark; mwtian
3,1jehuang/jcode,https://github.com/1jehuang/jcode,Coding Agent Harness,Rust,7256,818,70 stars today,1jehuang; claude
4,Michael-A-Kuykendall/shimmy,https://github.com/Michael-A-Kuykendall/shimmy,"⚡ Pure-Rust WebGPU inference engine — OpenAI-API compatible, GGUF native, runs on any GPU. No Python. No llama.cpp. Single binary.",Rust,5511,521,9 stars today,Michael-A-Kuykendall; claude; VMLYR-MikeKuykendall; Copilot; LopezNuance
5,openai/codex,https://github.com/openai/codex,Lightweight coding agent that runs in your terminal,Rust,92210,13633,180 stars today,jif-oai; bolinfest; aibrahim-oai; pakrym-oai; etraut-openai
6,astral-sh/ruff,https://github.com/astral-sh/ruff,"An extremely fast Python linter and code formatter, written in Rust.",Rust,48104,2170,55 stars today,charliermarsh; MichaReiser; AlexWaygood; renovate; sharkdp
7,nautechsystems/nautilus_trader,https://github.com/nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,Rust,24025,3042,41 stars today,cjdsellers; limx0; filipmacek; faysou; davidsblom
8,cjpais/Handy,https://github.com/cjpais/Handy,"A free, open source, and extensible speech-to-text application that works completely offline.",Rust,24269,2044,140 stars today,cjpais; vladstudio; claude; VirenMohindra; xilec
9,dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use to build applications.,Rust,13035,2424,1 star today,drewbanin; beckjake; jtcohen6; emmyoop; claude
10,zed-industries/zed,https://github.com/zed-industries/zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",Rust,85615,9162,72 stars today,as-cii; maxbrunsfeld; maxdeviant; nathansobo; ConradIrwin
11,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,116501,17619,75 stars today,rustdesk; fufesou; 21pages; Kingtous; Heap-Hop
12,tauri-apps/tauri,https://github.com/tauri-apps/tauri,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",Rust,108092,3713,41 stars today,lucasfernog; renovate; amrbashir; renovate-bot; FabianLars
13,Universal-Debloater-Alliance/universal-android-debloater-next-generation,https://github.com/Universal-Debloater-Alliance/universal-android-debloater-next-generation,"Cross-platform GUI written in Rust using ADB to debloat non-rooted Android devices. Improve your privacy, the security and battery life of your device.",Rust,8044,345,213 stars today,AnonymousWP; 0x192; Frigyes06; Rudxain; lavafroth
14,ast-grep/ast-grep,https://github.com/ast-grep/ast-grep,"⚡A CLI tool for code structural search, lint and rewriting. Written in Rust",Rust,14647,396,14 stars today,HerringtonDarkholme; renovate; Copilot; mohebifar; SigureMo
15,oxc-project/oxc,https://github.com/oxc-project/oxc,⚓ A collection of high-performance JavaScript tools.,Rust,21645,1081,11 stars today,Boshen; overlookmotel; camc314; Dunqing; Sysix
16,apache/datafusion,https://github.com/apache/datafusion,Apache DataFusion SQL Query Engine,Rust,8900,2172,5 stars today,alamb; dependabot; andygrove; kou; wesm
17,jdx/mise,https://github.com/jdx/mise,"dev tools, env vars, task runner",Rust,29776,1216,89 stars today,jdx; claude; mise-en-dev; renovate; autofix-ci
