Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free AI gateway: one endpoint, 231+ providers (50+ free), connect Claude Code, Codex, Cursor, Cline & Copilot to FREE Claude/GPT/Gemini. RTK+Caveman stacked compression saves 15-95% tokens, smart auto-fallback, MCP/A2A, multimodal APIs, Desktop/PWA.",TypeScript,8702,1406,387 stars today,diegosouzapw; oyi77; claude; dependabot; rdself
2,CoreBunch/Instatic,https://github.com/CoreBunch/Instatic,Instatic is a modern self-hosted visual CMS - get it running in 1 minute,TypeScript,1591,139,351 stars today,DavidBabinec; claude; github-code-quality
3,facebook/astryx,https://github.com/facebook/astryx,An open source design system that's fully customizable and agent ready,TypeScript,1874,102,364 stars today,cixzhang; rubyycheung; josephfarina; kentonquatman; ernestt
4,refactoringhq/tolaria,https://github.com/refactoringhq/tolaria,Desktop app to manage markdown knowledge bases,TypeScript,17836,1216,435 stars today,LucaRonin; github-actions; claude; evolanakis; riipandi
5,logto-io/logto,https://github.com/logto-io/logto,"🧑‍🚀 Authentication and authorization infrastructure for SaaS and AI apps, built on OIDC and OAuth 2.1 with multi-tenancy, SSO, and RBAC.",TypeScript,13032,889,561 stars today,gao-sun; simeng-li; charIeszhao; wangsijie; xiaoyijun
6,yikart/AiToEarn,https://github.com/yikart/AiToEarn,Let's use AI to Earn!,TypeScript,22288,3374,128 stars today,niuwenzheng; gaozhenqiang; Yuuki-Sakura; whh2333; gao1234-prog
7,craft-ai-agents/craft-agents-oss,https://github.com/craft-ai-agents/craft-agents-oss,Pas de description,TypeScript,6602,910,27 stars today,github-actions; balintorosz; rjulius23; eachann1024; fagemx
8,vercel-labs/skills,https://github.com/vercel-labs/skills,The open agent skills tool - npx skills,TypeScript,24531,2026,184 stars today,quuu; github-actions; huozhi; claude; elliotllliu
9,ZSeven-W/openpencil,https://github.com/ZSeven-W/openpencil,The world's first open-source AI-native vector design tool and the first to feature concurrent Agent Teams. Design-as-Code. Turn prompts into UI directly on the live canvas. A modern alternative to Pencil.,TypeScript,3781,377,80 stars today,finiking; Kayshen-X; claude; leinaldo; raiscui
10,cloudflare/workers-sdk,https://github.com/cloudflare/workers-sdk,"⛅️ Home to Wrangler, the CLI for Cloudflare Workers®",TypeScript,4274,1322,14 stars today,petebacondarwin; dependabot; penalosa; threepointone; github-actions
11,humanlayer/12-factor-agents,https://github.com/humanlayer/12-factor-agents,What are the principles we can use to build LLM-powered software that is actually good enough to put in the hands of production customers?,TypeScript,23895,1830,166 stars today,dexhorthy; Sypherd; tofaramususa; Elijas; a-churchill
12,siteboon/claudecodeui,https://github.com/siteboon/claudecodeui,"Use Claude Code, OpenCode, Cursor CLI, and Codex on mobile and web with CloudCLI (aka Claude Code UI). CloudCLI is a free open source webui/GUI that helps you manage your Claude Code session and projects remotely.",TypeScript,12275,1672,28 stars today,viper151; blackmammoth; claude; unsystemizer; EricBlanquer
13,vernu/textbee,https://github.com/vernu/textbee,open-source sms-gateway. turn any android phone into an sms gateway,TypeScript,2809,382,29 stars today,vernu; claude; yetmgetaewunetu; markoilijoski; mms-gianni
14,cweijan/vscode-office,https://github.com/cweijan/vscode-office,"Let VSCode support previewing PDF, Excel, Word and other formats, and add markdown WYSIWYG editor.",TypeScript,1484,193,5 stars today,cweijan; fmarslan; hzh-test; zyzbj; doggy8088
15,super-productivity/super-productivity,https://github.com/super-productivity/super-productivity,"Super Productivity is an advanced todo list app with integrated Timeboxing and time tracking capabilities. It also comes with integrations for Jira, GitLab, GitHub and Open Project.",TypeScript,20398,1812,24 stars today,johannesjo; dependabot; claude; steindvart; bytrangle
16,danielmiessler/LifeOS,https://github.com/danielmiessler/LifeOS,Agentic AI Infrastructure for magnifying HUMAN capabilities.,TypeScript,16204,2228,31 stars today,danielmiessler; claude; christauff; kaimagnus; ksylvan
17,cloudflare/skills,https://github.com/cloudflare/skills,Skills for teaching agents how to build on Cloudflare.,TypeScript,2014,180,14 stars today,elithrar; irvinebroque; threepointone; whoiskatrin; adewale
18,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,Chrome DevTools for coding agents,TypeScript,44804,2907,93 stars today,OrKoN; dependabot; Lightning00Blade; browser-automation-bot; nroscino
