Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,go-gitea/gitea,https://github.com/go-gitea/gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",Go,55356,6656,29 stars today,lunny; unknwon; GiteaBot; wxiaoguang; silverwind
2,tailscale/tailscale,https://github.com/tailscale/tailscale,"The easiest, most secure way to use WireGuard and 2FA.",Go,31198,2516,46 stars today,bradfitz; danderson; josharian; andrew-d; raggi
3,jaegertracing/jaeger,https://github.com/jaegertracing/jaeger,"CNCF Jaeger, a Distributed Tracing Platform",Go,22757,2875,12 stars today,yurishkuro; dependabot; renovate-bot; pavolloffay; mahadzaryab1
4,masterking32/MasterDnsVPN,https://github.com/masterking32/MasterDnsVPN,"Advanced DNS tunneling VPN for censorship bypass, optimized beyond DNSTT and SlipStream with low-overhead ARQ, resolver load balancing, high packet-loss stability and speed.",Go,1369,125,142 stars today,masterking32; abolix; PentSec; MahdiMirzadeh; typerhack
5,meshery/meshery,https://github.com/meshery/meshery,"Meshery, the cloud native manager",Go,10199,3294,16 stars today,leecalcote; MUzairS15; amitamrutiya; aabidsofi19; theBeginner86
6,krillinai/KrillinAI,https://github.com/krillinai/KrillinAI,Video translation and dubbing tool powered by LLMs. The video translator offers 100 language translations and one-click full-process deployment. The video translation output is optimized for platforms like YouTube，TikTok. AI视频翻译配音工具，100种语言双向翻译，一键部署全流程，可以生抖音，小红书，哔哩哔哩，视频号，TikTok，Youtube等形态的内容成适配,Go,9998,918,23 stars today,maranello-o; wulien; krillinai; puji4810; PairZhu
7,pranshuparmar/witr,https://github.com/pranshuparmar/witr,Why is this running?,Go,14951,393,113 stars today,pranshuparmar; sunydepalpur; chojs23; amerine; gaod
8,syncthing/syncthing,https://github.com/syncthing/syncthing,Open Source Continuous File Synchronization,Go,83540,5146,52 stars today,calmh; AudriusButkevicius; imsodin; st-release; tomasz1986
9,kopia/kopia,https://github.com/kopia/kopia,"Cross-platform backup tool for Windows, macOS & Linux with fast, incremental backups, client-side end-to-end encryption, compression and data deduplication. CLI and GUI included.",Go,13148,642,10 stars today,jkowalski; dependabot; julio-lopez; kopia-builder; redgoat650
10,argoproj/argo-workflows,https://github.com/argoproj/argo-workflows,Workflow Engine for Kubernetes,Go,16662,3515,6 stars today,alexec; terrytangyuan; dependabot; simster7; sarabala1979
11,kyverno/kyverno,https://github.com/kyverno/kyverno,Unified Policy as Code,Go,7702,1340,6 stars today,realshuting; eddycharly; dependabot; JimBugwadia; MariamFahmy98
12,lxc/incus,https://github.com/lxc/incus,Powerful system container and virtual machine manager,Go,5304,431,10 stars today,stgraber; tomponline; freeekanayaka; monstermunchkin; hallyn
13,clidey/whodb,https://github.com/clidey/whodb,"A lightweight next-gen data explorer - Postgres, MySQL, SQLite, MongoDB, Redis, MariaDB, Elastic Search, and Clickhouse with Chat interface",Go,4790,199,6 stars today,modelorona; hkdeman; dependabot; claude; github-actions
14,floatpane/matcha,https://github.com/floatpane/matcha,"A beautiful and functional email client for your terminal, built with Go and the charming Bubble Tea TUI library. Never leave your command line to check your inbox or send an email again!",Go,554,54,37 stars today,andrinoff; renovate; github-actions; floatpanebot; mvanhorn
