Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,"Extracted system prompts from Anthropic - Claude Fable 5, Opus 4.8, Claude Code, Claude Design. OpenAI - ChatGPT 5.5 Thinking, GPT 5.5 Instant, Codex. Google - Gemini 3.5 Flash, 3.1 Pro, Antigravity. xAI - Grok, Cursor, Copilot, VS Code, Perplexity, and more. Updated regularly.",JavaScript,42011,6969,130 stars today,asgeirtj; claude; awrreny; anonymous619259; lcebot
2,eslint/eslint,https://github.com/eslint/eslint,Find and fix problems in your JavaScript code.,JavaScript,27319,5023,9 stars today,nzakas; mdjermanovic; ilyavolodin; not-an-aardvark; mysticatea
3,Anil-matcha/Open-Generative-AI,https://github.com/Anil-matcha/Open-Generative-AI,"Open-source alternative to AI video platforms — Free AI image & video generation studio with 200+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,19176,3264,116 stars today,Anil-matcha; claude; jaiprasad04; NgoQuocViet2001; taxvui
4,mrdoob/three.js,https://github.com/mrdoob/three.js,JavaScript 3D Library.,JavaScript,113036,36382,27 stars today,mrdoob; Mugen87; alteredq; sunag; WestLangley
5,playcanvas/engine,https://github.com/playcanvas/engine,"Powerful web graphics runtime built on WebGL, WebGPU, WebXR and glTF",JavaScript,16021,1917,10 stars today,willeastcott; daredevildave; mvaligursky; guycalledfrank; vkalpias
6,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman,JavaScript,72201,4068,248 stars today,JuliusBrussee; claude; sebastianbreguel; github-actions; vraj00222
7,DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,"An open source collection of animated, interactive & fully customizable React components for building memorable websites.",JavaScript,41025,1878,73 stars today,DavidHDev; EnderRomantice; PedroMarianoAlmeida; ieedan; ipuppyyt
8,eyaltoledano/claude-task-master,https://github.com/eyaltoledano/claude-task-master,"An AI-powered task-management system you can drop into Cursor, Lovable, Windsurf, Roo, and others.",JavaScript,27488,2577,60 stars today,Crunchyman-ralph; eyaltoledano; github-actions; joedanz; ben-vargas
9,prettier/prettier,https://github.com/prettier/prettier,Prettier is an opinionated code formatter.,JavaScript,52012,4742,16 stars today,fisker; dependabot; renovate; vjeux; sosukesuzuki
10,NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,Based on a true story,JavaScript,49720,6662,62 stars today,NARKOZ; robaganrab; kashyapakshay; alexesprit; carlosdp
11,openai/codex-plugin-cc,https://github.com/openai/codex-plugin-cc,Use Codex from Claude Code to review code or delegate tasks.,JavaScript,20910,1262,81 stars today,dkundel-openai; VOIDXAI; claude; xiaolai; zeta987
12,simple-icons/simple-icons,https://github.com/simple-icons/simple-icons,SVG icons for popular brands,JavaScript,25229,3119,7 stars today,PeterShaggyNoble; ericcornelissen; birjj; mondeja; danleech
13,TryGhost/Ghost,https://github.com/TryGhost/Ghost,"Independent technology for modern publishing, memberships, subscriptions and newsletters.",JavaScript,53920,11710,19 stars today,ErisDS; kevinansfield; renovate-bot; renovate; daniellockyer
14,fastify/fastify,https://github.com/fastify/fastify,"Fast and low overhead web framework, for Node.js",JavaScript,36484,2728,13 stars today,delvedor; mcollina; Eomm; Fdawgs; jsumners
15,webpack/webpack,https://github.com/webpack/webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",JavaScript,65813,9351,21 stars today,sokra; alexander-akait; dependabot-preview; TheLarkInn; dependabot
16,louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,A fancy self-hosted monitoring tool,JavaScript,87980,7987,41 stars today,louislam; CommanderStorm; chakflying; Saibamen; Computroniks
17,is-a-dev/register,https://github.com/is-a-dev/register,Grab your own sweet-looking '.is-a.dev' subdomain.,JavaScript,10483,22790,8 stars today,wdhdev; DEV-DIBSTER; STICKnoLOGIC; iostpa; orangci
18,jackwener/OpenCLI,https://github.com/jackwener/OpenCLI,Make Any Website into CLI & Use your logged-in browser by AI agent.,JavaScript,24282,2433,75 stars today,jackwener; Astro-Han; claude; Benjamin-eecs; ByteYue
19,xinnan-tech/xiaozhi-esp32-server,https://github.com/xinnan-tech/xiaozhi-esp32-server,"本项目为xiaozhi-esp32提供后端服务，帮助您快速搭建ESP32设备控制服务器。Backend service for xiaozhi-esp32, helps you quickly build an ESP32 device control server.",JavaScript,9808,3339,3 stars today,openrz; xinnan-tech; studentCGD; Sakura-RanChen; rainv123
