Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,207423,31837,"1,750 stars today",affaan-m; claude; pangerlkr; greptile-apps; dependabot
2,pbakaus/impeccable,https://github.com/pbakaus/impeccable,The design language that makes your AI harness better at design.,JavaScript,34475,1871,442 stars today,pbakaus; claude; abdulwahabone; vinaypokharkar; rohan-tessl
3,openai/plugins,https://github.com/openai/plugins,OpenAI Plugins,JavaScript,1404,230,17 stars today,cching-openai; ashwinm-oai; Aismit; vb-openai; gverma-openai
4,nodejs/node,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,JavaScript,117528,35773,46 stars today,Trott; ry; bnoordhuis; addaleax; isaacs
5,poloclub/transformer-explainer,https://github.com/poloclub/transformer-explainer,Transformer Explained Visually: Learn How LLM Transformer Models Work with Interactive Visualization,JavaScript,7751,843,13 stars today,aereeeee; karpekov; dependabot; polochau; DennisTraub
6,EvoMap/evolver,https://github.com/EvoMap/evolver,"The GEP-powered self-evolving engine for AI agents. Auditable evolution with Genes, Capsules, and Events. | evomap.ai",JavaScript,7858,781,140 stars today,autogame-17; cursoragent; penggaolai; claude; onthebigtree
7,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman,JavaScript,68944,3879,499 stars today,JuliusBrussee; claude; sebastianbreguel; github-actions; vraj00222
8,usebruno/bruno,https://github.com/usebruno/bruno,Opensource IDE For Exploring and Testing API's (lightweight alternative to Postman/Insomnia),JavaScript,44690,2548,32 stars today,helloanoop; lohxt1; lohit-bruno; pooja-bruno; naman-bruno
9,atlassian/atlassian-mcp-server,https://github.com/atlassian/atlassian-mcp-server,"Remote MCP Server that securely connects Jira and Confluence with your LLM, IDE, or agent platform of choice.",JavaScript,760,93,3 stars today,lsosa1; pnguyen-atlassian; iosamaatlassian; ekahinga; evperlman1
10,pot-app/pot-desktop,https://github.com/pot-app/pot-desktop,🌈一个跨平台的划词翻译和OCR软件 | A cross-platform software for text translation and recognition.,JavaScript,18595,907,36 stars today,Pylogmon; Havokdan; xtyuns; Integral-Tech; weblate
11,zarazhangrui/frontend-slides,https://github.com/zarazhangrui/frontend-slides,Create beautiful slides on the web using a coding agent's frontend skills,JavaScript,20363,1664,156 stars today,zarazhangrui; claude; lilyzhng; Vaibhavee89; kbanc85
12,viru0909-dev/nyay-setu-working,https://github.com/viru0909-dev/nyay-setu-working,Digitalization of Judiciary System,JavaScript,85,336,4 stars today,viru0909-dev; TheOneAbovELL; pulkit1245; Janeeshareddy; aaryaj154
13,supermemoryai/claude-supermemory,https://github.com/supermemoryai/claude-supermemory,"Enable Claude Code to learn in real-time, update it's knowledge, and grow with you, using supermemory.",JavaScript,2615,157,6 stars today,Dhravya; Prasanna721; MaheshtheDev; claude; robertmclaws
14,vercel-labs/agent-skills,https://github.com/vercel-labs/agent-skills,Vercel's official collection of agent skills,JavaScript,27582,2499,54 stars today,shuding; aurorascharff; quuu; nandorojo; JohnPhamous
15,xuanyustudio/LocalMiniDrama,https://github.com/xuanyustudio/LocalMiniDrama,"🎬 seedance2接入 开源本地 AI 短剧 & 漫剧生成工具 —— 从故事到成片一站式完成，数据不出本机，短剧工作流管理平台，高灵活度，AI真人剧，AI漫剧本地搞定。 Open-source local AI short drama maker: story → storyboard → video, fully offline, your data stays yours. 纳米流水线",JavaScript,573,151,23 stars today,xuanyustudio; Link-1028; 4022chat; Linorman; cursoragent
16,mui/material-ui,https://github.com/mui/material-ui,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.,JavaScript,98382,32623,9 stars today,oliviertassinari; renovate; dmtrKovalenko; dependabot-preview; eps1lon
