Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,wolfpld/tracy,https://github.com/wolfpld/tracy,Frame profiler,C++,15800,1059,33 stars today,wolfpld; Lectem; slomp; mcourteaux; rokups
2,stephenberry/glaze,https://github.com/stephenberry/glaze,"Extremely fast, in memory, serialization, reflection, and RPC library for C++. JSON, BEVE, BSON, CBOR, CSV, JSONB, MessagePack, TOML, YAML, EETF",C++,2729,236,20 stars today,stephenberry; mwalcott3; justend29; jbbjarnason; matrixberry
3,ValveSoftware/GameNetworkingSockets,https://github.com/ValveSoftware/GameNetworkingSockets,Reliable & unreliable messages over UDP. Robust message fragmentation & reassembly. P2P networking / NAT traversal. Encryption.,C++,9539,712,22 stars today,zpostfacto; aiusepsi; jeffhill; SamVanheer; bobsayshilol
4,sonic-net/sonic-swss,https://github.com/sonic-net/sonic-swss,SONiC Switch State Service (SwSS),C++,227,701,0 stars today,stcheng; divyachandralekha; lguohan; mint570; prsunny
5,organicmaps/organicmaps,https://github.com/organicmaps/organicmaps,"🍃 Organic Maps is a free Android & iOS offline maps app for more than 6M travelers, tourists, hikers, and cyclists. It uses crowd-sourced OpenStreetMap data and is developed with love by the community. No ads, no tracking, no data collection, no crapware. Please donate to support the development!",C++,13856,1385,16 stars today,biodranik; vng; bykoianko; igrechuhin; alexzatsepin
6,ROCm/rocm-systems,https://github.com/ROCm/rocm-systems,super repo for rocm systems projects,C++,358,226,0 stars today,lmoriche; kiritigowda; marifamd; dgaliffiAMD; AryanSalmanpour
7,bambulab/BambuStudio,https://github.com/bambulab/BambuStudio,PC Software for BambuLab and other 3D printers,C++,4375,721,11 stars today,Haidiye00; XunZhangBambu; walterwongbbl; bambu123; zhimin-zeng-bambulab
8,fmtlib/fmt,https://github.com/fmtlib/fmt,A modern formatting library,C++,23466,2878,4 stars today,vitaut; phprus; alexezeder; DanielaE; jk-jeon
9,PancakeTAS/lsfg-vk,https://github.com/PancakeTAS/lsfg-vk,Lossless Scaling Frame Generation on Linux,C++,4342,108,4 stars today,PancakeTAS; Rerence1016; Samueru-sama; garyttierney; burrbull
10,NVIDIA/cccl,https://github.com/NVIDIA/cccl,CUDA Core Compute Libraries,C++,2305,386,1 star today,miscco; alliepiper; bernhardmgruber; davebayer; jrhemstad
11,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,C++,71179,16115,8 stars today,protobuf-github-bot; haberman; protobuf-team-bot; mkruskal-google; xfxyjwf
12,openxla/xla,https://github.com/openxla/xla,"A machine learning compiler for GPUs, CPUs, and ML accelerators",C++,4230,796,9 stars today,tensorflower-gardener; Google-ML-Automation; ezhulenev; akuegel; hawkinsp
13,facebook/rocksdb,https://github.com/facebook/rocksdb,"A library that provides an embeddable, persistent key-value store for fast storage.",C++,31663,6812,5 stars today,siying; igorcanadi; ajkr; pdillinger; riversand963
14,ros-navigation/navigation2,https://github.com/ros-navigation/navigation2,ROS 2 Navigation Framework and System,C++,4205,1811,2 stars today,SteveMacenski; ruffsl; mhpanah; mini-1235; orduno
15,sirius-db/sirius,https://github.com/sirius-db/sirius,Pas de description,C++,956,93,4 stars today,bwyogatama; Yifei-yang7; claude; mbrobbel; felipeblazing
16,justcallmekoko/ESP32Marauder,https://github.com/justcallmekoko/ESP32Marauder,A suite of WiFi/Bluetooth offensive and defensive tools for the ESP32,C++,10649,1225,13 stars today,justcallmekoko; H4W9; bmorcelli; trisp3ar; tracedgod
17,MAZHARMIK/Interview_DS_Algo,https://github.com/MAZHARMIK/Interview_DS_Algo,Super Repository for Coding Interview Preperation,C++,4007,1802,1 star today,MAZHARMIK; MAZHAR-TOKOPEDIA
18,google/perfetto,https://github.com/google/perfetto,"Production-grade client-side tracing, profiling, and analysis for complex software systems.",C++,5883,766,6 stars today,LalitMaganti; primiano; chromy; fmayer; stevegolton
19,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,72922,11742,25 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
20,SteamClientHomebrew/Millennium,https://github.com/SteamClientHomebrew/Millennium,"An open-source low-code modding framework to create, manage and use themes/plugins for the desktop Steam Client without any low-level internal interaction or overhead.",C++,3456,126,10 stars today,shdwmtr; semantic-release-bot; ninetailedtori; ricewind012
