Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,EsotericSoftware/spine-runtimes,https://github.com/EsotericSoftware/spine-runtimes,2D skeletal animation runtimes for Spine.,C++,5174,3116,1 star today,badlogic; NathanSweet; HaraldCsaszar; pharan; davidetan
2,argotorg/solidity,https://github.com/argotorg/solidity,"Solidity, the Smart Contract Programming Language",C++,25661,6132,1 star today,chriseth; axic; cameel; ekpyron; clonker
3,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,C++,196027,75191,99 stars today,tensorflower-gardener; ezhulenev; akuegel; hawkinsp; mihaimaruseac
4,ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot,"ArduPlane, ArduCopter, ArduRover, ArduSub source",C++,15349,20966,7 stars today,peterbarker; tridge; rmackay9; IamPete1; andyp1per
5,ROCm/rocm-systems,https://github.com/ROCm/rocm-systems,super repo for rocm systems projects,C++,413,284,1 star today,lmoriche; kiritigowda; marifamd; dgaliffiAMD; AryanSalmanpour
6,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,C++,71399,16165,11 stars today,protobuf-github-bot; haberman; protobuf-team-bot; mkruskal-google; xfxyjwf
7,kvcache-ai/Mooncake,https://github.com/kvcache-ai/Mooncake,"Mooncake is the serving platform for Kimi, a leading LLM service provided by Moonshot AI.",C++,5656,885,13 stars today,stmatengss; alogfans; xiaguan; ShangmingCai; claude
8,rizinorg/cutter,https://github.com/rizinorg/cutter,Free and Open Source Reverse Engineering Platform powered by rizin,C++,19192,1412,38 stars today,thestr4ng3r; xarkes; karliss; ITAYC0HEN; XVilka
9,ros-navigation/navigation2,https://github.com/ros-navigation/navigation2,ROS 2 Navigation Framework and System,C++,4382,1861,7 stars today,SteveMacenski; ruffsl; mhpanah; mini-1235; orduno
10,rathena/rathena,https://github.com/rathena/rathena,rAthena is an open-source cross-platform MMORPG server.,C++,3454,2696,0 stars today,aleos89; Lemongrass3110; Atemo; cydh; rAthenaAPI
11,vllm-project/vllm-ascend,https://github.com/vllm-project/vllm-ascend,Community maintained hardware plugin for vLLM on Ascend,C++,2288,1447,7 stars today,wangxiyuan; Potabk; MengqingCao; zhangxinyuehfad; Yikun
12,mavlink/qgroundcontrol,https://github.com/mavlink/qgroundcontrol,"Cross-platform ground control station for drones (Android, iOS, Mac OS, Linux, Windows)",C++,4694,4876,4 stars today,DonLakeFlyer; LorenzMeier; dogmaphobic; PX4BuildBot; HTRamsey
13,catboost/catboost,https://github.com/catboost/catboost,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification, regression and other machine learning tasks for Python, R, Java, C++. Supports computation on CPU and GPU.",C++,8997,1301,3 stars today,arcadia-devtools; andrey-khropov; georgthegreat; robot-piglet; shadchin
14,amnezia-vpn/amnezia-client,https://github.com/amnezia-vpn/amnezia-client,Amnezia VPN Client (Desktop+Mobile),C++,12672,936,18 stars today,pokamest; Nethius; albexk; outspace; vkamn
15,grpc/grpc,https://github.com/grpc/grpc,"C++ based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",C++,44922,11162,3 stars today,ctiller; jtattermusch; markdroth; vjpai; yashykt
16,input-leap/input-leap,https://github.com/input-leap/input-leap,Open-source KVM software,C++,8184,414,8 stars today,p12tic; shymega; whot; sithlord48; mokibit
17,optiscaler/OptiScaler,https://github.com/optiscaler/OptiScaler,"OptiScaler bridges upscaling/frame gen across GPUs. Supports DLSS2+/XeSS/FSR2+ inputs, replaces native upscalers, enables FSR-FG/XeFG on non-FG titles. Supports Nukem mod for DLSSG-to-FSR3 FG.",C++,8895,319,26 stars today,cdozdil; FakeMichau; TheRazerMD; MapleHinata; CetinOzdil
18,ZLMediaKit/ZLMediaKit,https://github.com/ZLMediaKit/ZLMediaKit,WebRTC/RTSP/RTMP/HTTP/HLS/HTTP-FLV/WebSocket-FLV/HTTP-TS/HTTP-fMP4/WebSocket-TS/WebSocket-fMP4/GB28181/SRT/STUN/TURN server and client framework based on C++11,C++,17207,4081,9 stars today,xia-chu; xiongguangjie; wasphin; Dw9; alexliyu7352
19,doitsujin/dxvk,https://github.com/doitsujin/dxvk,"Vulkan-based implementation of D3D8, 9, 10 and 11 for Linux / Wine",C++,17363,1144,9 stars today,doitsujin; misyltoad; K0bin; WinterSnowfall; Blisto91
20,zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,这是一个用于显示当前网速、CPU及内存利用率的桌面悬浮窗软件，并支持任务栏显示，支持更换皮肤。,C++,44963,3703,25 stars today,zhongyang219; BombaxCeiba; QingFeng-awa; josStorer; xgdgsc
21,NVIDIA/cuda-samples,https://github.com/NVIDIA/cuda-samples,Samples for CUDA Developers which demonstrates features in CUDA Toolkit,C++,9327,2368,6 stars today,rwarmstr; XSShawnZeng; mdoijade; Ru7w1k; jnbntz
22,mamedev/mame,https://github.com/mamedev/mame,MAME,C++,10243,2411,4 stars today,happppp; ajrhacker; angelosa; cuavas; rb6502
