Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use to build applications.,Rust,13240,2440,18 stars today,drewbanin; beckjake; jtcohen6; claude; emmyoop
2,google/comprehensive-rust,https://github.com/google/comprehensive-rust,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.,Rust,33171,2039,26 stars today,mgeisler; dependabot; qwandor; djmitche; randomPoison
3,lance-format/lance,https://github.com/lance-format/lance,"Open Lakehouse Format for Multimodal AI. Convert from Parquet in 2 lines of code for 100x faster random access, vector index, and data versioning. Compatible with Pandas, DuckDB, Polars, Pyarrow, and PyTorch with more integrations coming..",Rust,6722,737,4 stars today,github-actions; eddyxu; westonpace; wjones127; BubbleCal
4,rust-lang/rust,https://github.com/rust-lang/rust,Empowering everyone to build reliable and efficient software.,Rust,114253,15030,50 stars today,bors; matthiaskrgr; RalfJung; GuillaumeGomez; matklad
5,rivet-dev/agentos,https://github.com/rivet-dev/agentos,"A faster, lighter, cheaper alternative to sandboxes. Run any coding agent inside an isolated Linux VM, with agent orchestration built in.",Rust,3295,159,29 stars today,NathanFlurry; Blckbrry-Pi; jog1t; abcxff; MasterPtato
6,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,117160,17753,91 stars today,rustdesk; fufesou; 21pages; Kingtous; Heap-Hop
7,iced-rs/iced,https://github.com/iced-rs/iced,"A cross-platform GUI library for Rust, inspired by Elm",Rust,30859,1587,13 stars today,hecrj; tarkah; bungoboingo; derezzedex; nicksenger
8,gglucass/headroom-desktop,https://github.com/gglucass/headroom-desktop,Unlock 2x more Claude Code and Codex usage,Rust,284,22,27 stars today,gglucass; claude; dependabot
9,slint-ui/slint,https://github.com/slint-ui/slint,"Slint is an open-source declarative GUI toolkit to build native user interfaces for Rust, C++, JavaScript, or Python apps.",Rust,23051,918,14 stars today,tronical; ogoffart; hunger; NigelBreslaw; dependabot
10,zed-industries/zed,https://github.com/zed-industries/zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",Rust,86078,9288,58 stars today,as-cii; maxbrunsfeld; maxdeviant; nathansobo; ConradIrwin
11,louis-e/arnis,https://github.com/louis-e/arnis,Generate any location from the real world in Minecraft with a high level of detail.,Rust,16471,1368,51 stars today,louis-e; claude; dependabot; Oleg4260; XianlinSheng
12,denoland/deno,https://github.com/denoland/deno,A modern runtime for JavaScript and TypeScript.,Rust,107363,6093,29 stars today,bartlomieju; dsherret; ry; littledivy; nayeemrmn
13,mullvad/mullvadvpn-app,https://github.com/mullvad/mullvadvpn-app,The Mullvad VPN client app for desktop and mobile,Rust,7284,499,59 stars today,dlon; faern; pronebird; raksooo; pinkisemils
14,ogulcancelik/herdr,https://github.com/ogulcancelik/herdr,agent multiplexer that lives in your terminal.,Rust,7764,477,237 stars today,ogulcancelik; github-actions; kangal-bot; Golden-Pigeon; othavi0
15,apache/opendal,https://github.com/apache/opendal,"Apache OpenDAL: One Layer, All Storage.",Rust,5208,778,7 stars today,Xuanwo; tisonkun; dependabot; suyanhanx; koushiro
16,GreptimeTeam/greptimedb,https://github.com/GreptimeTeam/greptimedb,"The open-source Observability 2.0 database. One engine for metrics, logs, and traces — replacing Prometheus, Loki & ES.",Rust,6387,502,2 stars today,github-merge-queue; waynexia; WenyXu; evenyag; v0y4g3r
17,emilk/egui,https://github.com/emilk/egui,egui: an easy-to-use immediate mode GUI in Rust that runs on both web and native,Rust,29525,2053,12 stars today,emilk; lucasmerlin; Wumpf; YgorSouza; rustbasic
18,kata-containers/kata-containers,https://github.com/kata-containers/kata-containers,"Kata Containers is an open source project and community working to build a standard implementation of lightweight Virtual Machines (VMs) that feel and perform like containers, but provide the workload isolation and security advantages of VMs. https://katacontainers.io/",Rust,8189,1377,10 stars today,fidencio; GabyCT; stevenhorsman; bergwolf; Apokleos
19,wasmerio/wasmer,https://github.com/wasmerio/wasmer,"🚀 Fast, secure, lightweight containers based on WebAssembly",Rust,20853,981,8 stars today,syrusakbary; Hywan; MarkMcCaskey; bors; xdoardo
20,databendlabs/databend,https://github.com/databendlabs/databend,"Data Agent Ready Warehouse : One for Analytics, Search, AI, Python Sandbox. — rebuilt from scratch. Unified architecture on your S3.",Rust,9357,888,0 stars today,bohutang; sundy-li; mergify; zhang2014; Xuanwo
21,risingwavelabs/risingwave,https://github.com/risingwavelabs/risingwave,"Event streaming platform for agentic AI. Continuously ingest, transform, and serve event streams in real time, at scale.",Rust,9117,782,3 stars today,mergify; BugenZhao; xxchan; dependabot; wenym1
22,oxc-project/oxc,https://github.com/oxc-project/oxc,⚓ A collection of high-performance JavaScript tools.,Rust,21744,1094,12 stars today,Boshen; overlookmotel; camc314; Dunqing; Sysix
