Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,《深入理解 AI Agent：设计原理与工程实践》（李博杰 著）开源主仓库：全书正文、编译版 PDF 与按章配套代码,Python,10586,991,"4,434 stars today",bojieli; claude; santhreal; github-actions; toanalien
2,tirth8205/code-review-graph,https://github.com/tirth8205/code-review-graph,"Local-first code intelligence graph for MCP and CLI. Builds a persistent map of your codebase so AI coding tools read only what matters, with benchmarked context reductions on reviews and large-repo workflows.",Python,23391,2282,"1,833 stars today",tirth8205; claude; gzenz; jaissebastian; michael-denyer
3,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,40632,6731,823 stars today,rohitg00; github-actions; abhinav-m22; thereisnotime; pzy0006
4,kvcache-ai/ktransformers,https://github.com/kvcache-ai/ktransformers,A Flexible Framework for Experiencing Heterogeneous LLM Inference/Fine-tune Optimizations,Python,18758,1463,458 stars today,Atream; KMSorSMS; Azure-Tang; ovowei; qiyuxinlin
5,topoteretes/cognee,https://github.com/topoteretes/cognee,Cognee is the open-source AI memory platform for agents. Give your AI agents persistent long-term memory across sessions with a self-hosted knowledge graph engine.,Python,28829,2745,234 stars today,Vasilije1990; dexters1; hajdul88; borisarzentar; claude
6,Robbyant/lingbot-map,https://github.com/Robbyant/lingbot-map,A feed-forward 3D foundation model for reconstructing scenes from streaming data,Python,14297,1486,565 stars today,LinZhuoChen; justimyhxu
7,MoonshotAI/kimi-cli,https://github.com/MoonshotAI/kimi-cli,Kimi Code CLI is your next CLI agent.,Python,10271,1222,410 stars today,stdrc; RealKai42; xxchan; dependabot; n-WN
8,AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,"AI Agent Assistant & development framework that integrates lots of IM platforms, LLMs, plugins and AI feature, and can be your openclaw alternative. ✨",Python,37147,2584,317 stars today,Soulter; Raven95676; RC-CHN; zouyonghe; LIghtJUNction
9,PrefectHQ/fastmcp,https://github.com/PrefectHQ/fastmcp,"🚀 The fast, Pythonic way to build MCP servers and clients.",Python,26565,2165,96 stars today,jlowin; strawgate; claude; zzstoatzz; marvin-context-protocol
10,PostHog/posthog,https://github.com/PostHog/posthog,"🦔 PostHog is the leading platform for building self-driving products. Our developer tools – AI observability, analytics, session replay, flags, experiments, error tracking, logs, and more – capture all the context agents need to diagnose problems, uncover opportunities, and ship fixes. Steer it all from Slack, web, desktop, or the MCP.",Python,37141,3070,310 stars today,github-actions; pauldambra; Twixes; mariusandra; claude
11,Canner/WrenAI,https://github.com/Canner/WrenAI,"GenBI (Generative BI) for AI agents, an open-source, governed text-to-SQL through an open context layer that turns natural-language questions into trusted dashboards, charts, and SQL across 20+ data sources, such as BigQuery, Snowflake, PostgreSQL, ClickHouse, Amazon Redshift, Databricks and more.",Python,16452,1857,321 stars today,goldmedal; cyyeh; onlyjackfrost; wwwy3y3; andreashimin
12,browser-use/video-use,https://github.com/browser-use/video-use,Edit videos with coding agents,Python,17383,2097,110 stars today,gregpr07; claude; ShawnPana; antoinersx; miguel-heygen
13,Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,"Use claude code, codex or pi for free from the terminal, IDE, or you phone like OpenClaw (voice supported)",Python,41287,6711,313 stars today,Alishahryar1; cursoragent; dependabot; claude; rishiskhare
14,megadose/holehe,https://github.com/megadose/holehe,"holehe allows you to check if the mail is used on different sites like twitter, instagram and will retrieve information on sites with the forgotten password function.",Python,11752,1450,10 stars today,megadose; Eriys; novitae; mxrch; byt3loss
15,lingfengQAQ/webnovel-writer,https://github.com/lingfengQAQ/webnovel-writer,基于 Claude Code 的长篇网文辅助创作系统，解决 AI 写作中的「遗忘」和「幻觉」问题，支持 200 万字量级 连载创作。,Python,6002,1037,38 stars today,lingfengQAQ; claude; github-actions
16,langchain-ai/open-swe,https://github.com/langchain-ai/open-swe,An Open-Source Asynchronous Coding Agent,Python,10369,1176,13 stars today,bracesproul; johannes117; open-swe; aran-yogesh; open-swe
