Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Agent-Field/agentfield,https://github.com/Agent-Field/agentfield,"Build, run and scale AI agents like API and microservices",Go,2400,384,20 stars today,santoshkumarradha; github-actions; AbirAbbas; claude; dependabot
2,m1k1o/neko,https://github.com/m1k1o/neko,A self hosted virtual browser that runs in docker and uses WebRTC.,Go,21633,1540,70 stars today,m1k1o; nurdism; mbattista; prophetofxenu; gbrian
3,pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,Open Source realtime backend in 1 file,Go,60070,3566,59 stars today,ganigeorgiev; ValleyZw; yuxiang-gao; ghostdevv; pnmcosta
4,mudler/LocalAI,https://github.com/mudler/LocalAI,"LocalAI is the open-source AI engine. Run any model - LLMs, vision, voice, image, video - on any hardware. No GPU required.",Go,47712,4266,35 stars today,mudler; localai-bot; dependabot; renovate; richiejp
5,mvanhorn/cli-printing-press,https://github.com/mvanhorn/cli-printing-press,"Every API has a secret identity. This finds it, absorbs every feature from every competing tool, then builds the GOAT CLI — designed for AI agents first, with SQLite sync, offline search, and compound insight commands.",Go,4190,449,114 stars today,tmchow; mvanhorn; claude; vinnyp; mergify
6,schollz/croc,https://github.com/schollz/croc,Easily and securely send things from one computer to another 🐊 📦,Go,36307,1435,511 stars today,schollz; TheQueasle; dependabot; stefins; jolheiser
7,tphakala/birdnet-go,https://github.com/tphakala/birdnet-go,"Self-hosted realtime soundscape analyser for birds, bats and other wildlife. Multi-model local AI inference, runs 24/7 on a Raspberry Pi.",Go,1489,142,12 stars today,tphakala; claude; dependabot; github-actions; isZumpo
8,open-telemetry/opentelemetry-go-compile-instrumentation,https://github.com/open-telemetry/opentelemetry-go-compile-instrumentation,OpenTelemetry Go Compile Instrumentation,Go,359,91,20 stars today,kakkoyun; y1yang0; txabman42; renovate; amazingakai
9,ArvinLovegood/go-stock,https://github.com/ArvinLovegood/go-stock,🦄🦄🦄AI赋能股票分析：AI加持的股票分析/选股工具。股票行情获取，AI热点资讯分析，AI资金/财务分析，涨跌报警推送。支持A股，港股，美股。支持市场整体/个股情绪分析，AI辅助选股等。数据全部保留在本地。支持DeepSeek，OpenAI， Ollama，LMStudio，AnythingLLM，硅基流动，火山方舟，阿里云百炼等平台或模型。,Go,6965,1233,35 stars today,ArvinLovegood; CodeNoobLH; dependabot; GiCo001; github-advanced-security
10,mvanhorn/printing-press-library,https://github.com/mvanhorn/printing-press-library,"Official library of CLIs generated by the CLI Printing Press. Endorsed, tested, and community-contributed.",Go,1831,530,14 stars today,tmchow; github-actions; claude; mvanhorn; cathrynlavery
11,openclaw/crabbox,https://github.com/openclaw/crabbox,"Crabbox: warm a box, sync the diff, run the suite.",Go,1199,142,9 stars today,steipete; vincentkoc; coygeek; zozo123; stainlu
12,AgentWrapper/agent-orchestrator,https://github.com/AgentWrapper/agent-orchestrator,"Agent IDE that enables you to manage fleets of coding agents. It comes with an agentic orchestrator that plans tasks, spawns agents, and autonomously handles CI fixes, merge conflicts, and code reviews.",Go,8425,1219,36 stars today,claude; harshitsinghbhandari; AgentWrapper; suraj-markup; ashish921998
13,evcc-io/evcc,https://github.com/evcc-io/evcc,solar charging ☀️🚘,Go,6975,1411,3 stars today,andig; naltatis; premultiply; weblate; DerAndereAndi
14,charmbracelet/crush,https://github.com/charmbracelet/crush,Glamourous agentic coding for all 💘,Go,26678,2039,47 stars today,kujtimiihoxha; andreynering; meowgorithm; aymanbagabas; caarlos0
15,henrygd/beszel,https://github.com/henrygd/beszel,"Lightweight server monitoring with historical data, docker stats, and alerts.",Go,23638,904,34 stars today,henrygd; svenvg93; a-mnich; stanol; arsfy
16,safing/portmaster,https://github.com/safing/portmaster,🏔 Love Freedom - ❌ Block Mass Surveillance,Go,13332,549,23 stars today,dhaavi; stenya; ppacher; vlabo; davegson
17,apache/casbin,https://github.com/apache/casbin,"Apache Casbin: an authorization library that supports access control models like ACL, RBAC, ABAC.",Go,20274,1753,6 stars today,hsluoyz; nodece; kilosonc; 00LT00; Copilot
18,mostlygeek/llama-swap,https://github.com/mostlygeek/llama-swap,"Reliable model swapping for any local OpenAI/Anthropic compatible server - llama.cpp, vllm, etc",Go,5076,385,23 stars today,mostlygeek; claude; ryan-steed-usa; marcusds; oytech
19,asheshgoplani/agent-deck,https://github.com/asheshgoplani/agent-deck,"Terminal session manager for AI coding agents. One TUI for Claude, Gemini, OpenCode, Codex, and more.",Go,561,90,11 stars today,asheshgoplani; claude; seanyoungberg; DoozyX; johnuopini
