Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,arendst/Tasmota,https://github.com/arendst/Tasmota,"Alternative firmware for ESP8266 and ESP32 based devices with easy configuration using webUI, OTA updates, automation using timers or rules, expandability and entirely local control over MQTT, HTTP, Serial or KNX. Full documentation at",C,24261,5075,4 stars today,arendst; s-hadinger; Jason2866; ascillato; gemu2015
2,mgba-emu/mgba,https://github.com/mgba-emu/mgba,mGBA Game Boy Advance Emulator,C,6959,968,3 stars today,endrift; ahigerd; lotharsm; bentley; waddlesplash
3,betaflight/betaflight,https://github.com/betaflight/betaflight,Open Source Flight Controller Firmware,C,10836,3707,12 stars today,mikeller; hydra; martinbudden; borisbstyle; blckmn
4,iNavFlight/inav,https://github.com/iNavFlight/inav,INAV: Navigation-enabled flight control software,C,4050,1801,1 star today,digitalentity; DzikuVx; hydra; mmosca; breadoven
5,jqlang/jq,https://github.com/jqlang/jq,Command-line JSON processor,C,34421,1766,19 stars today,stedolan; nicowilliams; itchyny; dtolnay; github-actions
6,FWGS/xash3d-fwgs,https://github.com/FWGS/xash3d-fwgs,Xash3D FWGS engine,C,2439,400,3 stars today,a1batross; mittorn; SNMetamorph; nekonomicon; fgsfdsfgs
7,git/git,https://github.com/git/git,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.,C,60252,27799,24 stars today,gitster; peff; dscho; pks-t; avar
8,Limine-Bootloader/Limine,https://github.com/Limine-Bootloader/Limine,"Modern, advanced, portable, multiprotocol bootloader and boot manager.",C,2972,189,4 stars today,Mintsuki; qookei; Andy-Python-Programmer; dependabot; pitust
9,espressif/esp-idf,https://github.com/espressif/esp-idf,Espressif IoT Development Framework. Official development framework for Espressif SoCs.,C,17806,8209,8 stars today,igrr; projectgus; jack0c; suda-morris; mahavirj
10,pbatard/rufus,https://github.com/pbatard/rufus,The Reliable USB Formatting Utility,C,35440,3004,27 stars today,pbatard; bovirus; ThiloL; MehmetaliKuran; Sopor
11,netdata/netdata,https://github.com/netdata/netdata,"The fastest path to AI-powered full stack observability, even for lean teams.",C,78416,6403,32 stars today,ktsaou; netdatabot; ilyam8; Ferroin; stelfrag
12,LumaTeam/Luma3DS,https://github.com/LumaTeam/Luma3DS,"Nintendo 3DS ""Custom Firmware""",C,6369,621,5 stars today,TuxSH; AuroraWright; Reisyukaku; PabloMK7; LiquidFenrir
13,Next-Flip/Momentum-Firmware,https://github.com/Next-Flip/Momentum-Firmware,"🐬 Feature-rich, stable and customizable Flipper Firmware",C,8328,493,5 stars today,WillyJL; xMasterX; skotopes; hedger; Astrrra
14,microsoft/WSL2-Linux-Kernel,https://github.com/microsoft/WSL2-Linux-Kernel,The source for the Linux kernel used in Windows Subsystem for Linux 2 (WSL2),C,10266,1390,15 stars today,torvalds; davem330; arndb; broonie; tiwai
15,brunodev85/winlator,https://github.com/brunodev85/winlator,Android application for running Windows applications with Wine and Box86/Box64,C,17096,1343,12 stars today,brunodev85; kazimaruf991; Kashinathpat; hackcasual; lvonasek
16,eclipse-mosquitto/mosquitto,https://github.com/eclipse-mosquitto/mosquitto,Eclipse Mosquitto - An open source MQTT broker,C,10796,2600,4 stars today,ralight; keptt; karlp; NorbertHeusser; PierreF
17,termux/termux-x11,https://github.com/termux/termux-x11,Termux X-server add-on.,C,3859,529,13 stars today,twaik; dependabot; creepy-pasta101; gradle-update-robot; github-actions
18,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,C,138378,12883,43 stars today,rom1v; yume-chan; npes87184; brunoais; rootkea
19,fastfetch-cli/fastfetch,https://github.com/fastfetch-cli/fastfetch,"A maintained, feature-rich and performance oriented, neofetch like system information tool.",C,21889,735,41 stars today,CarterLi; LinusDierheimer; DarNCelsius; apocelipes; x-zvf
20,moonlight-stream/moonlight-android,https://github.com/moonlight-stream/moonlight-android,GameStream client for Android,C,6488,1154,3 stars today,cgutman; yetanothername; Kaitul; jorys-paulin; dwaxemberg
