Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,anomalyco/opencode,https://github.com/anomalyco/opencode,The open source coding agent.,TypeScript,205328,26782,551 stars today,thdxr; adamdotdevin; rekram1-node; opencode-agent; actions-user
2,ruvnet/ruflo,https://github.com/ruvnet/ruflo,"🌊 The original agent meta-harness. Deploy intelligent multi-player swarms, coordinate autonomous workflows, and build conversational AI systems. Features adaptive memory, self-learning intelligence, RAG integration, and native Claude Code / Codex / Hermes and many more Integrated",TypeScript,71042,8440,276 stars today,ruvnet; claude; proffesor-for-testing; dajiaohuang; alexx-ftw
3,magnitudedev/magnitude,https://github.com/magnitudedev/magnitude,"Open source inference server that runs the best local models for your hardware, plugged into the agent you already use. Works with Pi, OpenCode, Hermes, OpenClaw, Codex, Claude Code, Oh My Pi, and Cline.",TypeScript,3735,265,604 stars today,anerli; thrgreenwald; github-actions; fabianhug; lloydgreenwald
4,BraveOPotato/FckSignups,https://github.com/BraveOPotato/FckSignups,"A list of tools that are open-source, in-browser, and require no-signups!",TypeScript,3375,211,436 stars today,BraveOPotato; Moamal-2000; AnandSundar; mbj36; HoangTran0410
5,aipoch/open-science,https://github.com/aipoch/open-science,"Open Science by AIPOCH is an open-source, local-first, model-agnostic AI research workbench for macOS, Windows, and Linux, with scientific agents, Python/R notebooks, data connectors, and reproducible provenance.",TypeScript,3916,241,146 stars today,ewen-poch; claude; wen2zhou; roxi3906; daanveer-tech
6,humanlayer/skills,https://github.com/humanlayer/skills,Pas de description,TypeScript,3206,94,451 stars today,dexhorthy; claude; K-Mistele
7,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,Write HTML. Render video. Built for agents.,TypeScript,44458,4251,220 stars today,miguel-heygen; vanceingalls; jrusso1020; claude; ukimsanov
8,AdventDevInc/kudu,https://github.com/AdventDevInc/kudu,"Free Windows, Mac and Linux cleaner, scanner, and more.",TypeScript,3028,238,396 stars today,dbfx; claude; dependabot; github-actions; github-advanced-security
9,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",TypeScript,142681,10262,202 stars today,zzzgydi; Tunglies; wonfen; MystiPanda; renovate
10,thewh1teagle/vibe,https://github.com/thewh1teagle/vibe,Transcribe on your own!,TypeScript,7351,511,11 stars today,thewh1teagle; claude; Ifan24; oleole39; neurlang
11,mksglu/context-mode,https://github.com/mksglu/context-mode,"Context window optimization for AI coding agents. Sandboxes tool output (98% reduction), persists session memory, and enforces routing across 17 platforms via MCP + hooks.",TypeScript,20497,1510,85 stars today,mksglu; claude; github-actions; ipedro; ousamabenyounes
12,openclaw/openclaw,https://github.com/openclaw/openclaw,The AI that really does things. Any OS. Any Platform. The lobster way. 🦞,TypeScript,389062,81758,141 stars today,steipete; vincentkoc; shakkernerd; obviyus; Takhoffman
13,hydralauncher/hydra,https://github.com/hydralauncher/hydra,Hydra Launcher is an open-source gaming platform created to be the single tool that you need,TypeScript,16850,4011,16 stars today,Moyasee; zamitto; Hachi-R; chubbygrannychaser
14,KnockOutEZ/wigolo,https://github.com/KnockOutEZ/wigolo,"The go-to web for your AI coding agent — local-first search, fetch, crawl & research over MCP. No API keys, no cloud, $0/query. Public beta.",TypeScript,5138,411,89 stars today,KnockOutEZ; HsiangNianian; ashrafulislambd; josephkehan-prog; spartan8806
15,CyberTimon/RapidRAW,https://github.com/CyberTimon/RapidRAW,"A beautiful, non-destructive, and GPU-accelerated RAW image editor built with performance in mind.",TypeScript,9891,538,33 stars today,CyberTimon; RayJW; andrewazores; Duecki1; GimleLarpes
16,can1357/oh-my-pi,https://github.com/can1357/oh-my-pi,⌥ Coding agent with the IDE wired in,TypeScript,29862,3044,175 stars today,can1357; roboomp; badlogic; Mathews-Tom; metaphorics
17,C4illin/ConvertX,https://github.com/C4illin/ConvertX,💾 Self-hosted online file converter. Supports 1000+ formats ⚙️,TypeScript,18850,1061,79 stars today,C4illin; renovate; dependabot; Laertes87; flrjrf
