Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,198639,30523,"1,406 stars today",affaan-m; claude; pangerlkr; greptile-apps; dependabot
2,zen-browser/desktop,https://github.com/zen-browser/desktop,Welcome to a calmer internet,JavaScript,42346,1525,66 stars today,mr-cheffy; Slowlife01; kristijanribaric; octaviusz; BrhmDev
3,Axorax/awesome-free-apps,https://github.com/Axorax/awesome-free-apps,Curated list of the best free apps for PC and mobile,JavaScript,6338,317,69 stars today,Axorax; trimclain; 1337Core; github-actions; 6512345
4,atlassian/atlassian-mcp-server,https://github.com/atlassian/atlassian-mcp-server,"Remote MCP Server that securely connects Jira and Confluence with your LLM, IDE, or agent platform of choice.",JavaScript,741,88,6 stars today,lsosa1; pnguyen-atlassian; iosamaatlassian; ekahinga; evperlman1
5,poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,⭐️ Companies that don't have a broken hiring process,JavaScript,50797,3896,27 stars today,bors; poteto; desjardinsalec; abdusabri; stansotn
6,pbakaus/impeccable,https://github.com/pbakaus/impeccable,The design language that makes your AI harness better at design.,JavaScript,31394,1720,303 stars today,pbakaus; claude; vinaypokharkar; abdulwahabone; rohan-tessl
7,ryanmcdermott/clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,Clean Code concepts adapted for JavaScript,JavaScript,94396,12467,14 stars today,ryanmcdermott; vsemozhetbyt; frappacchio; b0yfriend; DavidVujic
8,HeyPuter/puter,https://github.com/HeyPuter/puter,"🌐 The Internet Computer! Free, Open-Source, and Self-Hostable.",TypeScript,41979,3829,67 stars today,KernelDeimos; jelveh; Salazareo; ProgrammerIn-wonderland; AtkinsSJ
9,PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,📄 Configuration files that enhance Cursor AI editor experience with custom rules and behaviors,JavaScript,39780,3394,27 stars today,PatrickJS; usm4nhafeez; oliviacraft; clubanderson; feddelegrand7
10,WebGoat/WebGoat,https://github.com/WebGoat/WebGoat,WebGoat is a deliberately insecure application,JavaScript,9136,7768,2 stars today,nbaars; misfir3; dependabot; zubcevic; mayhew64
11,vercel-labs/agent-skills,https://github.com/vercel-labs/agent-skills,Vercel's official collection of agent skills,JavaScript,27308,2471,51 stars today,shuding; aurorascharff; quuu; nandorojo; JohnPhamous
12,hitesh-kumar123/Travel-Plans-,https://github.com/hitesh-kumar123/Travel-Plans-,"PackGo: Your ultimate travel companion. Built with React, Redux, Node.js & MongoDB to seamlessly plan trips, track budgets, check weather, and organize bookings in one intuitive dashboard.",JavaScript,44,145,6 stars today,hitesh-kumar123; aaniya22; Harshit2722; himal221; developer-yash03
13,viarotel-org/escrcpy,https://github.com/viarotel-org/escrcpy,📱 Display and control your Android device graphically with scrcpy.,JavaScript,10085,720,16 stars today,viarotel; reindex-ot; dainamiter; salmanmkc; ahmed-0011
