Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,anthropics/claude-plugins-official,https://github.com/anthropics/claude-plugins-official,"Official, Anthropic-managed directory of high quality Claude Code Plugins.",Python,25136,2772,"2,549 stars today",bryan-anthropic; tobinsouth; k6l3; claude; noahzweben
2,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,12077,2288,988 stars today,rohitg00; abhinav-m22; thereisnotime; abhishek-marathe04
3,odoo/odoo,https://github.com/odoo/odoo,Odoo. Open Source Apps To Grow Your Business.,Python,51165,32517,79 stars today,tde-banana-odoo; fpodoo; xmo-odoo; KangOl; odony
4,Fincept-Corporation/FinceptTerminal,https://github.com/Fincept-Corporation/FinceptTerminal,"FinceptTerminal is a modern finance application offering advanced market analytics, investment research, and economic data tools, designed for interactive exploration and data-driven decision-making in a user-friendly environment.",Python,22684,3131,367 stars today,tilakpatel22; claude; Jaimin-ptl07; github-actions; rudrasheth
5,yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,A feature-rich command-line audio/video downloader,Python,164407,13829,444 stars today,dstftw; phihag; pukkandan; remitamine; jaimeMF
6,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,The agent that grows with you,Python,163269,26723,"1,743 stars today",teknium1; OutThisLife; kshitijk4poor; claude; 0xbyt4
7,facebookresearch/sam3,https://github.com/facebookresearch/sam3,"The repository provides code for running inference and finetuning with the Meta Segment Anything Model 3 (SAM 3), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",Python,10058,1501,63 stars today,tengyu-ma; kalyanvasudev; sdebnathusc; haithamkhedr; damaggu
8,lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,Focus on prompting and generating,Python,48804,7940,183 stars today,lllyasviel; mashb1t; MoonRide303; xhoxye
9,HKUDS/ViMax,https://github.com/HKUDS/ViMax,"""ViMax: Agentic Video Generation (Director, Screenwriter, Producer, and Video Generator All-in-One)""",Python,6749,1066,266 stars today,Hengji-cs; xvrrr; chaohuang-ai; akaxlh; tun-sudo
10,D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,🕷️ An adaptive Web Scraping framework that handles everything from a single request to a full-scale crawl!,Python,53209,5094,492 stars today,D4Vinci; AbdullahY36; yetval; claude; mhillebrand
11,plastic-labs/honcho,https://github.com/plastic-labs/honcho,Memory library for building stateful agents,Python,4027,467,133 stars today,VVoruganti; Rajat-Ahuja1997; dr-frmr; vintrocode; ajspig
12,aiming-lab/AutoResearchClaw,https://github.com/aiming-lab/AutoResearchClaw,Fully autonomous & self-evolving research from idea to paper. Chat an Idea. Get a Paper. 🦞,Python,12510,1466,73 stars today,Jiaaqiliu; huaxiuyao; claude; miky-rola; GRAPE-VLA
13,microsoft/agent-governance-toolkit,https://github.com/microsoft/agent-governance-toolkit,"AI Agent Governance Toolkit — Policy enforcement, zero-trust identity, execution sandboxing, and reliability engineering for autonomous AI agents. Covers 10/10 OWASP Agentic Top 10.",Python,1838,343,86 stars today,imran-siddique; Copilot; dependabot; finnoybu; claude
14,awslabs/aidlc-workflows,https://github.com/awslabs/aidlc-workflows,AI-Driven Life Cycle (AI-DLC) adaptive workflow steering rules for AI coding agents,Python,2373,386,25 stars today,raj-jain-aws; scottschreckengaust; leandrodamascena; dependabot; harmjeff
15,Tracer-Cloud/opensre,https://github.com/Tracer-Cloud/opensre,Build your own AI SRE agents. The open source toolkit for the AI era.,Python,5664,729,93 stars today,davincios; VaibhavUpreti; aliya-tracer; cursoragent; muddlebee
16,langchain-ai/langchain,https://github.com/langchain-ai/langchain,The agent engineering platform.,Python,137427,22733,117 stars today,baskaryan; hwchase17; ccurme; mdrxy; eyurtsev
17,Imbad0202/academic-research-skills,https://github.com/Imbad0202/academic-research-skills,Academic Research Skills for Claude Code: research → write → review → revise → finalize,Python,19116,1641,"1,041 stars today",Imbad0202; claude; xiaolai; eltociear; xpfo-go
18,google-research/timesfm,https://github.com/google-research/timesfm,TimesFM (Time Series Foundation Model) is a pretrained time-series foundation model developed by Google Research for time-series forecasting.,Python,20022,1943,98 stars today,rajatsen91; siriuz42; misha-chertushkin; darkpowerxo; JustinGuese
