Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,THU-MAIC/OpenMAIC,https://github.com/THU-MAIC/OpenMAIC,"Open Multi-Agent Interactive Classroom — Get an immersive, multi-agent learning experience in just one click",TypeScript,24591,4525,"1,370 stars today",wyuc; claude; cosarah; YizukiAme; ly-wang19
2,corsairdev/corsair,https://github.com/corsairdev/corsair,Connect your users to their apps,TypeScript,11009,528,126 stars today,devjain32; mukul7661; Dhirenderchoudhary; yuvrxj-afk; ambikeesshh
3,every-app/open-seo,https://github.com/every-app/open-seo,Open source alternative to Semrush and Ahrefs,TypeScript,15263,1828,469 stars today,bensenescu; claude; jeremypenguin-max; bookingseo; mvanhorn
4,colinhacks/zod,https://github.com/colinhacks/zod,TypeScript-first schema validation with static type inference,TypeScript,43668,2159,31 stars today,colinhacks; JacobWeisenburger; scotttrinh; claude; igalklebanov
5,tashfeenahmed/freellmapi,https://github.com/tashfeenahmed/freellmapi,"7.4 billion tokens per month. 34 free LLM providers. 635 free model endpoints. All behind one /v1 endpoint, plus any custom OpenAI-compatible endpoint. Smart routing, automatic failover, encrypted keys. Personal experimentation only.",TypeScript,22921,3161,504 stars today,tashfeenahmed; claude; suantea; OhOkThisIsFine; tashdroid
6,abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,"GitNexus: The Zero-Server Code Intelligence Engine - GitNexus is a client-side knowledge graph creator that runs entirely in your browser. Drop in a git repository (Github, Gitlab, Azure, Local) or ZIP file, and get an interactive knowledge graph with a built in Graph RAG Agent. Perfect for code exploration",TypeScript,46622,5129,182 stars today,magyargergo; claude; abhigyanpatwari; dependabot; azizur100389
7,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,Chrome DevTools for coding agents,TypeScript,50226,3530,96 stars today,OrKoN; dependabot; Lightning00Blade; browser-automation-bot; yulunz
8,vercel-labs/vgpu,https://github.com/vercel-labs/vgpu,"Modular cross-runtime WebGPU library for shaders, 3D scenes, GPU tensors, neural networks, and math viz",TypeScript,1111,49,143 stars today,matiasngf; claude; skullface; vercel; dev-tmg
9,nashsu/llm_wiki,https://github.com/nashsu/llm_wiki,"LLM Wiki is a cross-platform desktop application that turns your documents into an organized, interlinked knowledge base — automatically. Instead of traditional RAG (retrieve-and-answer from scratch every time), the LLM incrementally builds and maintains a persistent wiki from your sources。",TypeScript,17132,2034,66 stars today,nashsu; claude; skfan135; AndrewDongminYoo; chuenchen309
10,Waishnav/devspace,https://github.com/Waishnav/devspace,"Minimal Coding Agent Harness over MCP for ChatGPT, Claude, Hermes, Grok Bot, OpenClaw",TypeScript,4317,460,108 stars today,Waishnav; jplew; Ahmed-Hindy; Zhenyu98; dodjdnh
11,iptv-org/iptv,https://github.com/iptv-org/iptv,Collection of publicly available IPTV channels from all over the world,TypeScript,137121,7943,97 stars today,freearhey; iptv-bot; BellezaEmporium; Dum4G; UltraHDR
12,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,"The context API to search, scrape, and interact with the web at scale. 🔥",TypeScript,174507,9595,436 stars today,nickscamara; mogery; rafaelsideguide; abimaelmartell; firecrawl-spring
13,readest/readest,https://github.com/readest/readest,"Readest is a modern, feature-rich ebook reader designed for avid readers offering seamless cross-platform access, powerful tools, and an intuitive interface to elevate your reading experience.",TypeScript,23918,1523,39 stars today,chrox; claude; loveheaven; dastarruer; dependabot
14,AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,Network-wide ads & trackers blocking DNS server,TypeScript,36576,2498,52 stars today,ainar-g; szolin; IldarKamalov; ameshkov; EugeneOne1
15,mobile-next/mobile-mcp,https://github.com/mobile-next/mobile-mcp,"Model Context Protocol Server for Mobile Automation and Scraping (iOS, Android, Emulators, Simulators and Real Devices)",TypeScript,6248,539,72 stars today,gmegidish; krismuhi; benlmyers; tomoya0x00; aluedeke
16,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",TypeScript,141202,10167,191 stars today,zzzgydi; Tunglies; wonfen; MystiPanda; renovate
17,OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,🙌 OpenHands: AI-Driven Development,TypeScript,85699,11228,97 stars today,openhands-agent; dependabot; xingyaoww; hieptl; tofarr
18,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,6291,507,135 stars today,cursoragent; poteto; roshansada; ericzakariasson; n2parko
