Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.,Python,69964,10083,"3,567 stars today",harry0703; yyhhyyyyyy; vuisme; KevinZhang19870314; claude
2,microsoft/markitdown,https://github.com/microsoft/markitdown,Python tool for converting files and office documents to Markdown.,Python,130157,8931,"1,873 stars today",afourney; gagb; sugatoray; PetrAPConsulting; l-lumin
3,anthropics/claude-code,https://github.com/anthropics/claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",Python,127935,20916,395 stars today,actions-user; bcherny; claude; ant-kurt; ashwin-ant
4,galilai-group/stable-worldmodel,https://github.com/galilai-group/stable-worldmodel,A platform for reproducible world model research and evaluation,Python,1273,151,362 stars today,lucas-maes; quentinll; DanHrmti; marksibrahim; Basile-Terv
5,anthropics/skills,https://github.com/anthropics/skills,Public repository for Agent Skills,Python,143606,16941,945 stars today,klazuka; rlancemartin; claude; ericharmeling; maheshmurag
6,dreammis/social-auto-upload,https://github.com/dreammis/social-auto-upload,自动化上传视频到社交媒体：抖音、小红书、视频号、tiktok、youtube、bilibili,Python,11633,2074,141 stars today,dreammis; LeeDebug; Deroino; leordsong; gzxy0102
7,zakirkun/deep-eye,https://github.com/zakirkun/deep-eye,"Deep Eye orchestrates multiple AI providers (OpenAI, Claude, Grok, Gemini, OLLAMA, Groq, Mistral, OpenRouter, LiteLLM, LM Studio) for intelligent payload generation, scans targets for 45+ vulnerability types, and produces professional reports with compliance mapping.",Python,1576,293,47 stars today,zakirkun; claude; JULIANDEV21989; ElJoker63; RheagalFire
8,GH05TCREW/pentestagent,https://github.com/GH05TCREW/pentestagent,"PentestAgent is an AI agent framework for black-box security testing, supporting bug bounty, red-team, and penetration testing workflows.",Python,2499,494,19 stars today,GH05TCREW; famez; giveen; claude; dependabot
9,shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,Kronos: A Foundation Model for the Language of Financial Markets,Python,27414,4738,173 stars today,shiyu-coder; Luciferbobo; CharlesJ-ABu; AnMakc; randyy179
10,PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the gap between images/PDFs and LLMs. Supports 100+ languages.",Python,78975,10519,118 stars today,LDOUBLEV; WenmuZhou; MissPenguin; github-actions; tink2123
11,OpenBMB/VoxCPM,https://github.com/OpenBMB/VoxCPM,"VoxCPM2: Tokenizer-Free TTS for Multilingual Speech Generation, Creative Voice Design, and True-to-Life Cloning",Python,22241,2623,"1,815 stars today",Labmem-Zhouyx; a710128; liuxin99; VoxInstruct; SuperMarioYL
12,OpenMOSS/MOSS-TTS,https://github.com/OpenMOSS/MOSS-TTS,"MOSS‑TTS Family is an open‑source speech and sound generation model family from MOSI.AI and the OpenMOSS team. It is designed for high‑fidelity, high‑expressiveness, and complex real‑world scenarios, covering stable long‑form speech, multi‑speaker dialogue, voice/character design, environmental sound effects, and real‑time streaming TTS.",Python,2491,229,355 stars today,YWMditto; gaoyang07; Zhyw0; rulerman; gyt1145028706
13,opendatalab/MinerU,https://github.com/opendatalab/MinerU,Transforms complex documents like PDFs and Office docs into LLM-ready markdown/JSON for your Agentic workflows.,Python,65634,5537,150 stars today,myhloli; Sidney233; dt-yy; Copilot; github-actions
14,apurvsinghgautam/robin,https://github.com/apurvsinghgautam/robin,AI-Powered Dark Web OSINT Tool,Python,5288,1044,31 stars today,apurvsinghgautam; Chintanpatel24; aditya-dl; claude; muneebwanee
15,fastapi/fastapi,https://github.com/fastapi/fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",Python,98653,9348,44 stars today,tiangolo; github-actions; pre-commit-ci; dependabot
16,ai-boost/awesome-harness-engineering,https://github.com/ai-boost/awesome-harness-engineering,"Awesome list for AI agent harness engineering: tools, patterns, evals, memory, MCP, permissions, observability, and orchestration.",Python,1349,138,38 stars today,ai-boost; noahbenjamin1994; claude
17,NVlabs/Eagle,https://github.com/NVlabs/Eagle,Eagle: Frontier Vision-Language Models with Data-Centric Strategies,Python,1492,105,250 stars today,FuxiaoLiu; Chrisding; zhiqi-li; flyinglynx; cg1177
