Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,esphome/esphome,https://github.com/esphome/esphome,"ESPHome is a system to control your ESP32, ESP8266, BK72xx, RP2040 by simple yet powerful configuration files and control them remotely through Home Automation systems.",C++,11296,5385,9 stars today,jesserockz; bdraco; OttoWinter; swoboda1337; dependabot
2,geo-tp/ESP32-Bit-Pirate,https://github.com/geo-tp/ESP32-Bit-Pirate,A Hardware Hacking Tool with Web-Based CLI That Speaks Every Protocol,C++,4040,323,40 stars today,geo-tp; AndreiVladescu; fdufnews; yashikada; AmorFati-coder
3,daijro/camoufox,https://github.com/daijro/camoufox,🦊 Anti-detect browser,C++,9512,814,51 stars today,daijro; heydryft; claude; icepaq; rubenvereecken
4,Fincept-Corporation/FinceptTerminal,https://github.com/Fincept-Corporation/FinceptTerminal,"FinceptTerminal is a modern finance application offering advanced market analytics, investment research, and economic data tools, designed for interactive exploration and data-driven decision-making in a user-friendly environment.",C++,27329,3834,84 stars today,tilakpatel22; claude; Jaimin-ptl07; github-actions; rudrasheth
5,FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,"Official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler.",C++,31681,5686,37 stars today,wwmayer; yorikvanhavre; chennes; berndhahnebach; WandererFan
6,shadps4-emu/shadPS4,https://github.com/shadps4-emu/shadPS4,"PlayStation 4 emulator for Windows, Linux, macOS and FreeBSD written in C++",C++,31459,2231,29 stars today,georgemoralis; squidbus; raphaelthegreat; psucien; StevenMiller123
7,LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,Self-hosted game stream host for Moonlight.,C++,38531,2033,44 stars today,ReenigneArcher; dependabot; cgutman; LizardByte-bot; loki-47-6F-64
8,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,117723,19830,156 stars today,ggerganov; ngxson; CISC; slaren; JohannesGaessler
9,zeux/meshoptimizer,https://github.com/zeux/meshoptimizer,Mesh optimization library that makes meshes smaller and faster to render,C++,7792,640,7 stars today,zeux; mosra; corporateshark; dtrebilco; l0calh05t
10,google/flatbuffers,https://github.com/google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library,C++,26115,3594,21 stars today,dbaileychess; aardappel; vglavnyy; rw; mustiikhalil
11,OrcaSlicer/OrcaSlicer,https://github.com/OrcaSlicer/OrcaSlicer,"G-code generator for 3D printers (Bambu, Prusa, Voron, VzBot, RatRig, Creality, etc.)",C++,14771,2665,28 stars today,SoftFever; Noisyfox; XinZhangBambu; walterwongbbl; zhimin-zeng-bambulab
12,echavet/MitsubishiCN105ESPHome,https://github.com/echavet/MitsubishiCN105ESPHome,"ESPHome firmware inspired by GeoffDavis’s esphome-mitsubishiheatpump, directly integrating the SwiCago library within its codebase.",C++,969,171,2 stars today,echavet; disruptivepatternmaterial; phidauex; ngist; GioMez
13,niedev/RTranslator,https://github.com/niedev/RTranslator,Open source real-time translation app for Android that runs locally,C++,10182,937,8 stars today,niedev; LucaMartino97; JingziC; Replica0110; starlightjy
14,leejet/stable-diffusion.cpp,https://github.com/leejet/stable-diffusion.cpp,"Diffusion model(SD,Flux,Wan,Qwen Image,Z-Image,...) inference in pure C/C++",C++,6336,674,7 stars today,leejet; wbruna; stduhpf; rmatif; akleine
15,PCSX2/pcsx2,https://github.com/PCSX2/pcsx2,PCSX2 - The Playstation 2 Emulator,C++,15001,2024,11 stars today,gregory38; stenzek; refractionpcsx2; lightningterror; TellowKrinkle
16,lballabio/QuantLib,https://github.com/lballabio/QuantLib,The QuantLib C++ library,C++,7282,2237,4 stars today,lballabio; fametrano; klausspanderen; pcaspers; marcin-rybacki
17,moonlight-stream/moonlight-qt,https://github.com/moonlight-stream/moonlight-qt,"GameStream client for PCs (Windows, Mac, Linux, and Steam Link)",C++,17613,1120,15 stars today,cgutman; raidancampbell; jorys-paulin; Kaitul; lyubomirv
18,rathena/rathena,https://github.com/rathena/rathena,rAthena is an open-source cross-platform MMORPG server.,C++,3448,2696,3 stars today,aleos89; Lemongrass3110; Atemo; cydh; rAthenaAPI
19,mhogomchungu/media-downloader,https://github.com/mhogomchungu/media-downloader,"Media Downloader is a Qt/C++ front end to yt-dlp, youtube-dl, gallery-dl, lux, you-get, svtplay-dl, aria2c, wget and safari books..",C++,4731,322,42 stars today,mhogomchungu; bovirus; darkshram; wvxwxvw; Kicer86
20,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,74059,11828,44 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
