Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,263889,39478,826 stars today,affaan-m; haelyra; claude; dependabot; pangerlkr
2,cloudflare/security-audit-skill,https://github.com/cloudflare/security-audit-skill,"A coding-agent skill for multi-phase security audits with independently verified, machine-readable findings",JavaScript,18184,1017,"2,428 stars today",literally-dan; CooperSheroy; kennysarnoski-jarvis
3,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Production-grade engineering skills for AI coding agents.,JavaScript,97774,10299,736 stars today,addyosmani; nucliweb; federicobartoli; claude; HMAKT99
4,mnfst/awesome-free-llm-apis,https://github.com/mnfst/awesome-free-llm-apis,List of Permanent Free LLM API (API Keys),JavaScript,7955,760,151 stars today,SebConejo; brunobuddy; claude; github-actions; codeusb
5,BuilderIO/skills,https://github.com/BuilderIO/skills,Skills for agents,JavaScript,4338,215,8 stars today,steve8708; builder-bot; builder-io-integration; shanujans; 3mdistal
6,byoungd/up,https://github.com/byoungd/up,An advanced guide which might benefit you a lot 🎉 . 韩先凯的人生进阶指南 人生进阶指南 离谱的人生 人生进阶 AI学习 AI指南 韩先凯的AI学习指南 英语学习指南/英语学习教程/英语学习/学英语,JavaScript,63385,6414,107 stars today,byoungd; fakesnow; holtenko; WMXPY; overtrue
7,WorldFlowAI/everything-claude-code,https://github.com/WorldFlowAI/everything-claude-code,"Claude Code toolkit - agents, commands, skills, rules, and hooks for productive AI-assisted development",JavaScript,3379,525,75 stars today,affaan-m; gzb1128; claude; zbennett10; zerx-lab
8,akiralereal/iptv,https://github.com/akiralereal/iptv,开箱即有 800+ 可稳定流畅播放频道的自托管 IPTV 直播源管理与分发系统，聚合了央视频、咪咕、央视、卫视、凤凰卫视、亚太、国际、地方台、体育赛事、B 站直播、斗鱼直播、虎牙直播等，以及自定义抓取源和订阅，并提供 EPG 节目单与聚合功能；另外还自带 GUI 可视化管理后台，支持 Docker Compose 或 Node.js 运行，适合 NAS 与家庭服务器。,JavaScript,803,256,27 stars today,akiralereal; claude; github-actions
9,fspecii/ace-step-ui,https://github.com/fspecii/ace-step-ui,"🎵 The Ultimate Open Source Suno Alternative - Professional UI for ACE-Step 1.5 AI Music Generation. Free, local, unlimited. Stop paying for Suno!",JavaScript,4933,756,11 stars today,fspecii; riversedge; claude
10,Clooos/Bubble-Card,https://github.com/Clooos/Bubble-Card,"Bubble Card is a minimalist and customizable card collection for Home Assistant, featuring modern pop-ups and an integrated Module Store with over 100 community-made modules.",JavaScript,4585,186,4 stars today,Clooos; MrBearPresident; brunosabot; samuel9554; nomis52
