Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,cloudflare/quiche,https://github.com/cloudflare/quiche,🥧 Savoury implementation of the QUIC transport protocol and HTTP/3,Rust,12049,1120,31 stars today,ghedo; github-actions; traviscibot; LPardue; antoniovicente
2,yynxxxxx/Codex-X,https://github.com/yynxxxxx/Codex-X,OpenAI Codex 桌面端/CLI 的可视化管理工具，具有Provider/API 切换、会话同步、提示词注入、Skills/MCP 管理、TOML 配置可视化的跨平台工具。,Rust,3444,450,32 stars today,yynxxxxx; muzimu
3,rustfs/rustfs,https://github.com/rustfs/rustfs,"RustFS is an open-source, S3-compatible high-performance object storage system supporting migration and coexistence with other S3-compatible platforms such as MinIO and Ceph.",Rust,33380,1496,295 stars today,overtrue; houseme; heihutu; weisd; cxymds
4,rui314/mold,https://github.com/rui314/mold,mold 🦠: A Modern Linker in Rust 🦀,Rust,17169,558,57 stars today,rui314; claude; ishitatsuyuki; sicherha; marxin
5,yyjeqhc/webcodex,https://github.com/yyjeqhc/webcodex,Give cloud AI agents a real development environment on your own machines.,Rust,1437,179,137 stars today,yyjeqhc; claude; franksong2702; poiuntwl; ITSGJY
6,Automattic/harper,https://github.com/Automattic/harper,"Offline, privacy-first grammar checker. Fast, open-source, Rust-powered",Rust,15677,651,75 stars today,elijah-potter; hippietrail; dependabot; grantlemons; mcecode
7,remorses/gpuix,https://github.com/remorses/gpuix,Node.js & React bindings for Zed’s GPUI. Build memory efficient native apps with React and no Electron,Rust,2024,64,24 stars today,remorses; oxura; chrissm79; mateo-m; monotykamary
8,EpicGames/lore,https://github.com/EpicGames/lore,"Lore is a next-generation, open source version control system",Rust,8684,434,23 stars today,mjansson; peter-lockhart-pub; ayyyee; hmuurine; ajcarberry
9,EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs,"Fast, flexible LLM inference",Rust,7711,710,3 stars today,EricLBuehler; lucasavila00; LLukas22; guoqingbao; dependabot
10,tokio-rs/tokio,https://github.com/tokio-rs/tokio,"A runtime for writing reliable asynchronous applications with Rust. Provides I/O, networking, scheduling, timers, ...",Rust,33184,3619,8 stars today,traviscibot; Darksonn; carllerche; alexcrichton; taiki-e
11,pola-rs/polars,https://github.com/pola-rs/polars,"Extremely fast Query Engine for DataFrames, written in Rust",Rust,39800,3119,12 stars today,ritchie46; alexander-beedie; orlp; coastalwhite; nameexhaustion
12,iii-hq/iii,https://github.com/iii-hq/iii,"Effortlessly compose, extend, and observe every service in real-time for the first time ever.",Rust,18790,1265,14 stars today,ytallo; sergiofilhowz; andersonleal; rohitg00; actions-user
13,qwq233/OhMyKeymint,https://github.com/qwq233/OhMyKeymint,Pas de description,Rust,373,52,10 stars today,qwq233; dependabot; 947409161; Hello4A; Copilot
14,rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,A curated list of Rust code and resources.,Rust,59446,3626,24 stars today,palfrey; luciusmagn; kud1ing; suradet-ps; operagxoksana
15,zed-industries/zed,https://github.com/zed-industries/zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",Rust,90585,10701,77 stars today,as-cii; maxbrunsfeld; maxdeviant; nathansobo; ConradIrwin
16,warp-tech/warpgate,https://github.com/warp-tech/warpgate,"Fully transparent SSH, HTTPS, Kubernetes, database and RDP/VNC bastion/PAM that doesn't need additional client-side software",Rust,7938,380,37 stars today,Eugeny; dependabot; allcontributors; LarsSven; janisdombr
17,lahfir/agent-desktop,https://github.com/lahfir/agent-desktop,"Agent Desktop gives any agent reliable computer use on the desktop. Built with Rust, it sees any app's real UI structure through OS accessibility trees and operates it — refs stay stable and actions stay safe to retry, instead of guessing from pixels.",Rust,1304,87,22 stars today,lahfir; github-actions; detail-app; dependabot; cursoragent
18,typst/typst,https://github.com/typst/typst,A markup-based typesetting system that is powerful and easy to learn.,Rust,56136,1719,23 stars today,laurmaedje; reknih; saecki; MDLC01; mkorje
19,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,Rust,68455,3183,33 stars today,BurntSushi; okdana; jgarte; balajisivaraman; igor-raits
