Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,A skill to stop your coding agent from burying the answer. ADHD-friendly output.,Python,42089,2378,"3,463 stars today",ayghri; thejesh23; claude; SillyDark; commie70
2,jihe520/MathModelAgent,https://github.com/jihe520/MathModelAgent,"🤖📐专为数学建模设计的 Agent & skills ,自动完成数学建模，生成一份完整的可以直接提交的论文。 An Agent Designed for Mathematical Modeling ,Automatically complete mathmodel and generate a complete paper ready for submission.",Python,4887,394,129 stars today,jihe520; MuWinds; HP-Patience; claude; YangChengyi-dev
3,jordan-gibbs/hyperresearch,https://github.com/jordan-gibbs/hyperresearch,"Agent-driven research knowledge base. Agents collect, search, and synthesize web research into a persistent, searchable wiki.",Python,2677,261,153 stars today,claude; polonuim210; jordan-gibbs; fduple; synqing
4,github/spec-kit,https://github.com/github/spec-kit,💫 Toolkit to help you get started with Spec-Driven Development,Python,135804,12202,"1,015 stars today",mnriem; localden; Copilot; claude; github-actions
5,k2-fsa/OmniVoice,https://github.com/k2-fsa/OmniVoice,High-Quality Voice Cloning TTS for 600+ Languages,Python,12395,1905,572 stars today,zhu-han; HenryVarro666; pkufool; Pastells; claude
6,D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,🕷️ An adaptive Web Scraping framework that handles everything from a single request to a full-scale crawl!,Python,80327,8108,338 stars today,D4Vinci; yetval; AbdullahY36; claude; mhillebrand
7,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,《深入理解 AI Agent：设计原理与工程实践》（李博杰 著）开源主仓库：全书正文、编译版 PDF 与按章配套代码,Python,45937,5135,301 stars today,bojieli; claude; santhreal; whanyu1212; thejesh23
8,SimplifyJobs/Summer2027-Internships,https://github.com/SimplifyJobs/Summer2027-Internships,"Summer 2027 software engineering, data science, AI, quant, product management, and hardware internship postings. Updated daily by Simplify and Pitt CSC.",Python,47352,3246,49 stars today,BigTunaHalpert; actions-user; Zmwang622; owini; GintasS
9,rohitg00/ai-engineering-from-scratch,https://github.com/rohitg00/ai-engineering-from-scratch,Learn it. Build it. Ship it for others.,Python,54286,9464,175 stars today,rohitg00; github-actions; abhinav-m22; thereisnotime; thejesh23
10,bobeff/open-source-games,https://github.com/bobeff/open-source-games,A list of open source games.,Python,13889,1120,123 stars today,bobeff; zerebos; catgofire; sheijk; iboB
11,datahub-project/datahub,https://github.com/datahub-project/datahub,The Context Platform for your Data and AI Stack,Python,12692,3692,10 stars today,hsheth2; anshbansal; david-leifker; shirshanka; theseyi
12,volcengine/OpenViking,https://github.com/volcengine/OpenViking,"Self-evolving Context Database for AI Agents. Unify Agent Memory, Knowledge RAG and Skills.",Python,36725,2811,200 stars today,qin-ctx; ZaynJarvis; claude; zhoujh01; r266-tech
13,Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,The 30 Days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than 100 days. Follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw,Python,73537,13439,124 stars today,Asabeneh; yuzaiakira; pkiczko; Momokh99; kjs1019
14,NVIDIA/garak,https://github.com/NVIDIA/garak,the LLM vulnerability scanner,Python,9207,1272,20 stars today,leondz; jmartin-tech; github-actions; erickgalinkin; patriciapampanelli
15,donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.,Python,369476,58375,268 stars today,donnemartin; cclauss; satob; fluency03; luisbg
