Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Anil-matcha/Open-Generative-AI,https://github.com/Anil-matcha/Open-Generative-AI,"Unrestricted Open-source alternative to AI video platforms — Free AI image & video generation studio with 200+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,23759,4087,111 stars today,Anil-matcha; claude; jaiprasad04; NgoQuocViet2001; taxvui
2,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,40215,6355,627 stars today,coreyhaines31; claude; njcameron; Jiliac; basseko
3,wwebjs/whatsapp-web.js,https://github.com/wwebjs/whatsapp-web.js,A WhatsApp client library for NodeJS that connects through the WhatsApp Web browser app,JavaScript,22209,5058,11 stars today,pedroslopez; alechkos; wwebjs-bot; BenyFilho; purpshell
4,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",JavaScript,87527,7587,132 stars today,thedotmack; claude; Copilot; ousamabenyounes; rodboev
5,mm7894215/TokenTracker,https://github.com/mm7894215/TokenTracker,"Local-first AI token usage & cost tracker for 27 coding tools — with a desktop pet, 4 widgets, achievements, native macOS/Windows apps, and a one-command CLI. Never reads prompts.",JavaScript,1020,103,11 stars today,mm7894215; xMinhx; claude; Nemoljy; fflake33
6,Axorax/awesome-free-apps,https://github.com/Axorax/awesome-free-apps,Curated list of the best free apps for PC and mobile,JavaScript,6944,383,13 stars today,Axorax; trimclain; 1337Core; github-actions; 6512345
7,schlagmichdoch/PairDrop,https://github.com/schlagmichdoch/PairDrop,"PairDrop: Transfer Files Cross-Platform. No Setup, No Signup.",JavaScript,10942,651,120 stars today,schlagmichdoch; RobinLinus; weblate; dependabot; PaulSzymanski
8,alam00000/bentopdf,https://github.com/alam00000/bentopdf,The Privacy First PDF Toolkit,JavaScript,14113,1171,34 stars today,alam00000; Skillkiller; github-actions; dependabot; Stephan-P
9,fleetbase/fleetbase,https://github.com/fleetbase/fleetbase,Modular logistics and supply chain operating system (LSOS),JavaScript,2110,711,53 stars today,roncodes; shivthakker; ekini; TemuulenBM; tortuvshin
10,microsoft/power-platform-skills,https://github.com/microsoft/power-platform-skills,"A plugin marketplace for Claude Code/GitHub Copilot that provides Power Platform development plugins, including reusable skills, agents, and commands for building and deploying solutions.",JavaScript,480,90,8 stars today,priyanshu92; claude; Copilot; lesaltzm; Copilot
11,WebKit/WebKit,https://github.com/WebKit/WebKit,"Home of the WebKit project, the browser engine used by Safari, Mail, App Store and many other applications on macOS, iOS and Linux.",JavaScript,9999,2055,6 stars today,cdumez; eseidel; rniwa; alanbaradlay; webkit-commit-queue
