Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,vitali87/code-graph-rag,https://github.com/vitali87/code-graph-rag,"The ultimate RAG for your monorepo. Query, understand, and edit multi-language codebases with the power of AI and knowledge graphs",Python,3024,520,96 stars today,vitali87; github-actions; dependabot; claude; ZuebeyirEser
2,google-deepmind/weathernext,https://github.com/google-deepmind/weathernext,Pas de description,Python,7098,938,86 stars today,alvarosg; andrewlkd; mjwillson; voctav; danielsuo
3,ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,"LLM 驱动的多市场股票智能分析系统：多源行情、实时新闻、决策看板与自动推送，支持零成本定时运行。 LLM-powered multi-market stock analysis system with multi-source market data, real-time news, decision dashboard, automated notifications, and cost-free scheduled runs.",Python,61234,52008,306 stars today,ZhuLinsen; massif-01; freesme; Activer007; birdxs
4,goauthentik/authentik,https://github.com/goauthentik/authentik,The authentication glue you need.,Python,24291,1858,310 stars today,BeryJu; dependabot; rissson; transifex-integration; authentik-automation
5,google/skills,https://github.com/google/skills,Agent Skills for Google products and technologies,Python,17256,1394,528 stars today,cloud-ix-copybara; holtskinner; martinvarelaj; helloeve; jsondai
6,Comfy-Org/ComfyUI,https://github.com/Comfy-Org/ComfyUI,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.",Python,125569,14845,365 stars today,comfyanonymous; bigcat88; pythongosssss; comfyui-wiki; rattus128
7,harveyai/harvey-labs,https://github.com/harveyai/harvey-labs,A benchmark built to evaluate and improve agent capabilities for supporting legal work.,Python,838,177,47 stars today,spencerp; JulioPereyra93; ngrupen; calvinqi; claude
8,funstory-ai/BabelDOC,https://github.com/funstory-ai/BabelDOC,Yet Another Document Translator,Python,9228,757,55 stars today,awwaawwa; github-actions; dependabot; lalawuu; pppppop65
9,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,"Turn any technical book PDF into a Claude Code skill — ready to study, reference, and use while you work.",Python,19462,2079,568 stars today,virgiliojr94; claude; dex0shubham; Copilot; Marcelluxx
10,vladmandic/sdnext,https://github.com/vladmandic/sdnext,"SD.Next: All-in-one WebUI for AI generative image and video creation, captioning and processing",Python,7284,573,24 stars today,vladmandic; AUTOMATIC1111; Disty0; CalamitousFelicitousness; awsr
11,MervinPraison/PraisonAI,https://github.com/MervinPraison/PraisonAI,"PraisonAI 🦞 — Hire a 24/7 AI Workforce. Stop writing boilerplate and start shipping autonomous self-improving agents that research, plan, code, and execute tasks. Deployed in 5 lines of code with built-in memory, RAG, and support for 100+ LLMs.",Python,8776,1376,25 stars today,MervinPraison; praisonai-triage-agent; github-actions; claude; Dhivya-Bharathy
12,vectorize-io/hindsight,https://github.com/vectorize-io/hindsight,Hindsight: Agent Memory That Learns,Python,19403,1245,80 stars today,nicoloboschi; benfrank241; claude; r266-tech; cdbartholomew
13,stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,DSPy: The framework for programming—not prompting—language models,Python,36923,3199,152 stars today,okhat; arnavsinghvi11; isaacbmiller; krypticmouse; TomeHirata
14,Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",Python,186465,46069,29 stars today,Pwuts; majdyz; Auto-GPT-Bot; ntindle; Swiftyos
15,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,Python,96867,18699,598 stars today,Yijia-Xiao; EdwardoSunny; CadeYu; luohy15; claude
