Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,Truly independent web browser,C++,63533,3047,17 stars today,awesomekling; trflynn89; AtkinsSJ; linusg; alimpfard
2,godotengine/godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,111085,25420,53 stars today,akien-mga; Repiteo; reduz; Calinou; bruvzg
3,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,C++,71263,16131,6 stars today,protobuf-github-bot; haberman; protobuf-team-bot; mkruskal-google; xfxyjwf
4,ZLMediaKit/ZLMediaKit,https://github.com/ZLMediaKit/ZLMediaKit,WebRTC/RTSP/RTMP/HTTP/HLS/HTTP-FLV/WebSocket-FLV/HTTP-TS/HTTP-fMP4/WebSocket-TS/WebSocket-fMP4/GB28181/SRT/STUN/TURN server and client framework based on C++11,C++,17062,4034,2 stars today,xia-chu; xiongguangjie; wasphin; Dw9; alexliyu7352
5,OpenTenBase/TXSQL,https://github.com/OpenTenBase/TXSQL,Pas de description,C++,157,134,2 stars today,blaudden; zmur; gkodinov; vasild; marcalff
6,yuaotian/antigravity-proxy,https://github.com/yuaotian/antigravity-proxy,🚀 Transparent proxy injector for Antigravity. Force SOCKS5/HTTP proxy without TUN mode on Windows. | 专为 Antigravity 打造的免 TUN 强制代理工具，支持 DLL 注入与进程流量劫持。,C++,3001,245,15 stars today,yuaotian; Thankyou-Cheems; github-actions
7,alibaba/MNN,https://github.com/alibaba/MNN,"MNN: A blazing-fast, lightweight inference engine battle-tested by Alibaba, powering high-performance on-device LLMs and Edge AI.",C++,15235,2320,6 stars today,wangzhaode; MNNTeam; jxt1234; Yogayu; Juude
8,allenk/GeminiWatermarkTool,https://github.com/allenk/GeminiWatermarkTool,VEO / Gemini 3.5 Nano Banana Pro watermark maintenance tool,C++,2349,196,26 stars today,allenk; dannycreations
9,NVIDIA/nccl,https://github.com/NVIDIA/nccl,Optimized primitives for collective multi-GPU communication,C++,4745,1266,6 stars today,sjeaugey; borisfom; nv-lschneider; nluehr; kwen2501
10,leejet/stable-diffusion.cpp,https://github.com/leejet/stable-diffusion.cpp,"Diffusion model(SD,Flux,Wan,Qwen Image,Z-Image,...) inference in pure C/C++",C++,6079,625,7 stars today,leejet; wbruna; stduhpf; rmatif; Green-Sky
11,defold/defold,https://github.com/defold/defold,"Defold is a completely free to use game engine for development of desktop, mobile and web games.",C++,6042,430,4 stars today,JCash; matgis-king; britzl; AGulev; andsveking
12,gabime/spdlog,https://github.com/gabime/spdlog,Fast C++ logging library.,C++,28807,5148,4 stars today,gabime; Gabi120; sylveon; DanielChabrowski; mguludag
13,JACoders/OpenJK,https://github.com/JACoders/OpenJK,Community effort to maintain and improve Jedi Academy (SP & MP) + Jedi Outcast (SP only) released by Raven Software,C++,2238,678,1 star today,ensiform; xycaleth; Razish; eezstreet; SomaZ
14,danielkrupinski/Osiris,https://github.com/danielkrupinski/Osiris,Cross-platform game hack for Counter-Strike 2 with Panorama-based GUI.,C++,3749,1020,4 stars today,danielkrupinski; mr-nv; mdilai; ClaudiuHKS; blackMasterLord
15,PixarAnimationStudios/OpenUSD,https://github.com/PixarAnimationStudios/OpenUSD,Universal Scene Description,C++,7269,1410,3 stars today,pixar-oss; sunyab; unhyperbolic; gitamohr; blevin
16,catchorg/Catch2,https://github.com/catchorg/Catch2,"A modern, C++-native, test framework for unit-tests, TDD and BDD - using C++14, C++17 and later (C++11 support is in v2.x branch, and C++03 on the Catch1.x branch)",C++,20401,3237,6 stars today,horenmar; philsquared; ChrisThrasher; claremacrae; JoeyGrajciar
17,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,73400,11766,28 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
18,bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,Bitcoin Core integration/staging tree,C++,89175,38974,13 stars today,laanwj; fanquake; sipa; achow101; hebasto
19,electron/electron,https://github.com/electron/electron,"Build cross-platform desktop apps with JavaScript, HTML, and CSS",C++,121394,17204,16 stars today,zcbenz; kevinsawicki; codebytere; MarshallOfSound; nornagon
20,carla-simulator/carla,https://github.com/carla-simulator/carla,Open-source simulator for autonomous driving research.,C++,13983,4575,4 stars today,nsubiron; bernatx; marcgpuig; Axel1092; DSantosO
21,google/flatbuffers,https://github.com/google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library,C++,25998,3564,3 stars today,dbaileychess; aardappel; vglavnyy; rw; mustiikhalil
