Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,stablyai/orca,https://github.com/stablyai/orca,"Orca is the ADE for working with a fleet of parallel agents. Run any coding agent with your own subscription. Available on desktop, mobile and VPS.",TypeScript,43947,3058,"1,235 stars today",nwparker; orca-ide; AmethystLiang; brennanb2025; Jinwoo-H
2,paperclipai/paperclip,https://github.com/paperclipai/paperclip,The open-source app everyone uses to manage agents at work,TypeScript,77756,14299,571 stars today,cryppadotta; Paperclip-Paperclip; claude; devinfoley; forgottendev
3,ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,人人都能用英语,TypeScript,36116,5027,86 stars today,an-lee; xiaolai; lyricat; zgw010; divisey
4,openclaw/openclaw,https://github.com/openclaw/openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞,TypeScript,386091,81150,187 stars today,steipete; vincentkoc; shakkernerd; obviyus; Takhoffman
5,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: unified LLM API, agent loop, TUI, coding agent CLI",TypeScript,88640,11015,956 stars today,badlogic; mitsuhiko; github-actions; christianklotz; davidbrai
6,code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,"omo/lazycodex: The coding agent for tokenmaxxers;the one and only agent harness for complex codebases. For your Codex, for your OpenCode",TypeScript,67770,5540,79 stars today,code-yeongyu; sisyphus-dev-ai; github-actions; claude; MoerAI
7,cursor/plugins,https://github.com/cursor/plugins,Cursor plugin specification and official plugins,TypeScript,2645,212,27 stars today,poteto; cursoragent; ericzakariasson; n2parko; SamSokolin
8,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,The open-source CapCut alternative,TypeScript,82527,8157,179 stars today,mazeincoding; izadoesdev; anwarulislam; khanguyen74; DevloperAmanSingh
9,twentyhq/twenty,https://github.com/twentyhq/twenty,"The open alternative to Salesforce, designed for AI.",TypeScript,54834,8507,65 stars today,charlesBochet; github-actions; FelixMalfait; bosiraphael; Weiko
10,coder/code-server,https://github.com/coder/code-server,VS Code in the browser,TypeScript,78788,6796,37 stars today,code-asher; jsjoeio; nhooyr; dependabot; kylecarbs
11,yamadashy/repomix,https://github.com/yamadashy/repomix,"📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more.",TypeScript,27800,1485,30 stars today,yamadashy; claude; renovate; dependabot; devin-ai-integration
12,web-infra-dev/midscene,https://github.com/web-infra-dev/midscene,"AI-powered, vision-driven UI automation for every platform.",TypeScript,14559,1118,11 stars today,quanru; yuyutaotao; EAGzzyCSL; github-actions; zhoushaw
13,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,"The context API to search, scrape, and interact with the web at scale. 🔥",TypeScript,166469,9355,641 stars today,nickscamara; mogery; rafaelsideguide; abimaelmartell; firecrawl-spring
14,danielmiessler/LifeOS,https://github.com/danielmiessler/LifeOS,⛰️A General Hill-climbing AI harness that helps you move from Current State to Ideal State in both Life and Work.,TypeScript,18412,2400,141 stars today,danielmiessler; claude; christauff; kaimagnus; ksylvan
15,holaboss-ai/holaOS,https://github.com/holaboss-ai/holaOS,"Open-source All in One AI agent workspace. Run any agent — Claude Code, Codex — across your tools (100+ integrations + MCP), apps, browser, and files, with shared memory. Built-in models or BYOK.",TypeScript,6054,485,258 stars today,jeffreyliimerch; jotyy; claude; dependabot; JeliPenguin
16,antvis/Infographic,https://github.com/antvis/Infographic,"🦋 An Infographic Generation and Rendering Framework, bring words to life with AI!",TypeScript,6241,488,56 stars today,Aarebecca; hustcc; lvisei; xxMudCloudxx; gemini-code-assist
17,lightningpixel/modly,https://github.com/lightningpixel/modly,Desktop app to generate 3D models from images using local AI — runs entirely on your GPU,TypeScript,5075,560,70 stars today,lightningpixel; Lorchie; iammojogo-sudo; DrHepa; jokrasno
