Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Axorax/awesome-free-apps,https://github.com/Axorax/awesome-free-apps,Curated list of the best free apps for PC and mobile,JavaScript,6779,362,33 stars today,Axorax; trimclain; 1337Core; github-actions; 6512345
2,santifer/career-ops,https://github.com/santifer/career-ops,"AI-powered job search system built on Claude Code. 14 skill modes, Go dashboard, PDF generation, batch processing.",JavaScript,56419,11146,208 stars today,santifer; claude; FReptar0; luochen211; maxmilian
3,Anil-matcha/Open-Generative-AI,https://github.com/Anil-matcha/Open-Generative-AI,"Unrestricted Open-source alternative to AI video platforms — Free AI image & video generation studio with 200+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,21678,3684,375 stars today,Anil-matcha; claude; jaiprasad04; NgoQuocViet2001; taxvui
4,earthtojake/text-to-cad,https://github.com/earthtojake/text-to-cad,"A collection of agent skills for CAD, robotics and hardware design",JavaScript,7163,850,50 stars today,earthtojake; claude; github-actions; arronzhang; vasco3
5,qeeqbox/social-analyzer,https://github.com/qeeqbox/social-analyzer,"API, CLI, and Web App for analyzing and finding a person's profile in 1000 social media \ websites",JavaScript,23268,2228,72 stars today,giga-a; qb-auto; SethFalco; dependabot; supersourlemons
6,nodejs/node,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,JavaScript,118131,35787,142 stars today,Trott; ry; bnoordhuis; addaleax; isaacs
7,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",JavaScript,84927,7330,176 stars today,thedotmack; claude; Copilot; ousamabenyounes; rodboev
8,zen-browser/desktop,https://github.com/zen-browser/desktop,Welcome to a calmer internet,JavaScript,43104,1586,37 stars today,mr-cheffy; Slowlife01; kristijanribaric; octaviusz; BrhmDev
9,trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,JavaScript,196145,31050,10 stars today,trekhleb; alexstulov; m-maksyutin; appleJax; albertstill
10,anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,⚡ Dynamically generated stats for your github readmes,JavaScript,79779,34408,16 stars today,qwerty541; dependabot; anuraghazra; rickstaa; opheliagoldstein
11,jesse-ai/jesse,https://github.com/jesse-ai/jesse,An advanced crypto trading bot written in Python,JavaScript,8118,1157,8 stars today,saleh-mir; cryptocoinserver; morteza-koohgard; pyup-bot; saleh-old
12,Neet-Nestor/Telegram-Media-Downloader,https://github.com/Neet-Nestor/Telegram-Media-Downloader,A script allowing you to download images and videos from Telegram web even if the group restricts downloading.,JavaScript,4736,473,58 stars today,Neet-Nestor; EuropaYou; hrukalive; Flame239; Blueberryy
13,LibreSpark/LibreTV,https://github.com/LibreSpark/LibreTV,一分钟搭建影视站，支持Vercel/Docker等部署方式,JavaScript,13758,27422,7 stars today,bestZwei; github-actions; senshinya; JohnsonRan; WLongSAMA
