Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,HKUDS/CLI-Anything,https://github.com/HKUDS/CLI-Anything,"""CLI-Anything: Making ALL Software Agent-Native"" -- CLI-Hub: https://clianything.cc/",Python,35831,3494,238 stars today,yuh-yang; claude; AiMiDi; omerarslan0; furkankoykiran
2,BigBodyCobain/Shadowbroker,https://github.com/BigBodyCobain/Shadowbroker,"Open-source intelligence for the global theater. Track everything from the corporate/private jets of the wealthy, and spy satellites, to seismic events in one unified interface. Hook an AI agent up to have it parse through data and find previously unseen correlations. The knowledge is available to all but rarely aggregated in the open, until now.",Python,7195,1120,333 stars today,anoracleofra-code; BigBodyCobain; claude; suranyami; dependabot
3,dograh-hq/dograh,https://github.com/dograh-hq/dograh,Open Source Voice Agent Platform,Python,1766,381,223 stars today,a6kme; chewwbaka; claude; greenfieldtech-nirs; drascom
4,K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,"A set of ready to use Agent Skills for research, science, engineering, analysis, finance and writing.",Python,23904,2546,762 stars today,TKassis; borealBytes; leipzig; claude; fedorov
5,Light-Heart-Labs/DreamServer,https://github.com/Light-Heart-Labs/DreamServer,"Local AI anywhere, for everyone — LLM inference, chat UI, voice, agents, workflows, RAG, and image generation. No cloud, no subscriptions.",Python,1262,214,112 stars today,Lightheartdevs; claude; yasinBursali; Tony363; boffin-dmytro
6,joeseesun/qiaomu-anything-to-notebooklm,https://github.com/joeseesun/qiaomu-anything-to-notebooklm,"Claude Skill: Multi-source content processor for NotebookLM. Supports WeChat articles, web pages, YouTube, PDF, Markdown, search queries → Podcast/PPT/MindMap/Quiz etc.",Python,3769,386,558 stars today,joeseesun; claude
7,Andyyyy64/whichllm,https://github.com/Andyyyy64/whichllm,"Find the local LLM that actually runs and performs best on your hardware. Ranked by real, recency-aware benchmarks, not parameter count. One command, run it instantly.",Python,1093,46,209 stars today,Andyyyy64; claude; hibiki333155555; justindotdevv; dagi3d
8,HKUDS/ViMax,https://github.com/HKUDS/ViMax,"""ViMax: Agentic Video Generation (Director, Screenwriter, Producer, and Video Generator All-in-One)""",Python,4348,792,174 stars today,Hengji-cs; xvrrr; chaohuang-ai; akaxlh; tun-sudo
9,Free-TV/IPTV,https://github.com/Free-TV/IPTV,M3U Playlist for free TV channels,Python,16383,2432,79 stars today,KAMI911; freetv332; NezbednikSK; TVKaista; infid0
10,Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,"100+ AI Agent & RAG apps you can actually run — clone, customize, ship.",Python,110865,16436,202 stars today,Shubhamsaboo; Madhuvod; onestardao; libw0430; awesomekoder
11,anthropics/skills,https://github.com/anthropics/skills,Public repository for Agent Skills,Python,136435,16094,514 stars today,klazuka; claude; ericharmeling; rlancemartin; maheshmurag
12,simular-ai/Agent-S,https://github.com/simular-ai/Agent-S,Agent S: an open agentic framework that uses computers like a human,Python,11385,1340,29 stars today,alckasoc; saa1605; eric-xw; eric-simu; shuyugan
13,langflow-ai/langflow,https://github.com/langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,Python,148405,9025,155 stars today,ogabrielluiz; anovazzi1; lucaseduoli; Cristhianzl; autofix-ci
14,yichuan-w/LEANN,https://github.com/yichuan-w/LEANN,"[MLsys2026]: RAG on Everything with LEANN. Enjoy 97% storage savings while running a fast, accurate, and 100% private RAG application on your personal device.",Python,11409,1021,146 stars today,yichuan-w; andylizf; ASuresh0524; actions-user; claude
15,NVlabs/Sana,https://github.com/NVlabs/Sana,SANA: Efficient High-Resolution Image Synthesis with Linear Diffusion Transformer,Python,6176,441,472 stars today,lawrence-cj; xieenze; yujincheng08; actions-user; HeliosZhao
16,rossant/awesome-math,https://github.com/rossant/awesome-math,A curated list of awesome mathematics resources,Python,15290,1504,55 stars today,rossant; davidleejy; mostafatouny; jackdolgin; mdave16
17,originalankur/maptoposter,https://github.com/originalankur/maptoposter,"Transform your favorite cities into beautiful, minimalist designs. MapToPoster lets you create and export visually striking map posters with code.",Python,13270,1187,28 stars today,originalankur; lorenzofratus; Saibamen; khannurien; AntoineGlacet
18,GuDong2003/xianyu-auto-reply-fix,https://github.com/GuDong2003/xianyu-auto-reply-fix,闲鱼智能客服系统，支持多账号管理、AI自动回复、自动发货确认、多渠道消息通知，提供完整的 Web 管理后台,Python,1118,254,93 stars today,GuDong2003; claude; Mangor2021; 82762294; iidamie
