Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,microsoft/WSL,https://github.com/microsoft/WSL,Windows Subsystem for Linux,C++,32957,1765,29 stars today,OneBlue; benhillis; Copilot; 49081; craigloewen-msft
2,zeux/meshoptimizer,https://github.com/zeux/meshoptimizer,Mesh optimization library that makes meshes smaller and faster to render,C++,7846,644,22 stars today,zeux; mosra; corporateshark; dtrebilco; l0calh05t
3,gabime/spdlog,https://github.com/gabime/spdlog,Fast C++ logging library.,C++,29001,5191,3 stars today,gabime; Gabi120; sylveon; DanielChabrowski; mguludag
4,envoyproxy/envoy,https://github.com/envoyproxy/envoy,Cloud-native high-performance edge/middle/service proxy,C++,28509,5469,13 stars today,dependabot; phlax; alyssawilk; mattklein123; junr03
5,nasa/fprime,https://github.com/nasa/fprime,F´ - A flight software and embedded systems framework,C++,11141,1573,77 stars today,LeStarch; bocchino; timcanham; jsoref; thomas-bc
6,facebook/folly,https://github.com/facebook/folly,An open-source C++ library developed and used at Facebook.,C++,30440,5859,2 stars today,yfeldblum; Orvid; ot; simpkins; snarkmaster
7,apache/arrow,https://github.com/apache/arrow,Apache Arrow is the universal columnar format and multi-language toolbox for fast data interchange and in-memory analytics,C++,16894,4161,2 stars today,kou; pitrou; wesm; kszucs; jorisvandenbossche
8,godotengine/godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,113442,25831,94 stars today,akien-mga; Repiteo; reduz; Calinou; bruvzg
9,NVIDIA/cutlass,https://github.com/NVIDIA/cutlass,CUDA Templates and Python DSLs for High-Performance Linear Algebra,C++,9994,1930,14 stars today,hwu36; kerrmudgeon; Junkai-Wu; fengxie; ANIKET-SHIVAM
10,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,C++,195888,75244,50 stars today,tensorflower-gardener; ezhulenev; akuegel; hawkinsp; mihaimaruseac
11,tenstorrent/tt-metal,https://github.com/tenstorrent/tt-metal,"🤘 TT-NN operator library, and TT-Metalium low level kernel programming model.",C++,1560,516,2 stars today,github-merge-queue; tt-rkim; tt-aho; blozano-tt; abhullar-tt
12,baldurk/renderdoc,https://github.com/baldurk/renderdoc,RenderDoc is a stand-alone graphics debugging tool.,C++,10836,1694,5 stars today,baldurk; Zorro666; skarolewics; michaelrgb; pantosj
13,google/benchmark,https://github.com/google/benchmark,A microbenchmark support library,C++,10265,1770,1 star today,dmah42; EricWF; LebedevRI; dependabot; biojppm
14,catchorg/Catch2,https://github.com/catchorg/Catch2,"A modern, C++-native, test framework for unit-tests, TDD and BDD - using C++14, C++17 and later (C++11 support is in v2.x branch, and C++03 on the Catch1.x branch)",C++,20466,3242,2 stars today,horenmar; philsquared; ChrisThrasher; claremacrae; JoeyGrajciar
15,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,74221,11839,23 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
16,nlohmann/json,https://github.com/nlohmann/json,JSON for Modern C++,C++,50048,7411,12 stars today,nlohmann; dependabot; theodelrieu; falbrechtskirchinger; Teemperor
17,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,38759,10813,6 stars today,gennadiycivil; derekmauro; kuzkry; copybara-github
18,luanti-org/luanti,https://github.com/luanti-org/luanti,Luanti (formerly Minetest) is an open source voxel game-creation platform with easy modding and game creation,C++,13134,2370,29 stars today,celeron55; sfan5; nerzhul; SmallJoker; paramat
19,ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot,"ArduPlane, ArduCopter, ArduRover, ArduSub source",C++,15404,20997,12 stars today,peterbarker; tridge; rmackay9; IamPete1; andyp1per
20,ggml-org/ggml,https://github.com/ggml-org/ggml,Tensor library for machine learning,C++,14914,1704,10 stars today,ggerganov; jeffbolznv; JohannesGaessler; slaren; 0cc4m
