Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,onyx-dot-app/onyx,https://github.com/onyx-dot-app/onyx,Open Source AI Platform - AI Chat with advanced features that works with every LLM,Python,23341,3137,"1,852 stars today",github-merge-queue; Weves; yuhongsun96; pablonyx; jmelahman
2,google-research/timesfm,https://github.com/google-research/timesfm,TimesFM (Time Series Foundation Model) is a pretrained time-series foundation model developed by Google Research for time-series forecasting.,Python,14151,1219,916 stars today,rajatsen91; siriuz42; misha-chertushkin; JustinGuese; kashif
3,sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,Hunt down social media accounts by username across social networks,Python,78552,9180,"1,192 stars today",sdushantha; hoadlck; ppfeister; TheYahya; Czechball
4,hsliuping/TradingAgents-CN,https://github.com/hsliuping/TradingAgents-CN,基于多智能体LLM的中文金融交易框架 - TradingAgents中文增强版,Python,23273,4854,350 stars today,hsliuping; Yijia-Xiao; EdwardoSunny; ZeroAct; BG8CFB
5,yusufkaraaslan/Skill_Seekers,https://github.com/yusufkaraaslan/Skill_Seekers,"Convert documentation websites, GitHub repositories, and PDFs into Claude AI skills with automatic conflict detection",Python,12271,1235,158 stars today,yusufkaraaslan; claude; eibrahimov; YusufKaraaslanSpyke; MiaoDX
6,microsoft/apm,https://github.com/microsoft/apm,Agent Package Manager,Python,954,76,59 stars today,danielmeppiel; Copilot; sergio-sisternes-epam; Copilot; Copilot
7,vectorize-io/hindsight,https://github.com/vectorize-io/hindsight,Hindsight: Agent Memory That Learns,Python,7116,406,114 stars today,nicoloboschi; claude; cdbartholomew; benfrank241; slayoffer
8,PostHog/posthog,https://github.com/PostHog/posthog,"🦔 PostHog is an all-in-one developer platform for building successful products. We offer product analytics, web analytics, session replay, error tracking, feature flags, experimentation, surveys, data warehouse, a CDP, and an AI product assistant to help debug your code, ship features faster, and keep all your usage and customer data in one stack.",Python,32369,2471,22 stars today,github-actions; Twixes; pauldambra; mariusandra; benjackwhite
9,Alishahryar1/free-claude-code,https://github.com/Alishahryar1/free-claude-code,"Use claude-code for free in the terminal, VSCode extension or via discord like openclaw",Python,1471,236,55 stars today,Alishahryar1; cursoragent; claude; rishiskhare; github-actions
10,Blaizzy/mlx-vlm,https://github.com/Blaizzy/mlx-vlm,MLX-VLM is a package for inference and fine-tuning of Vision Language Models (VLMs) on your Mac using MLX.,Python,3242,363,499 stars today,Blaizzy; claude; pcuenca; neilmehta24; viktike
11,microsoft/BitNet,https://github.com/microsoft/BitNet,Official inference framework for 1-bit LLMs,Python,37115,3262,86 stars today,potassiummmm; tsong-ms; younesbelkada; sd983527; XsquirrelC
12,MervinPraison/PraisonAI,https://github.com/MervinPraison/PraisonAI,"PraisonAI 🦞 - Your 24/7 AI employee team. Automate and solve complex challenges with low-code multi-agent AI that plans, researches, codes, and delivers to Telegram, Discord, and WhatsApp. Handoffs, guardrails, memory, RAG, 100+ LLMs.",Python,6428,936,116 stars today,MervinPraison; github-actions; claude; Dhivya-Bharathy; claude
13,LearningCircuit/local-deep-research,https://github.com/LearningCircuit/local-deep-research,"Local Deep Research achieves ~95% on SimpleQA benchmark (tested with GPT-4.1-mini). Supports local and cloud LLMs (Ollama, Google, Anthropic, ...). Searches 10+ sources - arXiv, PubMed, web, and your private documents. Everything Local & Encrypted.",Python,4247,408,12 stars today,LearningCircuit; github-actions; djpetti; dependabot; HashedViking
14,oumi-ai/oumi,https://github.com/oumi-ai/oumi,"Easily fine-tune, evaluate and deploy gpt-oss, Qwen3, DeepSeek-R1, or any open source LLM / VLM!",Python,9129,738,29 stars today,oelachqar; wizeng23; taenin; kaisopos; jgreer013
