Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,duckdb/duckdb,https://github.com/duckdb/duckdb,DuckDB is an analytical in-process SQL database management system,C++,37348,3129,41 stars today,Mytherin; Tishj; pdet; hannes; taniabogatsch
2,facebook/react-native,https://github.com/facebook/react-native,A framework for building native applications using React,C++,125642,25142,17 stars today,reactjs-bot; mdvacca; shergin; cortinico; sammy-SC
3,ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,ClickHouse® is a real-time analytics database management system,C++,46807,8293,24 stars today,alexey-milovidov; alesapin; KochetovNicolai; azat; Avogar
4,microsoft/WSL,https://github.com/microsoft/WSL,Windows Subsystem for Linux,C++,31791,1679,27 stars today,OneBlue; benhillis; craigloewen-msft; 49081; jackchammons
5,gabime/spdlog,https://github.com/gabime/spdlog,Fast C++ logging library.,C++,28629,5113,13 stars today,gabime; Gabi120; sylveon; DanielChabrowski; mguludag
6,NVlabs/GR00T-WholeBodyControl,https://github.com/NVlabs/GR00T-WholeBodyControl,"Welcome to GR00T Whole-Body Control (WBC)! This is a unified platform for developing and deploying advanced humanoid controllers. This includes: Decoupled WBC models used in NVIDIA Isaac-Gr00t, Gr00t N1.5 and N1.6 and GEAR-SONIC",C++,1387,164,8 stars today,xdaNvidia; ZhengyiLuo; Dingry; chenran-nvidia; fcastanedaga
7,jd-opensource/xllm,https://github.com/jd-opensource/xllm,"A high-performance inference engine for LLMs, optimized for diverse AI accelerators.",C++,1200,178,5 stars today,yq33victor; XuZhang99; yingxudeng; RobbieLeung; phantomlei3
8,opencv/opencv,https://github.com/opencv/opencv,Open Source Computer Vision Library,C++,87026,56544,23 stars today,alalek; asmorkalov; vpisarev; mshabunin; ilya-lavrenov
9,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format,C++,71060,16099,9 stars today,protobuf-github-bot; haberman; protobuf-team-bot; mkruskal-google; xfxyjwf
10,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,C++,194646,75275,43 stars today,tensorflower-gardener; ezhulenev; akuegel; hawkinsp; mihaimaruseac
11,nlohmann/json,https://github.com/nlohmann/json,JSON for Modern C++,C++,49362,7356,12 stars today,nlohmann; theodelrieu; dependabot; falbrechtskirchinger; Teemperor
12,realsenseai/librealsense,https://github.com/realsenseai/librealsense,RealSense SDK,C++,8689,4991,6 stars today,maloel; dorodnic; Nir-Az; remibettan; aangerma
13,daijro/camoufox,https://github.com/daijro/camoufox,🦊 Anti-detect browser,C++,7015,601,67 stars today,daijro; heydryft; claude; icepaq; D4Vinci
14,ROCm/rocm-systems,https://github.com/ROCm/rocm-systems,super repo for rocm systems projects,C++,336,202,3 stars today,lmoriche; kiritigowda; marifamd; dgaliffiAMD; jrmadsen
15,bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,Bitcoin Core integration/staging tree,C++,88774,38900,26 stars today,laanwj; fanquake; sipa; achow101; hebasto
16,Euro-Office/desktop-apps,https://github.com/Euro-Office/desktop-apps,Pas de description,C++,125,6,12 stars today,maxkadushkin; SimplestStudio; ayuzhin; Maria-Sukhova; K0R0L
17,tenstorrent/tt-metal,https://github.com/tenstorrent/tt-metal,"🤘 TT-NN operator library, and TT-Metalium low level kernel programming model.",C++,1404,405,2 stars today,github-merge-queue; tt-rkim; tt-aho; blozano-tt; abhullar-tt
18,cloudflare/workerd,https://github.com/cloudflare/workerd,The JavaScript / Wasm runtime that powers Cloudflare Workers,C++,8131,613,13 stars today,jasnell; kentonv; anonrig; fhanau; dom96
19,facebook/folly,https://github.com/facebook/folly,An open-source C++ library developed and used at Facebook.,C++,30320,5865,6 stars today,yfeldblum; Orvid; ot; simpkins; dmm-fb
20,wazuh/wazuh,https://github.com/wazuh/wazuh,Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.,C++,15232,2237,16 stars today,vikman90; Dwordcito; TomasTurina; chemamartinez; juliancnn
21,imputnet/helium,https://github.com/imputnet/helium,"Private, fast, and honest web browser",C++,13205,282,139 stars today,wukko; dumbmoron; Ahrotahn; networkException; iskunk
22,tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,Tesseract Open Source OCR Engine (main repository),C++,73422,10593,28 stars today,stweil; egorpugin; zdenop; Shreeshrii; amitdo
