Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,Yeachan-Heo/oh-my-claudecode,https://github.com/Yeachan-Heo/oh-my-claudecode,Teams-first Multi-agent orchestration for Claude Code,TypeScript,19293,1464,"1,126 stars today",Yeachan-Heo; claude; riftzen-bit; devseunggwan; shaun0927
2,vas3k/TaxHacker,https://github.com/vas3k/TaxHacker,"Self-hosted AI accounting app. LLM analyzer for receipts, invoices, transactions with custom prompts and categories",TypeScript,3774,596,318 stars today,vas3k; H1D; danfimov; mmplisskin; dependabot
3,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"A Claude Code plugin that automatically captures everything Claude does during your coding sessions, compresses it with AI (using Claude's agent-sdk), and injects relevant context back into future sessions.",TypeScript,44117,3296,606 stars today,thedotmack; claude; Copilot; rodboev; github-actions
4,Canner/WrenAI,https://github.com/Canner/WrenAI,"Open-source text-to-SQL and text-to-chart GenBI agent with a semantic layer. Ask your database questions in natural language — get accurate SQL, charts, and BI insights. Supports 12+ data sources (PostgreSQL, BigQuery, Snowflake, etc.) and any LLM (OpenAI, Claude, Gemini, Ollama).",TypeScript,14820,1624,25 stars today,cyyeh; onlyjackfrost; wwwy3y3; andreashimin; paopa
5,fluxerapp/fluxer,https://github.com/fluxerapp/fluxer,"A free and open source instant messaging and VoIP platform built for friends, groups, and communities. Self-hosting and more activity in this repository is coming very soon! See the README.",TypeScript,7599,410,77 stars today,hampus-fluxer; Jiralite; M0n7y5; fenbyte; dynamicbark
6,shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,"Bash is all you need - A nano claude code–like 「agent harness」, built from 0 to 1",TypeScript,45418,7067,"1,141 stars today",CrazyBoyM; claude; bansalkanav; chablino; Octane0411
7,freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free.",TypeScript,440256,43934,788 stars today,ojeytonwilliams; raisedadead; camperbot; renovate; renovate-bot
8,dreamhunter2333/cloudflare_temp_email,https://github.com/dreamhunter2333/cloudflare_temp_email,CloudFlare free temp domain email 免费收发 临时域名邮箱 支持附件 IMAP SMTP TelegramBot,TypeScript,7683,4312,111 stars today,dreamhunter2333; claude; Bowl42; oneisall8955; dependabot
9,czlonkowski/n8n-mcp,https://github.com/czlonkowski/n8n-mcp,A MCP for Claude Desktop / Claude Code / Windsurf / Cursor to build n8n workflows for you,TypeScript,17216,2898,160 stars today,czlonkowski; claude; kimbo128; thesved; naXa777
10,coder/mux,https://github.com/coder/mux,"A desktop app for isolated, parallel agentic development",TypeScript,1553,87,25 stars today,ammar-agent; ibetitsmike; ThomasK33; ammario; ethanndickson
11,twentyhq/twenty,https://github.com/twentyhq/twenty,"Building a modern alternative to Salesforce, powered by the community.",TypeScript,43390,5750,144 stars today,charlesBochet; github-actions; FelixMalfait; lucasbordeau; Weiko
12,langfuse/langfuse,https://github.com/langfuse/langfuse,"🪢 Open source LLM engineering platform: LLM Observability, metrics, evals, prompt management, playground, datasets. Integrates with OpenTelemetry, Langchain, OpenAI SDK, LiteLLM, and more. 🍊YC W23",TypeScript,24126,2436,71 stars today,marcklingen; maxdeichmann; Steffen911; marliessophie; hassiebp
13,steipete/mcporter,https://github.com/steipete/mcporter,"Call MCPs via TypeScript, masquerading as simple TypeScript API. Or package them as cli.",TypeScript,3586,230,49 stars today,steipete; claude; ryoppippi; caseyg; aryasaatvik
