Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,farion1231/cc-switch,https://github.com/farion1231/cc-switch,"A cross-platform desktop All-in-One assistant tool for Claude Code, Codex, OpenCode, openclaw & Gemini CLI.",Rust,54589,3558,"1,516 stars today",farion1231; yovinchen; claude; TinsFox; tianrking
2,zhom/donutbrowser,https://github.com/zhom/donutbrowser,Simple Yet Powerful Anti-Detect Browser 🍩,Rust,2149,186,113 stars today,zhom; dependabot; github-actions; HassiyYT; yb403
3,qxcnm/Codex-Manager,https://github.com/qxcnm/Codex-Manager,一个Codex cli 账号管理与切换工具。为 Codex cli提供本地网关转发。,Rust,1766,235,57 stars today,qxcnm; xiaoyiluck666; DemosHume; amine123max
4,Michael-A-Kuykendall/shimmy,https://github.com/Michael-A-Kuykendall/shimmy,"⚡ Python-free Rust inference server — OpenAI-API compatible. GGUF + SafeTensors, hot model swap, auto-discovery, single binary. FREE now, FREE forever.",Rust,4686,415,46 stars today,Michael-A-Kuykendall; claude; VMLYR-MikeKuykendall; Copilot; LopezNuance
5,ai-dynamo/dynamo,https://github.com/ai-dynamo/dynamo,A Datacenter Scale Distributed Inference Serving Framework,Rust,6694,1069,14 stars today,PeaBrane; grahamking; rmccorm4; nv-anants; tedzhouhk
6,kata-containers/kata-containers,https://github.com/kata-containers/kata-containers,"Kata Containers is an open source project and community working to build a standard implementation of lightweight Virtual Machines (VMs) that feel and perform like containers, but provide the workload isolation and security advantages of VMs. https://katacontainers.io/",Rust,7823,1292,1 star today,fidencio; GabyCT; stevenhorsman; bergwolf; jcvenegas
7,BoundaryML/baml,https://github.com/BoundaryML/baml,The AI framework that adds the engineering to prompt engineering (Python/TS/Ruby/Java/C#/Rust/Go compatible),Rust,8083,412,7 stars today,hellovai; aaronvg; sxlijin; antoniosarosi; imalsogreg
8,juspay/hyperswitch,https://github.com/juspay/hyperswitch,"An open source payments switch written in Rust to make payments fast, reliable and affordable",Rust,42563,4608,7 stars today,hyperswitch-bot; github-actions; SanchithHegde; Narayanbhat166; pixincreate
9,cloud-hypervisor/cloud-hypervisor,https://github.com/cloud-hypervisor/cloud-hypervisor,"A Virtual Machine Monitor for modern Cloud workloads. Features include CPU, memory and device hotplug, support for running Windows and Linux guests, device offload with vhost-user and a minimal compact footprint. Written in Rust with a strong focus on security.",Rust,5589,633,8 stars today,rbradford; dependabot; dependabot-preview; likebreath; liuw
10,rust-lang/rust-analyzer,https://github.com/rust-lang/rust-analyzer,A Rust compiler front-end for IDEs,Rust,16343,2052,19 stars today,bors; matklad; bors; Veykril; github-merge-queue
11,ilya-zlobintsev/LACT,https://github.com/ilya-zlobintsev/LACT,Linux GPU Configuration And Monitoring Tool,Rust,4359,111,20 stars today,ilya-zlobintsev; weblate; makarov-roman; In-line; rffontenelle
12,SaladDay/cc-switch-cli,https://github.com/SaladDay/cc-switch-cli,"⭐️ A cross-platform CLI All-in-One assistant tool for Claude Code, Codex & Gemini CLI.",Rust,2215,127,33 stars today,farion1231; SaladDay; yovinchen; claude; TinsFox
13,memvid/memvid,https://github.com/memvid/memvid,"Memory layer for AI Agents. Replace complex RAG pipelines with a serverless, single-file memory layer. Give your agents instant retrieval and long-term memory.",Rust,15282,1311,129 stars today,sharafdin; Olow304; mo-omar-0197; TyJK; akash-R-A-J
14,tauri-apps/tauri,https://github.com/tauri-apps/tauri,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",Rust,105971,3561,48 stars today,lucasfernog; renovate; amrbashir; renovate-bot; FabianLars
15,NVIDIA/ncx-infra-controller-core,https://github.com/NVIDIA/ncx-infra-controller-core,NCX Infra Controller - Hardware Lifecycle Management and multitenant networking,Rust,139,89,3 stars today,Matthias247; abvarshney-nv; ianderson-nvidia; michaelbasnight-nv; ajf
16,ilysenko/codex-desktop-linux,https://github.com/ilysenko/codex-desktop-linux,Run OpenAI Codex Desktop on Linux - automated installer,Rust,434,74,39 stars today,Leay15; ilysenko; claude; actions-user; moabualruz
